"","REGION","PooledSector_Viztool","OBS_YEAR","STRATANAME","n"
"81","GUA","GUA_EAST_OPEN",2017,"GUA_EAST_OPEN_Forereef_Deep",4
"82","GUA","GUA_EAST_OPEN",2017,"GUA_EAST_OPEN_Forereef_Mid",4
"83","GUA","GUA_EAST_OPEN",2017,"GUA_EAST_OPEN_Forereef_Shallow",4
"84","GUA","GUA_EAST_OPEN",2022,"GUA_EAST_OPEN_Forereef_Deep",5
"85","GUA","GUA_EAST_OPEN",2022,"GUA_EAST_OPEN_Forereef_Mid",7
"86","GUA","GUA_EAST_OPEN",2022,"GUA_EAST_OPEN_Forereef_Shallow",3
"87","GUA","GUA_MP",2014,"GUA_MP_Forereef_Deep",4
"88","GUA","GUA_MP",2014,"GUA_MP_Forereef_Mid",4
"89","GUA","GUA_MP",2014,"GUA_MP_Forereef_Shallow",3
"90","GUA","GUA_MP",2017,"GUA_MP_Forereef_Deep",2
"91","GUA","GUA_MP",2017,"GUA_MP_Forereef_Mid",3
"92","GUA","GUA_MP",2017,"GUA_MP_Forereef_Shallow",2
"93","GUA","GUA_MP",2022,"GUA_MP_Forereef_Deep",3
"94","GUA","GUA_MP",2022,"GUA_MP_Forereef_Mid",4
"95","GUA","GUA_MP",2022,"GUA_MP_Forereef_Shallow",2
"96","GUA","GUA_WEST_OPEN",2014,"GUA_WEST_OPEN_Forereef_Deep",3
"97","GUA","GUA_WEST_OPEN",2014,"GUA_WEST_OPEN_Forereef_Mid",4
"98","GUA","GUA_WEST_OPEN",2014,"GUA_WEST_OPEN_Forereef_Shallow",4
"99","GUA","GUA_WEST_OPEN",2017,"GUA_WEST_OPEN_Forereef_Deep",2
"100","GUA","GUA_WEST_OPEN",2017,"GUA_WEST_OPEN_Forereef_Mid",5
"101","GUA","GUA_WEST_OPEN",2017,"GUA_WEST_OPEN_Forereef_Shallow",4
"102","GUA","GUA_WEST_OPEN",2022,"GUA_WEST_OPEN_Forereef_Deep",3
"103","GUA","GUA_WEST_OPEN",2022,"GUA_WEST_OPEN_Forereef_Mid",7
"104","GUA","GUA_WEST_OPEN",2022,"GUA_WEST_OPEN_Forereef_Shallow",7
"105","MHI","HAW_HAMAKUA",2013,"HAW_HAMAKUA_Forereef_Mid",2
"106","MHI","HAW_HAMAKUA",2013,"HAW_HAMAKUA_Forereef_Shallow",2
"107","MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Forereef_Deep",3
"108","MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Forereef_Mid",4
"109","MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Forereef_Shallow",4
"110","MHI","HAW_HAMAKUA",2024,"HAW_HAMAKUA_Forereef_Deep",6
"111","MHI","HAW_HAMAKUA",2024,"HAW_HAMAKUA_Forereef_Mid",6
"112","MHI","HAW_HAMAKUA",2024,"HAW_HAMAKUA_Forereef_Shallow",2
"113","MHI","HAW_KONA",2013,"HAW_KONA_Forereef_Deep",2
"114","MHI","HAW_KONA",2013,"HAW_KONA_Forereef_Mid",2
"115","MHI","HAW_KONA",2013,"HAW_KONA_Forereef_Shallow",3
"116","MHI","HAW_KONA",2016,"HAW_KONA_Forereef_Deep",3
"117","MHI","HAW_KONA",2016,"HAW_KONA_Forereef_Mid",8
"118","MHI","HAW_KONA",2016,"HAW_KONA_Forereef_Shallow",7
"119","MHI","HAW_KONA",2019,"HAW_KONA_Forereef_Deep",7
"120","MHI","HAW_KONA",2019,"HAW_KONA_Forereef_Mid",10
"121","MHI","HAW_KONA",2019,"HAW_KONA_Forereef_Shallow",10
"122","MHI","HAW_KONA",2024,"HAW_KONA_Forereef_Deep",7
"123","MHI","HAW_KONA",2024,"HAW_KONA_Forereef_Mid",7
"124","MHI","HAW_KONA",2024,"HAW_KONA_Forereef_Shallow",5
"125","MHI","HAW_PUNA",2013,"HAW_PUNA_Forereef_Deep",3
"126","MHI","HAW_PUNA",2013,"HAW_PUNA_Forereef_Mid",5
"127","MHI","HAW_PUNA",2016,"HAW_PUNA_Forereef_Deep",2
"128","MHI","HAW_PUNA",2016,"HAW_PUNA_Forereef_Mid",4
"129","MHI","HAW_PUNA",2016,"HAW_PUNA_Forereef_Shallow",2
"130","MHI","HAW_PUNA",2019,"HAW_PUNA_Forereef_Deep",3
"131","MHI","HAW_PUNA",2019,"HAW_PUNA_Forereef_Mid",5
"132","MHI","HAW_PUNA",2019,"HAW_PUNA_Forereef_Shallow",3
"133","MHI","HAW_PUNA",2024,"HAW_PUNA_Forereef_Deep",3
"134","MHI","HAW_PUNA",2024,"HAW_PUNA_Forereef_Mid",3
"135","MHI","HAW_PUNA",2024,"HAW_PUNA_Forereef_Shallow",2
"136","MHI","HAW_SE",2016,"HAW_SE_Forereef_Mid",2
"137","MHI","HAW_SE",2016,"HAW_SE_Forereef_Shallow",2
"138","MHI","KAH_NORTH",2016,"KAH_NORTH_Forereef_Deep",2
"139","MHI","KAH_NORTH",2016,"KAH_NORTH_Forereef_Mid",2
"140","MHI","KAH_NORTH",2016,"KAH_NORTH_Forereef_Shallow",2
"141","MHI","KAH_NORTH",2019,"KAH_NORTH_Forereef_Mid",2
"142","MHI","KAH_NORTH",2024,"KAH_NORTH_Forereef_Deep",4
"143","MHI","KAH_NORTH",2024,"KAH_NORTH_Forereef_Mid",7
"144","MHI","KAH_NORTH",2024,"KAH_NORTH_Forereef_Shallow",2
"145","MHI","KAH_SOUTH",2016,"KAH_SOUTH_Forereef_Mid",2
"146","MHI","KAH_SOUTH",2016,"KAH_SOUTH_Forereef_Shallow",3
"147","MHI","KAH_SOUTH",2019,"KAH_SOUTH_Forereef_Deep",2
"148","MHI","KAH_SOUTH",2019,"KAH_SOUTH_Forereef_Mid",2
"149","MHI","KAH_SOUTH",2019,"KAH_SOUTH_Forereef_Shallow",2
"150","MHI","KAH_SOUTH",2024,"KAH_SOUTH_Forereef_Deep",3
"151","MHI","KAH_SOUTH",2024,"KAH_SOUTH_Forereef_Shallow",3
"152","MHI","KAU_EAST",2013,"KAU_EAST_Forereef_Deep",3
"153","MHI","KAU_EAST",2013,"KAU_EAST_Forereef_Mid",2
"154","MHI","KAU_EAST",2013,"KAU_EAST_Forereef_Shallow",2
"155","MHI","KAU_EAST",2016,"KAU_EAST_Forereef_Deep",3
"156","MHI","KAU_EAST",2016,"KAU_EAST_Forereef_Mid",6
"157","MHI","KAU_EAST",2016,"KAU_EAST_Forereef_Shallow",2
"158","MHI","KAU_EAST",2019,"KAU_EAST_Forereef_Deep",4
"159","MHI","KAU_EAST",2019,"KAU_EAST_Forereef_Mid",5
"160","MHI","KAU_EAST",2024,"KAU_EAST_Forereef_Mid",5
"161","MHI","KAU_EAST",2024,"KAU_EAST_Forereef_Shallow",3
"162","MHI","KAU_NAPALI",2013,"KAU_NAPALI_Forereef_Deep",2
"163","MHI","KAU_NAPALI",2013,"KAU_NAPALI_Forereef_Mid",2
"164","MHI","KAU_NAPALI",2013,"KAU_NAPALI_Forereef_Shallow",3
"165","MHI","KAU_NAPALI",2016,"KAU_NAPALI_Forereef_Deep",2
"166","MHI","KAU_NAPALI",2016,"KAU_NAPALI_Forereef_Mid",2
"167","MHI","KAU_NAPALI",2016,"KAU_NAPALI_Forereef_Shallow",2
"168","MHI","KAU_NAPALI",2019,"KAU_NAPALI_Forereef_Deep",2
"169","MHI","KAU_NAPALI",2019,"KAU_NAPALI_Forereef_Mid",2
"170","MHI","KAU_NAPALI",2024,"KAU_NAPALI_Forereef_Deep",2
"171","MHI","KAU_NAPALI",2024,"KAU_NAPALI_Forereef_Mid",2
"172","MHI","KAU_NAPALI",2024,"KAU_NAPALI_Forereef_Shallow",2
"173","MHI","LAN_NORTH",2013,"LAN_NORTH_Forereef_Mid",3
"174","MHI","LAN_NORTH",2013,"LAN_NORTH_Forereef_Shallow",3
"175","MHI","LAN_NORTH",2016,"LAN_NORTH_Forereef_Mid",2
"176","MHI","LAN_NORTH",2016,"LAN_NORTH_Forereef_Shallow",2
"177","MHI","LAN_NORTH",2019,"LAN_NORTH_Forereef_Mid",3
"178","MHI","LAN_NORTH",2019,"LAN_NORTH_Forereef_Shallow",2
"179","MHI","LAN_SOUTH",2013,"LAN_SOUTH_Forereef_Mid",3
"180","MHI","LAN_SOUTH",2013,"LAN_SOUTH_Forereef_Shallow",4
"181","MHI","LAN_SOUTH",2016,"LAN_SOUTH_Forereef_Deep",2
"182","MHI","LAN_SOUTH",2016,"LAN_SOUTH_Forereef_Mid",6
"183","MHI","LAN_SOUTH",2016,"LAN_SOUTH_Forereef_Shallow",3
"184","MHI","LAN_SOUTH",2019,"LAN_SOUTH_Forereef_Deep",3
"185","MHI","LAN_SOUTH",2019,"LAN_SOUTH_Forereef_Mid",6
"186","MHI","LAN_SOUTH",2019,"LAN_SOUTH_Forereef_Shallow",5
"187","MHI","LAN_SOUTH",2024,"LAN_SOUTH_Forereef_Deep",4
"188","MHI","LAN_SOUTH",2024,"LAN_SOUTH_Forereef_Mid",3
"189","MHI","LAN_SOUTH",2024,"LAN_SOUTH_Forereef_Shallow",4
"190","MHI","MAI_KIHEI",2013,"MAI_KIHEI_Forereef_Mid",2
"191","MHI","MAI_KIHEI",2016,"MAI_KIHEI_Forereef_Deep",2
"192","MHI","MAI_KIHEI",2016,"MAI_KIHEI_Forereef_Mid",2
"193","MHI","MAI_KIHEI",2016,"MAI_KIHEI_Forereef_Shallow",3
"194","MHI","MAI_KIHEI",2019,"MAI_KIHEI_Forereef_Deep",3
"195","MHI","MAI_KIHEI",2019,"MAI_KIHEI_Forereef_Mid",3
"196","MHI","MAI_KIHEI",2019,"MAI_KIHEI_Forereef_Shallow",2
"197","MHI","MAI_KIHEI",2024,"MAI_KIHEI_Forereef_Deep",2
"198","MHI","MAI_KIHEI",2024,"MAI_KIHEI_Forereef_Mid",4
"199","MHI","MAI_KIHEI",2024,"MAI_KIHEI_Forereef_Shallow",3
"200","MHI","MAI_LAHAINA",2016,"MAI_LAHAINA_Forereef_Shallow",2
"201","MHI","MAI_LAHAINA",2019,"MAI_LAHAINA_Forereef_Deep",2
"202","MHI","MAI_LAHAINA",2019,"MAI_LAHAINA_Forereef_Mid",4
"203","MHI","MAI_LAHAINA",2019,"MAI_LAHAINA_Forereef_Shallow",4
"204","MHI","MAI_LAHAINA",2024,"MAI_LAHAINA_Forereef_Mid",2
"205","MHI","MAI_NE",2013,"MAI_NE_Forereef_Shallow",2
"206","MHI","MAI_NE",2016,"MAI_NE_Forereef_Mid",2
"207","MHI","MAI_NE",2019,"MAI_NE_Forereef_Mid",2
"208","MHI","MAI_NE",2024,"MAI_NE_Forereef_Deep",3
"209","MHI","MAI_NE",2024,"MAI_NE_Forereef_Mid",3
"210","MHI","MAI_NE",2024,"MAI_NE_Forereef_Shallow",2
"211","MHI","MAI_SE",2019,"MAI_SE_Forereef_Deep",2
"212","MHI","MAI_SE",2019,"MAI_SE_Forereef_Mid",2
"213","MHI","MAI_SE",2019,"MAI_SE_Forereef_Shallow",2
"214","MHI","MOL_PALI",2013,"MOL_PALI_Forereef_Deep",2
"215","MHI","MOL_PALI",2013,"MOL_PALI_Forereef_Mid",3
"216","MHI","MOL_PALI",2013,"MOL_PALI_Forereef_Shallow",3
"217","MHI","MOL_PALI",2019,"MOL_PALI_Forereef_Mid",2
"218","MHI","MOL_PALI",2019,"MOL_PALI_Forereef_Shallow",2
"219","MHI","MOL_PALI",2024,"MOL_PALI_Forereef_Deep",3
"220","MHI","MOL_PALI",2024,"MOL_PALI_Forereef_Mid",3
"221","MHI","MOL_PALI",2024,"MOL_PALI_Forereef_Shallow",2
"222","MHI","MOL_SOUTH",2013,"MOL_SOUTH_Forereef_Deep",2
"223","MHI","MOL_SOUTH",2013,"MOL_SOUTH_Forereef_Mid",2
"224","MHI","MOL_SOUTH",2013,"MOL_SOUTH_Forereef_Shallow",2
"225","MHI","MOL_SOUTH",2019,"MOL_SOUTH_Forereef_Deep",2
"226","MHI","MOL_SOUTH",2019,"MOL_SOUTH_Forereef_Mid",4
"227","MHI","MOL_SOUTH",2019,"MOL_SOUTH_Forereef_Shallow",4
"228","MHI","MOL_SOUTH",2024,"MOL_SOUTH_Forereef_Deep",2
"229","MHI","MOL_SOUTH",2024,"MOL_SOUTH_Forereef_Mid",2
"230","MHI","MOL_SOUTH",2024,"MOL_SOUTH_Forereef_Shallow",2
"231","MHI","MOL_WEST",2013,"MOL_WEST_Forereef_Deep",2
"232","MHI","MOL_WEST",2013,"MOL_WEST_Forereef_Mid",2
"233","MHI","MOL_WEST",2013,"MOL_WEST_Forereef_Shallow",3
"234","MHI","MOL_WEST",2016,"MOL_WEST_Forereef_Mid",2
"235","MHI","MOL_WEST",2016,"MOL_WEST_Forereef_Shallow",2
"236","MHI","MOL_WEST",2019,"MOL_WEST_Forereef_Deep",2
"237","MHI","MOL_WEST",2024,"MOL_WEST_Forereef_Deep",2
"238","MHI","MOL_WEST",2024,"MOL_WEST_Forereef_Mid",3
"239","MHI","MOL_WEST",2024,"MOL_WEST_Forereef_Shallow",2
"240","MHI","NII_EAST",2013,"NII_EAST_Forereef_Mid",3
"241","MHI","NII_EAST",2024,"NII_EAST_Forereef_Deep",3
"242","MHI","NII_EAST",2024,"NII_EAST_Forereef_Mid",2
"243","MHI","NII_EAST",2024,"NII_EAST_Forereef_Shallow",2
"244","MHI","NII_LEHUA",2013,"NII_LEHUA_Forereef_Deep",2
"245","MHI","NII_LEHUA",2013,"NII_LEHUA_Forereef_Mid",2
"246","MHI","NII_LEHUA",2013,"NII_LEHUA_Forereef_Shallow",2
"247","MHI","NII_LEHUA",2019,"NII_LEHUA_Forereef_Mid",2
"248","MHI","NII_LEHUA",2024,"NII_LEHUA_Forereef_Deep",2
"249","MHI","NII_LEHUA",2024,"NII_LEHUA_Forereef_Mid",3
"250","MHI","NII_LEHUA",2024,"NII_LEHUA_Forereef_Shallow",2
"251","MHI","NII_WEST",2013,"NII_WEST_Forereef_Mid",2
"252","MHI","NII_WEST",2013,"NII_WEST_Forereef_Shallow",4
"253","MHI","NII_WEST",2016,"NII_WEST_Forereef_Mid",2
"254","MHI","NII_WEST",2016,"NII_WEST_Forereef_Shallow",2
"255","MHI","NII_WEST",2019,"NII_WEST_Forereef_Mid",4
"256","MHI","NII_WEST",2024,"NII_WEST_Forereef_Deep",3
"257","MHI","NII_WEST",2024,"NII_WEST_Forereef_Mid",4
"258","MHI","NII_WEST",2024,"NII_WEST_Forereef_Shallow",2
"259","MHI","OAH_EAST",2013,"OAH_EAST_Forereef_Deep",2
"260","MHI","OAH_EAST",2013,"OAH_EAST_Forereef_Mid",2
"261","MHI","OAH_EAST",2013,"OAH_EAST_Forereef_Shallow",2
"262","MHI","OAH_EAST",2016,"OAH_EAST_Forereef_Deep",2
"263","MHI","OAH_EAST",2016,"OAH_EAST_Forereef_Mid",2
"264","MHI","OAH_EAST",2016,"OAH_EAST_Forereef_Shallow",2
"265","MHI","OAH_EAST",2024,"OAH_EAST_Forereef_Deep",5
"266","MHI","OAH_EAST",2024,"OAH_EAST_Forereef_Mid",3
"267","MHI","OAH_EAST",2024,"OAH_EAST_Forereef_Shallow",2
"268","MHI","OAH_KAENA",2016,"OAH_KAENA_Forereef_Deep",2
"269","MHI","OAH_KAENA",2016,"OAH_KAENA_Forereef_Mid",2
"270","MHI","OAH_KAENA",2016,"OAH_KAENA_Forereef_Shallow",2
"271","MHI","OAH_KAENA",2019,"OAH_KAENA_Forereef_Mid",2
"272","MHI","OAH_KAENA",2019,"OAH_KAENA_Forereef_Shallow",3
"273","MHI","OAH_KAENA",2024,"OAH_KAENA_Forereef_Deep",2
"274","MHI","OAH_KAENA",2024,"OAH_KAENA_Forereef_Mid",3
"275","MHI","OAH_KAENA",2024,"OAH_KAENA_Forereef_Shallow",2
"276","MHI","OAH_NE",2013,"OAH_NE_Forereef_Deep",2
"277","MHI","OAH_NE",2013,"OAH_NE_Forereef_Mid",6
"278","MHI","OAH_NE",2013,"OAH_NE_Forereef_Shallow",4
"279","MHI","OAH_NE",2016,"OAH_NE_Forereef_Mid",2
"280","MHI","OAH_NE",2016,"OAH_NE_Forereef_Shallow",2
"281","MHI","OAH_NE",2019,"OAH_NE_Forereef_Deep",2
"282","MHI","OAH_NE",2019,"OAH_NE_Forereef_Mid",2
"283","MHI","OAH_NE",2024,"OAH_NE_Forereef_Deep",2
"284","MHI","OAH_NE",2024,"OAH_NE_Forereef_Mid",3
"285","MHI","OAH_NE",2024,"OAH_NE_Forereef_Shallow",5
"286","MHI","OAH_NORTH",2013,"OAH_NORTH_Forereef_Deep",2
"287","MHI","OAH_NORTH",2013,"OAH_NORTH_Forereef_Mid",2
"288","MHI","OAH_NORTH",2013,"OAH_NORTH_Forereef_Shallow",2
"289","MHI","OAH_NORTH",2016,"OAH_NORTH_Forereef_Deep",2
"290","MHI","OAH_NORTH",2016,"OAH_NORTH_Forereef_Mid",2
"291","MHI","OAH_NORTH",2016,"OAH_NORTH_Forereef_Shallow",2
"292","MHI","OAH_NORTH",2019,"OAH_NORTH_Forereef_Deep",3
"293","MHI","OAH_NORTH",2019,"OAH_NORTH_Forereef_Mid",4
"294","MHI","OAH_NORTH",2019,"OAH_NORTH_Forereef_Shallow",2
"295","MHI","OAH_NORTH",2024,"OAH_NORTH_Forereef_Deep",2
"296","MHI","OAH_NORTH",2024,"OAH_NORTH_Forereef_Mid",3
"297","MHI","OAH_NORTH",2024,"OAH_NORTH_Forereef_Shallow",2
"298","MHI","OAH_SOUTH",2013,"OAH_SOUTH_Forereef_Deep",4
"299","MHI","OAH_SOUTH",2013,"OAH_SOUTH_Forereef_Mid",5
"300","MHI","OAH_SOUTH",2013,"OAH_SOUTH_Forereef_Shallow",8
"301","MHI","OAH_SOUTH",2016,"OAH_SOUTH_Forereef_Deep",2
"302","MHI","OAH_SOUTH",2016,"OAH_SOUTH_Forereef_Mid",4
"303","MHI","OAH_SOUTH",2016,"OAH_SOUTH_Forereef_Shallow",3
"304","MHI","OAH_SOUTH",2019,"OAH_SOUTH_Forereef_Deep",3
"305","MHI","OAH_SOUTH",2019,"OAH_SOUTH_Forereef_Mid",6
"306","MHI","OAH_SOUTH",2019,"OAH_SOUTH_Forereef_Shallow",7
"307","MHI","OAH_SOUTH",2024,"OAH_SOUTH_Forereef_Deep",2
"308","MHI","OAH_SOUTH",2024,"OAH_SOUTH_Forereef_Mid",3
"309","MHI","OAH_SOUTH",2024,"OAH_SOUTH_Forereef_Shallow",4
"310","NWHI","French Frigate",2014,"French Frigate_Forereef_Deep",2
"311","NWHI","French Frigate",2014,"French Frigate_Forereef_Mid",2
"312","NWHI","French Frigate",2014,"French Frigate_Forereef_Shallow",2
"313","NWHI","French Frigate",2014,"French Frigate_Lagoon_Shallow",2
"314","NWHI","French Frigate",2015,"French Frigate_Forereef_Deep",1
"315","NWHI","French Frigate",2015,"French Frigate_Forereef_Mid",3
"316","NWHI","French Frigate",2015,"French Frigate_Forereef_Shallow",2
"317","NWHI","French Frigate",2016,"French Frigate_Forereef_Deep",3
"318","NWHI","French Frigate",2016,"French Frigate_Forereef_Mid",6
"319","NWHI","French Frigate",2016,"French Frigate_Forereef_Shallow",4
"320","NWHI","French Frigate",2016,"French Frigate_Lagoon_Mid",2
"321","NWHI","French Frigate",2016,"French Frigate_Lagoon_Shallow",4
"322","NWHI","French Frigate",2016,"French Frigate_Protected Slope_Deep",3
"323","NWHI","French Frigate",2016,"French Frigate_Protected Slope_Mid",4
"324","NWHI","French Frigate",2017,"French Frigate_Forereef_Mid",4
"325","NWHI","French Frigate",2017,"French Frigate_Lagoon_Mid",2
"326","NWHI","French Frigate",2017,"French Frigate_Protected Slope_Deep",3
"327","NWHI","French Frigate",2024,"French Frigate_Forereef_Deep",3
"328","NWHI","French Frigate",2024,"French Frigate_Forereef_Mid",3
"329","NWHI","French Frigate",2024,"French Frigate_Forereef_Shallow",3
"330","NWHI","French Frigate",2024,"French Frigate_Lagoon_Mid",3
"331","NWHI","French Frigate",2024,"French Frigate_Lagoon_Shallow",3
"332","NWHI","French Frigate",2024,"French Frigate_Protected Slope_Deep",6
"333","NWHI","French Frigate",2024,"French Frigate_Protected Slope_Mid",2
"334","NWHI","Kure",2015,"Kure_Forereef_Deep",2
"335","NWHI","Kure",2015,"Kure_Forereef_Mid",2
"336","NWHI","Kure",2015,"Kure_Forereef_Shallow",2
"337","NWHI","Kure",2016,"Kure_Forereef_Deep",5
"338","NWHI","Kure",2016,"Kure_Forereef_Mid",7
"339","NWHI","Kure",2016,"Kure_Forereef_Shallow",7
"340","NWHI","Kure",2017,"Kure_Forereef_Mid",2
"341","NWHI","Kure",2017,"Kure_Forereef_Shallow",2
"342","NWHI","Kure",2024,"Kure_Forereef_Deep",6
"343","NWHI","Kure",2024,"Kure_Forereef_Mid",7
"344","NWHI","Kure",2024,"Kure_Forereef_Shallow",2
"345","NWHI","Kure",2024,"Kure_Lagoon_Mid",3
"346","NWHI","Kure",2024,"Kure_Lagoon_Shallow",4
"347","NWHI","Lisianski",2014,"Lisianski_Forereef_Deep",3
"348","NWHI","Lisianski",2014,"Lisianski_Forereef_Mid",4
"349","NWHI","Lisianski",2014,"Lisianski_Forereef_Shallow",3
"350","NWHI","Lisianski",2015,"Lisianski_Forereef_Deep",3
"351","NWHI","Lisianski",2015,"Lisianski_Forereef_Mid",6
"352","NWHI","Lisianski",2015,"Lisianski_Forereef_Shallow",2
"353","NWHI","Lisianski",2016,"Lisianski_Forereef_Deep",4
"354","NWHI","Lisianski",2016,"Lisianski_Forereef_Mid",6
"355","NWHI","Lisianski",2016,"Lisianski_Forereef_Shallow",6
"356","NWHI","Lisianski",2017,"Lisianski_Forereef_Deep",5
"357","NWHI","Lisianski",2017,"Lisianski_Forereef_Mid",4
"358","NWHI","Lisianski",2017,"Lisianski_Forereef_Shallow",2
"359","NWHI","Lisianski",2024,"Lisianski_Forereef_Deep",7
"360","NWHI","Lisianski",2024,"Lisianski_Forereef_Mid",6
"361","NWHI","Lisianski",2024,"Lisianski_Forereef_Shallow",4
"362","NWHI","Pearl & Hermes",2015,"Pearl & Hermes_Backreef_Mid",2
