"METHOD","SITEVISITID","SITE","Adult_Shannon","Adult_Simpson","Adult_Hills","Adult_Richness","Juv_Shannon","Juv_Simpson","Juv_Hills","Juv_Richness","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES","NA","GENSPratio_Adult","logGENSPratio_Adult","GENSPratio_Juv","logGENSPratio_Juv"
"DIVER",38582,"GUA-02701",2.7031017105076,0.857055402509948,14.9259559952078,34,0.636514168294813,0.444444444444444,1.88988157484231,2,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","AGR",13.564825,144.818855,4.266991771,4.571776897,756.5,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",3026,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",3,1.32142857142857,0.27871340246902,NA,NA
"DIVER",38583,"GUA-02650",1.76994149509827,0.644921946740129,5.87050989773089,19,2.16395565688206,0.88,8.70550563296124,9,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","AGR",13.569112,144.8213,3.352636391,3.657421518,756.5,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",3026,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",0,0.2890625,-1.24111235127539,1.5,0.405465108108164
"DIVER",38584,"GUA-02780",2.35217132955528,0.864334027055151,10.508362088086,20,2.34758011370449,0.892361111111111,10.4602265144608,12,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Deep","AGR",13.631674,144.838595,19.5062481,21.33495885,438.75,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",1755,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",0,0.569620253164557,-0.562785362696702,1.18181818181818,0.167054084663166
"DIVER",38587,"GUA-02784",2.22765117282476,0.781947832613999,9.27804793486641,23,1.15374194270109,0.612244897959184,3.17003282492367,4,"2022","MARIAN","Guam","GUA_WEST_OPEN","Forereef","Shallow","AGR",13.593838,144.836064,1.828710759,5.18134715,756.5,"GUAM_WEST_OPEN","GUA_WEST_OPEN","Guam","GUA_WEST_OPEN","GUA_WEST_OPEN","NOT","NOT","GUA_WEST_OPEN","GUA_WEST","NOT","OPEN",3026,"GUA_WEST_OPEN","NOT","GUA_WEST_OPEN","",0,0.41747572815534,-0.873528872536073,2.5,0.916290731874155
"DIVER",38620,"GUA-02767",2.63591216173241,0.910468319559229,13.956036821669,20,1.38629436111989,0.75,4,4,"2022","MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","AGR",13.439638,144.820239,22.85888449,24.38281012,664.5,"GUAM_EAST_OPEN","GUA_EAST_OPEN","Guam","GUA_EAST_OPEN","GUA_EAST_OPEN","NOT","NOT","GUA_EAST_OPEN","GUA_EAST","NOT","OPEN",2658,"GUA_EAST_OPEN","NOT","GUA_EAST_OPEN","",0,1.12903225806452,0.121360857004268,0.333333333333333,-1.09861228866811
"DIVER",38622,"GUA-02720",2.39581781634419,0.865343182517698,10.9771716996143,21,1.97415673398837,0.791015625,7.20054511799242,11,"2022","MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","AGR",13.527454,144.931278,15.54404145,16.45839683,1027.25,"GUAM_EAST_OPEN","GUA_EAST_OPEN","Guam","GUA_EAST_OPEN","GUA_EAST_OPEN","NOT","NOT","GUA_EAST_OPEN","GUA_EAST","NOT","OPEN",4109,"GUA_EAST_OPEN","NOT","GUA_EAST_OPEN","",0,0.480519480519481,-0.732887509209459,0.6,-0.510825623765991
"DIVER",38623,"GUA-02677",2.64376679381268,0.899506088317277,14.0660879961423,23,1.34062382218437,0.594883997620464,3.82142665268085,8,"2022","MARIAN","Guam","GUA_EAST_OPEN","Forereef","Shallow","AGR",13.486052,144.873026,4.571776897,5.790917403,421.5,"GUAM_EAST_OPEN","GUA_EAST_OPEN","Guam","GUA_EAST_OPEN","GUA_EAST_OPEN","NOT","NOT","GUA_EAST_OPEN","GUA_EAST","NOT","OPEN",1686,"GUA_EAST_OPEN","NOT","GUA_EAST_OPEN","",0,0.857142857142857,-0.154150679827258,40,3.68887945411394
"DIVER",38640,"GUA-02762",2.62764145432371,0.886938775510204,13.8410865398655,24,2.13833305950803,0.833333333333333,8.48528137423857,12,"2022","MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","AGR",13.301457,144.775395,18.89667784,19.81103322,664.5,"GUAM_EAST_OPEN","GUA_EAST_OPEN","Guam","GUA_EAST_OPEN","GUA_EAST_OPEN","NOT","NOT","GUA_EAST_OPEN","GUA_EAST","NOT","OPEN",2658,"GUA_EAST_OPEN","NOT","GUA_EAST_OPEN","",0,0.842105263157895,-0.171850256926659,23,3.13549421592915
"DIVER",38641,"GUA-02768",2.72109178984662,0.921487603305785,15.1969050174534,19,1.52470739303014,0.72189349112426,4.59379919496706,6,"2022","MARIAN","Guam","GUA_EAST_OPEN","Forereef","Deep","PAV",13.28509,144.766998,18.59189272,20.7253886,664.5,"GUAM_EAST_OPEN","GUA_EAST_OPEN","Guam","GUA_EAST_OPEN","GUA_EAST_OPEN","NOT","NOT","GUA_EAST_OPEN","GUA_EAST","NOT","OPEN",2658,"GUA_EAST_OPEN","NOT","GUA_EAST_OPEN","",0,0.76,-0.27443684570176,NA,NA
"DIVER",38642,"GUA-02727",1.58325845942048,0.75,4.87080128964072,6,1.03972077083992,0.625,2.82842712474619,3,"2022","MARIAN","Guam","GUA_EAST_OPEN","Forereef","Mid","PAV",13.249366,144.737206,9.753124048,10.05790917,1027.25,"GUAM_EAST_OPEN","GUA_EAST_OPEN","Guam","GUA_EAST_OPEN","GUA_EAST_OPEN","NOT","NOT","GUA_EAST_OPEN","GUA_EAST","NOT","OPEN",4109,"GUA_EAST_OPEN","NOT","GUA_EAST_OPEN","",0,1,0,NA,NA
"DIVER",38660,"TIN-00883",2.32496234572443,0.860097673082448,10.2262950148107,16,2.16233931162693,0.8736,8.69144589599354,10,"2022","MARIAN","Tinian","Tinian","Forereef","Deep","PAV",15.072696,145.657613,21.63974398,22.55409936,557.103082,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",2228,"TIN_OPEN","NOT","Tinian","",0,1.36,0.307484699747961,NA,NA
"DIVER",38661,"TIN-00849",1.21648712886251,0.502601456815817,3.37530985453862,10,1.58202124619723,0.69873046875,4.86477879619987,9,"2022","MARIAN","Tinian","Tinian","Forereef","Mid","PAV",15.048234,145.651459,16.45839683,17.37275221,534.0549959,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",2136,"TIN_OPEN","NOT","Tinian","",0,0.127272727272727,-2.06142303617716,11.8,2.46809953147162
"DIVER",38662,"TIN-00855",3.20171242452484,0.94482917820868,24.5745762935839,42,1.88114704578763,0.74125,6.5610263452556,12,"2022","MARIAN","Tinian","Tinian","Forereef","Mid","AGR",15.030392,145.65221,9.753124048,10.97226455,534.0549959,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",2136,"TIN_OPEN","NOT","Tinian","",0,1.13084112149533,0.122961711134835,19,2.94443897916644
"DIVER",38666,"TIN-00846",2.5244500458065,0.863683662851197,12.4840277319631,24,2.27640563998042,0.875,9.74160257928145,12,"2022","MARIAN","Tinian","Tinian","Forereef","Mid","PAV",14.955508,145.664356,13.71533069,15.23925632,534.0549959,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",2136,"TIN_OPEN","NOT","Tinian","",0,0.603448275862069,-0.505094949057006,7,1.94591014905531
"DIVER",38667,"TIN-00838",2.53959788053279,0.861952861952862,12.6745732533131,24,1.84790080050907,0.81,6.34648299561033,8,"2022","MARIAN","Tinian","Tinian","Forereef","Mid","PAV",14.941167,145.652918,6.09570253,7.010057909,534.0549959,"SaTiAg","Tinian","Tinian","NOT","NOT","NOT","NOT","TIN","TIN","NOT","OPEN",2136,"TIN_OPEN","NOT","Tinian","",0,2.09375,0.73895671659124,19,2.94443897916644
"DIVER",38680,"SAI-01888",2.39497391219113,0.869092627599244,10.9679119265581,21,NA,NA,NA,NA,"2022","MARIAN","Saipan","Saipan","Forereef","Deep","AGR",15.173064,145.791975,19.20146297,19.81103322,1985.586578,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",7942,"SAI_OPEN","NOT","Saipan","",0,0.916666666666667,-0.0870113769896298,NA,NA
"DIVER",38682,"SAI-01916",2.46320420947649,0.858406508264463,11.7423763586721,27,1.88148518454418,0.824444444444444,6.56324525767465,8,"2022","MARIAN","Saipan","Saipan","Forereef","Mid","AGR",15.159922,145.766053,10.3626943,12.19140506,1132.596536,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",4530,"SAI_OPEN","NOT","Saipan","",0,0.6,-0.510825623765991,NA,NA
"DIVER",38684,"SAI-01921",2.26238625418332,0.878892733564014,9.6059841591493,11,NA,NA,NA,NA,"2022","MARIAN","Saipan","Saipan","Forereef","Deep","SAG",15.145576,145.747041,22.85888449,25.90673575,1985.586578,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",7942,"SAI_OPEN","NOT","Saipan","",0,1.125,0.117783035656383,NA,NA
"DIVER",38685,"SAI-01918",2.9413998276113,0.922845059592464,18.9423437778293,33,2.01227953074468,0.828303850156087,7.48034961408222,10,"2022","MARIAN","Saipan","Saipan","Forereef","Mid","AGR",15.124252,145.753057,9.143553795,9.753124048,1132.596536,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",4530,"SAI_OPEN","NOT","Saipan","",3,1.54545454545455,0.435318071257845,6.75,1.90954250488444
"DIVER",38686,"SAI-01920",2.56818212480948,0.895621301775148,13.0420939788839,20,1.80414007146361,0.729766803840878,6.07474535492687,11,"2022","MARIAN","Saipan","Saipan","Forereef","Mid","PAV",15.094726,145.752328,13.10576044,13.71533069,1132.596536,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",4530,"SAI_OPEN","NOT","Saipan","",0,0.710526315789474,-0.341749293722057,8,2.07944154167984
"DIVER",38687,"SAI-01909",2.71554863445266,0.89186543253827,15.1128992550326,29,1.87783824040728,0.815972222222222,6.53935306209538,8,"2022","MARIAN","Saipan","Saipan","Forereef","Shallow","AGR",15.104457,145.734591,3.657421518,4.266991771,420.8277658,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",1683,"SAI_OPEN","NOT","Saipan","",1,1.74025974025974,0.554034378097227,NA,NA
"DIVER",38702,"SAI-01884",2.20623277543654,0.835180055401662,9.08144004621621,14,1.96921819497266,0.799474030243261,7.16507260827481,11,"2022","MARIAN","Saipan","Saipan","Forereef","Mid","PAV",15.272446,145.788958,11.58183481,12.80097531,1132.596536,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",4530,"SAI_OPEN","NOT","Saipan","",0,0.727272727272727,-0.318453731118535,38,3.63758615972639
"DIVER",38703,"SAI-01828",2.82783830817819,0.915689981096408,16.9088695242661,29,2.1872709920631,0.875346260387812,8.91086208937436,10,"2022","MARIAN","Saipan","Saipan","Forereef","Shallow","AGR",15.255131,145.743974,3.047851265,4.876562024,420.8277658,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",1683,"SAI_OPEN","NOT","Saipan","",0,1.4468085106383,0.369360103466048,8.5,2.14006616349627
"DIVER",38705,"SAI-01882",1.49417513828931,0.75,4.45565973351251,5,2.35408683924186,0.887811634349031,10.5285102482933,13,"2022","MARIAN","Saipan","Saipan","Forereef","Mid","PAV",15.2811,145.80037,17.37275221,17.67753734,1132.596536,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",4530,"SAI_OPEN","NOT","Saipan","",0,0.6,-0.510825623765991,8.5,2.14006616349627
"DIVER",38706,"SAI-01843",2.46957107687623,0.868084133516232,11.8173770181743,26,2.67921346062522,0.921006248998558,14.5736260560278,18,"2022","MARIAN","Saipan","Saipan","Forereef","Mid","AGR",15.261448,145.774449,12.49619019,13.41054557,1132.596536,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",4530,"SAI_OPEN","NOT","Saipan","",0,0.459459459459459,-0.777704568588008,3.38888888888889,1.22050210627715
"DIVER",38707,"SAI-01820",2.71221543353129,0.911362284354551,15.0626087859917,22,1.90257986196578,0.796296296296296,6.70316539581705,9,"2022","MARIAN","Saipan","Saipan","Forereef","Shallow","SAG",15.252987,145.761916,2.438281012,3.047851265,420.8277658,"SaTiAg","Saipan","Saipan","NOT","NOT","NOT","NOT","SAI","SAI","NOT","OPEN",1683,"SAI_OPEN","NOT","Saipan","",1,1.31428571428571,0.273293334999681,17,2.83321334405622
"DIVER",38721,"PAG-01278",1.36228031872695,0.618412698412698,3.90508800186642,12,2.04673853269455,0.8515625,7.74260762017654,9,"2022","MARIAN","Pagan","Pagan","Forereef","Mid","AGR",18.099024,145.752808,11.58183481,15.23925632,492.5006185,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1970,"PAG_OPEN","NOT","Pagan","",0,1.76315789473684,0.56710645966458,7,1.94591014905531
"DIVER",38722,"PAG-01273",2.05945256888637,0.810821001036856,7.84167585775655,16,0.642857913090791,0.306238185255199,1.90190860913209,4,"2022","MARIAN","Pagan","Pagan","Forereef","Mid","ROB",18.123748,145.756369,7.010057909,8.229198415,492.5006185,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1970,"PAG_OPEN","NOT","Pagan","",0,0.688524590163934,-0.373204245889943,6.66666666666667,1.89711998488588
"DIVER",38723,"PAG-01266",1.66461739740635,0.663237311385459,5.28365132428787,13,1.73286795139986,0.8125,5.65685424949238,6,"2022","MARIAN","Pagan","Pagan","Forereef","Shallow","ROB",18.142813,145.75852,4.876562024,5.486132277,449.0588004,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1796,"PAG_OPEN","NOT","Pagan","",0,3.15384615384615,1.14862270924277,7,1.94591014905531
"DIVER",38724,"PAG-01313",2.50665307757878,0.902038132807364,12.2638152566092,16,1.90022561488552,0.83,6.68740304976422,8,"2022","MARIAN","Pagan","Pagan","Forereef","Deep","ROB",18.042136,145.705959,24.07802499,26.82109113,571.3645349,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",2285,"PAG_OPEN","NOT","Pagan","",0,0.772727272727273,-0.2578291093021,5.66666666666667,1.73460105538811
"DIVER",38725,"PAG-01301",2.84892470281439,0.9287109375,17.2692023284479,22,1.63416655798117,0.775623268698061,5.12518467223022,6,"2022","MARIAN","Pagan","Pagan","Forereef","Mid","PAV",18.049332,145.706191,16.45839683,17.06796708,492.5006185,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1970,"PAG_OPEN","NOT","Pagan","",0,0.560975609756098,-0.578077850775158,0.1875,-1.67397643357167
"DIVER",38726,"PAG-01288",2.45488054982932,0.877777777777778,11.6450424634886,26,1.86525165089995,0.712076145151695,6.45756073250539,15,"2022","MARIAN","Pagan","Pagan","Forereef","Mid","AGR",18.059267,145.710993,9.143553795,10.05790917,492.5006185,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1970,"PAG_OPEN","NOT","Pagan","",0,0.666666666666667,-0.405465108108164,26.3333333333333,3.27083556379891
"DIVER",38727,"PAG-01253",1.95484906933092,0.795138888888889,7.06285294213088,13,1.33134865345045,0.65843621399177,3.78614614493197,6,"2022","MARIAN","Pagan","Pagan","Forereef","Shallow","ROB",18.080695,145.720098,3.962206644,5.486132277,449.0588004,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1796,"PAG_OPEN","NOT","Pagan","",0,2.2,0.78845736036427,26,3.25809653802148
"DIVER",38740,"PAG-01316",2.70690019250083,0.904320987654321,14.9827597860765,24,2.34396044354948,0.892249527410208,10.4224323871341,12,"2022","MARIAN","Pagan","Pagan","Forereef","Deep","AGR",18.104861,145.785961,16.45839683,20.42060347,571.3645349,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",2285,"PAG_OPEN","NOT","Pagan","",0,0.945945945945946,-0.0555698511548108,22,3.09104245335832
"DIVER",38741,"PAG-01298",2.74742605446429,0.919642857142857,15.6024203750011,24,1.99508384565075,0.8064,7.35281950398218,11,"2022","MARIAN","Pagan","Pagan","Forereef","Mid","ROB",18.089328,145.758905,13.71533069,15.54404145,492.5006185,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1970,"PAG_OPEN","NOT","Pagan","",0,1.33333333333333,0.287682072451781,1.5,0.405465108108164
"DIVER",38744,"PAG-01309",2.82119894090317,0.923656509695291,16.7969771874774,24,2.20863927851337,0.835538752362949,9.10332087721323,13,"2022","MARIAN","Pagan","Pagan","Forereef","Deep","AGR",18.16976,145.790484,22.24931423,22.85888449,571.3645349,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",2285,"PAG_OPEN","NOT","Pagan","",0,0.696428571428571,-0.361790044605503,6.66666666666667,1.89711998488588
"DIVER",38745,"PAG-01326",2.55195421221809,0.893877194514805,12.8321560521062,21,1.77823330579971,0.798816568047337,5.91938942435933,8,"2022","MARIAN","Pagan","Pagan","Forereef","Deep","AGR",18.147597,145.811663,19.20146297,19.81103322,571.3645349,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",2285,"PAG_OPEN","NOT","Pagan","",0,0.621212121212121,-0.476082675322118,3.33333333333333,1.20397280432594
"DIVER",38746,"PAG-01274",2.73765921166134,0.898623880776396,15.4507757379808,27,1.242453324894,0.666666666666667,3.46410161513775,4,"2022","MARIAN","Pagan","Pagan","Forereef","Mid","AGR",18.111985,145.802126,16.1536117,21.03017373,492.5006185,"CNMI_UNPOP","Pagan","Pagan","NOT","NOT","NOT","NOT","PAG","PAG","NOT","OPEN",1970,"PAG_OPEN","NOT","Pagan","",0,1.26315789473684,0.233614851181505,NA,NA
"DIVER",38760,"MAU-01258",2.11707348595786,0.813761814744801,8.30679193801505,18,1.20479330969478,0.662721893491124,3.33606947358487,4,"2022","MARIAN","Maug","Maug","Forereef","Deep","RRB",20.02366,145.238393,18.89667784,20.42060347,87.73461767,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",351,"MAU_MTMM","NOT","Maug","",1,0.239130434782609,-1.43074612369072,NA,NA
"DIVER",38764,"MAU-01257",2.59472241374602,0.90138067061144,13.3928691689895,19,1.89199649347357,0.798611111111111,6.63259740855385,9,"2022","MARIAN","Maug","Maug","Forereef","Deep","AGR",20.031244,145.234455,21.63974398,22.24931423,87.73461767,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",351,"MAU_MTMM","NOT","Maug","",0,0.529411764705882,-0.635988766719997,7,1.94591014905531
"DIVER",38765,"MAU-01243",2.95845831927371,0.934133091896786,19.2682433661215,32,1.59792650975804,0.691871455576559,4.94277300007886,8,"2022","MARIAN","Maug","Maug","Forereef","Mid","AGR",20.034007,145.229619,16.76318196,17.37275221,190.6950207,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",763,"MAU_MTMM","NOT","Maug","",1,0.449612403100775,-0.799369393815253,3.6,1.28093384546206
"DIVER",38766,"MAU-01225",2.74100684359928,0.909615917091887,15.5025859206335,27,0.983087758574785,0.513888888888889,2.67269615442102,4,"2022","MARIAN","Maug","Maug","Forereef","Mid","ROB",20.03073,145.232888,8.229198415,9.753124048,190.6950207,"MTMNM","Maug","Maug","NOT","NOT","NOT","NOT","MAU","MAU","NOT","MTMM",763,"MAU_MTMM","NOT","Maug","",1,0.698924731182796,-0.358212223257619,NA,NA
