"","Mean.ISLAND","Mean.STRATA","Mean.OBS_YEAR","Mean.N","Mean.CORAL","Mean.MA","Mean.TURF","Mean.UC","Mean.CCA","Mean.TW","Mean.EMA","Mean.SC","Mean.I","Mean.SED","Mean.HAL","Mean.MF","Mean.TOT_AREA_WT","PooledSE.ISLAND","PooledSE.STRATA","PooledSE.OBS_YEAR","PooledSE.N","PooledSE.CORAL","PooledSE.MA","PooledSE.TURF","PooledSE.UC","PooledSE.CCA","PooledSE.TW","PooledSE.EMA","PooledSE.SC","PooledSE.I","PooledSE.SED","PooledSE.HAL","PooledSE.MF"
"13","Tau","Forereef_Deep",2010,8,26.3581301296897,0,14.8316727388417,4.70190268487482,26.4299606643174,3.28282082749237,17.5006848139548,0.547156977067022,4.73703072608536,4.15478841461622,5.44057553542774,0,203.5125,"Tau","Forereef_Deep",2010,8,2.51958534240604,0,4.00024728932622,0.657792803734987,4.57443166205196,0.857331479947042,2.33148330620198,0.361352958289081,1.82252399138905,2.36143325798642,1.50788144821783,0
"14","Tutuila","Forereef_Deep",2010,40,17.6301641430157,0.570612452046099,51.8800038270521,4.26234201467193,13.9093212927701,3.12701336832786,6.31691562075441,0.13867793813799,0.677878698980625,6.05999702044828,2.81642900679481,0,2792.479803,"Tutuila","Forereef_Deep",2010,40,4.78149375675249,0.152993644098687,9.77815756575026,1.35375440842423,3.72848446444805,0.345475395962449,1.35716527677902,0.049176119510791,0.435153176090111,1.69021066118927,1.20593241646665,0
"15","Hawaii","Forereef_Mid",2010,19,22.3447169158448,3.93017742638707,48.3811281181471,5.89551985028056,8.94060836156076,1.17472495410118,9.47601995811362,0,0.208996934929498,6.66634594206924,0.0520063429479167,0.106442562361861,6300.794375,"Hawaii","Forereef_Mid",2010,19,2.62812488058147,1.34378506558552,1.82865956487964,0.791278147496446,1.02441987219654,0.183004391655618,1.89768356005399,0,0.0925004380269745,1.02446914420358,0.0282971106230766,0.0548192818786163
"16","Kauai","Forereef_Mid",2010,10,9.55729044984837,9.87496139106061,63.0085213006369,4.18005002535232,7.09924788873492,1.47579901340558,6.19384882931203,0,0.189754777587253,3.50591279295437,0.570462569865555,0,7478.63244,"Kauai","Forereef_Mid",2010,10,2.6249009976808,2.78449523161697,2.82452807984374,1.12974468708264,1.67493278991156,0.24557277836199,2.12837096138741,0,0.189725140014213,1.4591637198613,0.246206195232862,0
"17","Lanai","Forereef_Mid",2010,4,39.4746707600302,4.82797245795142,46.0101311713847,4.7798606253095,3.90098273067979,0.350434316472607,1.91866526857649,0,0,3.51632551201161,0.351252099365804,0,487.9877445,"Lanai","Forereef_Mid",2010,4,15.368033999135,2.97081450238917,16.7182492536435,1.33205225715174,1.43103594471121,0.00445502427141052,0.858612910989455,0,0,1.32526482948516,0.246142218439219,0
"18","Maui","Forereef_Mid",2010,13,15.3678310174231,9.05260229852136,57.1209674314919,3.42962968311673,4.76508739255877,0.85234862042841,3.64571506393868,0,0.25019105434471,8.678634174414,1.11897156730744,0.203624080469272,2639.3056694,"Maui","Forereef_Mid",2010,13,5.23286745429169,2.75799441974753,3.40579047128789,1.33422521937803,1.44776806705249,0.198751923055383,1.1932832700296,0,0.206410339321259,2.5500178881517,0.691451881262793,0.0973628450601529
"19","Molokai","Forereef_Mid",2010,2,28.7985865724382,1.57342657342657,39.887321159406,2.6427635968272,0.881538955743903,1.06007067137809,1.23304257579876,0,0,27.4512589883615,0.174825174825175,0,1250.749123,"Molokai","Forereef_Mid",2010,2,28.7928297294486,1.57311204515221,1.37114595219391,1.24391348996331,0.531782281458992,1.05985876304719,0.533635181394389,0,0,26.7391989677167,0.174790227239134,0
"20","Niihau","Forereef_Mid",2010,4,1.02388945705333,4.76555772339481,78.0414449173998,2.23988545137907,2.97402957756504,0.607089301504212,8.49868381863593,0,0.0841750841750842,4.61221942177599,0,0.0922509225092251,2992.988492,"Niihau","Forereef_Mid",2010,4,0.455406227073339,1.55646909331818,2.59214510888069,1.2754403758413,1.04536525755243,0.215617871209628,3.09375670094129,0,0.0841610209542268,0.900471649143984,0,0.0922355100494663
"21","Oahu","Forereef_Mid",2010,19,8.05293664407736,6.26574413024805,71.7715976494544,2.72075418820664,6.05010475001972,1.14426492577356,2.99844833469982,0,0,3.96303109311928,0.89813739838136,0.137428888862884,8988.08872,"Oahu","Forereef_Mid",2010,19,1.54060319446366,1.68004507886565,2.93249977594228,1.34717040929658,1.48591495543656,0.239293138119802,1.27441657850629,0,0,1.07461518219468,0.190899980852805,0.0647379212894066
"22","Ofu & Olosega","Forereef_Mid",2010,10,24.9852239914954,0.346815464708804,22.8505178556362,8.83676072376837,36.6895524195231,2.70415402001521,7.97803040393776,0.08,4.65192293358461,2.25932689250407,0.158610038610039,0,369.0125,"Ofu & Olosega","Forereef_Mid",2010,10,2.38179573015756,0.195396996216493,5.71180285694732,1.29102174442413,5.18690975387147,0.43025363196712,1.55805670683059,0.0797285459242503,3.13377367777985,1.32044185549035,0.121492601718968,0
"23","Rose","Forereef_Mid",2010,9,15.5956361013505,5.86552361121334,15.0328562458702,2.2483601174268,46.1906630558948,3.4239140002828,9.47320129019685,0.270162081756514,2.03840319872002,0.397198921431277,5.13635549356654,0,85.3,"Rose","Forereef_Mid",2010,9,4.15639377256099,2.9971633327965,1.83334766952527,0.468421006363291,4.62612530648866,0.497192440184938,1.02402277546818,0.123506355935534,1.53626589433738,0.182104815189279,1.89940954459702,0
"24","Swains","Forereef_Mid",2010,7,38.6384562127346,13.4018305385671,21.4973774555136,2.50703705878577,9.2214831513357,2.10456026253387,17.0399099691047,0,0.0484261501210654,0.152516522623284,0,0,57.42094092,"Swains","Forereef_Mid",2010,7,4.92361419202529,3.7227510646428,4.98952611325754,0.519617914006015,1.59359437936069,0.448750808676105,2.18755721037941,0,0.0476825060371954,0.150174440722128,0,0
"25","Tau","Forereef_Mid",2010,8,25.2413125939219,0.136247525811801,23.4851570877981,4.28669071908392,26.9908890074266,4.13371582351368,15.8156834532907,0,4.89423653942465,2.93699384686106,0.499479945465243,0,566.64,"Tau","Forereef_Mid",2010,8,4.05884534055277,0.0947561855798514,7.03755007100658,0.692199282409595,5.71226655234425,0.458038663699262,1.33079906763274,0,1.66824236986084,1.92788931369553,0.215711269873829,0
"26","Tutuila","Forereef_Mid",2010,52,23.8012363509349,1.31743480134794,31.713696479763,3.64567572646923,25.9372459620435,3.69166728708661,12.1247607922898,0.853455327315903,0.739476871744164,0.695610608172978,2.81708280638783,0.147789314111241,2665.353164,"Tutuila","Forereef_Mid",2010,52,1.98298701640753,0.329763433798507,2.6097522616737,0.573288938514853,1.94946580287175,0.180075640615933,0.92824237842177,0.18583465303561,0.199331521818045,0.16309546414072,1.11816363369016,0.125606015669603
"27","Hawaii","Forereef_Shallow",2010,11,20.5361467334816,3.15501474242952,57.8815953513356,4.84826013530376,9.55555092388995,0.970277233474658,4.66972468634794,0,0.279318384292242,3.85609909345115,0.0665500847719511,0.268835738681855,2935.1933,"Hawaii","Forereef_Shallow",2010,11,3.70110922292802,1.85118084369142,5.5261848665597,1.02325580704741,2.4723027520071,0.208233306821377,2.32171212261767,0,0.213680857338966,1.30291097301247,0.0665351926745915,0.0960968962290871
"28","Kauai","Forereef_Shallow",2010,4,9.08847832580627,3.64613233147681,66.3584565579653,3.44270157985609,11.7397563835804,1.03914352805588,6.92041134411163,0,0,1.98382661888285,0.262938438176794,0,3051.65048,"Kauai","Forereef_Shallow",2010,4,4.06484694877048,2.30853384836943,10.9485986096168,1.45682967234715,3.22913439694373,0.467356737374241,4.33228802744649,0,0,1.19608740674416,0.16624759417227,0
"29","Lanai","Forereef_Shallow",2010,8,19.787941427152,3.95664091953015,67.044600028988,7.01341050259014,5.29771699630661,0.910062172151072,2.11013854655473,0,0,1.48150559960505,0.32145648186345,0.0631076731781166,1377.87934,"Lanai","Forereef_Shallow",2010,8,9.84577424940455,2.59407105198065,8.57784400626903,3.40149548857904,1.01851566315047,0.141766658740453,0.571830644552969,0,0,0.793523825173593,0.189938861086857,0.0630442013155884
"30","Maui","Forereef_Shallow",2010,11,22.1058297353478,6.80774673040276,58.8878767532303,5.20669563374816,6.11961621272769,0.817643381371575,2.64421431929546,0,0.0593735395658692,3.3308150106944,0.0445276987356984,0.674700876852941,1936.8590645,"Maui","Forereef_Shallow",2010,11,7.52034212787723,2.18710184954543,7.91031852544806,1.52497223588886,1.26170074502786,0.129955758906131,0.85365541414454,0,0.0460619323085775,0.827895875797412,0.0445045610115427,0.469885635420496
"31","Niihau","Forereef_Shallow",2010,6,2.15158470064331,9.70771598804518,72.4373947906313,6.30601205048092,11.25803392509,0.818291931439859,1.19316233837371,0,0,2.86676706942318,0.385341187793281,0.148628597387369,1533.3605625,"Niihau","Forereef_Shallow",2010,6,0.88449108769292,6.5751093899194,8.41780713228471,2.35387736077397,1.2115442427273,0.239457132239414,0.813088339932289,0,0,1.0741993967445,0.184564549791131,0.119099845971859
"32","Oahu","Forereef_Shallow",2010,11,6.24792687473977,12.2255061333809,57.0144001201616,2.76809984071204,3.97498303170963,0.724083142581246,2.00648839907892,0,0.128675330079527,18.276269131185,0.125750979664645,0.154170156130201,5200.076793,"Oahu","Forereef_Shallow",2010,11,2.3337645598546,3.34614953617711,3.54214820089447,0.876967763287873,1.45142013513205,0.132211320615965,1.06169328353698,0,0.0794695068714322,4.13441657326569,0.0561335957424924,0.103689865079663
"33","Ofu & Olosega","Forereef_Shallow",2010,10,26.2225981371709,0.226617483381166,14.9983977329734,9.77431437037349,52.465914961492,4.02798576955936,4.47703112120391,0.106903262149844,0.575050946866146,0.927486354762647,0,0.0403225806451613,120.675,"Ofu & Olosega","Forereef_Shallow",2010,10,3.66929046201181,0.150846586111278,4.37672381155647,1.76823509281873,6.19605008964755,0.517799733725354,0.72848450121117,0.0749620147439284,0.37939408827606,0.439995647714984,0,0.039902717261843
"34","Rose","Forereef_Shallow",2010,7,15.6386227556571,1.34750225860646,17.6530715865978,2.32309365913811,55.9281556974498,2.83454268435813,5.71090119097342,0,1.48360010574182,0.14711303240508,2.0910333725685,0,18.4925,"Rose","Forereef_Shallow",2010,7,3.47373714015349,0.530413983557136,4.40568712842065,0.430732610577342,2.06686936730709,0.600993251767487,0.354867960435877,0,0.842972007967294,0.097370122489654,0.479325708060901,0
"35","Swains","Forereef_Shallow",2010,7,29.3623584883974,6.08658177137577,24.2044913112434,3.80607332785309,23.6938250173456,1.95475571686743,16.4446334825342,0,0.0353356890459364,0.172774240057672,0,0,421.55954364,"Swains","Forereef_Shallow",2010,7,3.30098034186571,4.92287450875116,3.10541620683291,1.32239659363493,6.4271601145776,0.445658674791818,2.71432357648876,0,0.0352307565582216,0.133155042757481,0,0
"36","Tau","Forereef_Shallow",2010,6,22.0937123834628,0.342844394576169,26.5742785806749,11.9860788599869,40.3490086926487,3.58790342638404,9.75838799467101,0,0.881767953966392,0,0,0.185185185185185,133.7175,"Tau","Forereef_Shallow",2010,6,6.07705596479908,0.169092728710425,3.97920334134605,4.72739673915273,2.64076461310131,0.801152592009565,3.22334906834066,0,0.355617764513953,0,0,0.184143581866767
"37","Tutuila","Forereef_Shallow",2010,32,29.6630788102311,1.04682083503469,25.8567670196208,4.76693939687186,28.8703459053154,3.26854634497159,10.5970997337138,1.91103032580096,0.955516000851611,0.647057244023499,0.452284125408072,0.0113571896191533,1123.854852,"Tutuila","Forereef_Shallow",2010,32,2.71546392899165,0.341344409280155,3.86990433517006,0.631933067156611,2.90502801579946,0.328359964611588,1.50884777231932,0.549539198227621,0.28539908398427,0.335498523880398,0.193902839528853,0.0113180962563916
"38","Rose","Lagoon_All",2010,4,2.60405182280182,0.436155539961768,85.9145591574225,0.26163073038073,3.09008360478949,2.42815518821142,2.84056575146541,0,0,4.9415737429362,0.173010380622837,0,104.25,"Rose","Lagoon_All",2010,4,1.85691046700717,0.329428389937397,1.07148707018666,0.166473534211643,1.34241370912636,0.933354680459979,1.1412094659049,0,0,3.55552418300363,0.172178595128703,0
"39","Agrihan","Forereef_Deep",2011,8,19.8507621308979,0.994425550069125,62.4752804740079,11.1809816799149,3.43743407139414,0.580813674631952,7.83316318371729,2.24753484420031,0.0440140845070423,3.11738566120631,0,0.154320987654321,455.6356862,"Agrihan","Forereef_Deep",2011,8,5.13645539981432,0.299084534588128,5.23663390713402,3.97171900677215,0.942465992276301,0.249862111445056,1.51123480932961,1.35239993894041,0.0439173789771989,1.19151938487296,0,0.153981921352154
"40","Aguijan","Forereef_Deep",2011,5,7.42484515968304,3.99271446122094,83.6237454480427,3.90276325655184,0.753207810456802,0.476391201460262,0.349257819352486,0.207612456747405,0,0.207612456747405,3.44100438774926,0,119.2887963,"Aguijan","Forereef_Deep",2011,5,0.705311548033198,1.81955320546545,2.91369239950572,1.03578115806864,0.408330962994311,0.0764206210060972,0.157394234775055,0.137681220269131,0,0.206521830403697,0.58944282374423,0
"41","Alamagan","Forereef_Deep",2011,3,35.7170481127225,0.120336943441637,53.7082051393386,2.43360533204312,1.73456468489778,0.347222222222222,1.73253150057274,0.355221424111223,2.43055555555556,1.04829605369261,3.15324058566736,0,112.8532954,"Alamagan","Forereef_Deep",2011,3,14.4142148670942,0.119936409465715,16.953591214724,0.673102596698392,0.703518056050244,0.34606651481253,1.24875476915392,0.207816075947575,2.42246560368771,0.593477862169552,0.391201675109092,0
"42","Asuncion","Forereef_Deep",2011,7,18.1600653756337,11.948589274762,43.1560716735179,9.15813647336883,4.73176975696233,0.49940566709687,5.20798590596764,0.911169716854194,1.57709449156588,13.4700291503978,0.837224654338563,0.0323206205559147,64.03633046,"Asuncion","Forereef_Deep",2011,7,3.32471002145856,4.71173745742997,5.84532470643695,1.49303644036463,1.38609910683414,0.284691643459096,2.88752498055328,0.322481252163481,0.658463052109904,3.13809447838449,0.498776776648752,0.0318759285630539
"43","Farallon de Pajaros","Forereef_Deep",2011,3,17.4909113289179,0,69.9501528788353,2.91980134462779,2.33908125171258,0.304467935720519,1.67020664946568,2.18390804597701,0.210305977151781,5.47551958779169,0.679914280148062,0,36.860822,"Farallon de Pajaros","Forereef_Deep",2011,3,4.72773626969381,0,5.40078126797308,0.910194606696898,0.664245426849163,0.162885202449249,0.455530165953984,2.16157608935818,0.10576959709806,0.84455743928426,0.511882323061765,0
"44","Guam","Forereef_Deep",2011,40,7.75968123930269,7.39524337597105,61.5854456390443,1.79708158484346,2.954385972125,0.291147001998371,6.44936792978147,0.706700201892199,0.239957439162155,6.06293031628793,6.84628788643316,0.0239110038106553,1749,"Guam","Forereef_Deep",2011,40,1.25909763479062,1.2554344386201,2.66465471468749,0.30343480129647,0.457738506333197,0.0662820541066144,1.4846206119251,0.449679423452116,0.155220484316418,1.40627252095667,0.933760387979039,0.0154653649248587
"45","Guguan","Forereef_Deep",2011,3,28.8779371767434,1.00411594881398,34.3518704298199,9.93743869270555,13.8826188246834,0.878840065988942,14.3619164660246,0.498511904761905,0.62958411360799,4.92023084983057,1.47321428571429,0,69.60776909,"Guguan","Forereef_Deep",2011,3,1.88986932461306,0.812215048986669,2.75905471127709,0.683721172001685,1.24978405237839,0.331169929238366,4.07550072496035,0.248653924880372,0.446249338697221,4.35327731180292,0.821531447705274,0
"46","Maug","Forereef_Deep",2011,9,47.7832305445939,2.1492248617783,37.3738171222129,12.5271099086059,3.39208349673605,1.01040467602871,2.66317746973587,0.689316949568155,0,4.91213487229615,1.03701468307861,0,87.73461767,"Maug","Forereef_Deep",2011,9,7.73905786296134,0.468948289158113,6.29944559398911,0.928746088801571,0.957425901702347,0.188169720583232,1.19399836433888,0.599778175089902,0,2.12490614445981,0.654433659606315,0
"47","Pagan","Forereef_Deep",2011,10,14.8359719820878,5.10324251613893,68.6677635938288,12.8086761434151,2.74830915758804,0.613745131670242,1.87095687194138,1.00780394474883,0.89192142797097,4.45846736507249,0.415563140622787,0.154589805752596,571.3645349,"Pagan","Forereef_Deep",2011,10,6.82686664822023,1.04676525674695,6.52566832486942,1.0371442672861,0.581700577329586,0.169552531571106,0.388752215530458,0.450842398359416,0.550628364624682,1.35194539456159,0.221275661031821,0.117729951873038
"48","Rota","Forereef_Deep",2011,8,3.954973836871,3.19532256261939,83.5301967836196,5.12195913876878,1.78454369451009,0.650461027592113,0.748910315999358,0.294536534804701,0.523280677701645,3.39223401843215,2.57600157544204,0.0853336589677389,187.5332091,"Rota","Forereef_Deep",2011,8,1.57855744355184,1.00880405425009,2.46127549266841,0.594659034079918,0.90381750791724,0.154032278935102,0.307970037457003,0.160540598204377,0.321243923016352,0.726727441368252,1.35615171421466,0.0556324572721551
"49","Saipan","Forereef_Deep",2011,13,5.2460314955053,2.05356497008129,87.2925344560289,5.47564777791529,0.802284179116251,0.772655066930968,0.872852336059727,0.0870998541888117,0,1.69320804648269,1.95242466253704,0.0780839317602239,1985.586578,"Saipan","Forereef_Deep",2011,13,1.1470572435888,0.535409052774928,1.43142622477335,0.875970401513613,0.204020601186318,0.154824569616181,0.320076552506144,0.0389659969123623,0,0.376937568371326,0.550965574238755,0.0412235550118278
"50","Sarigan","Forereef_Deep",2011,3,16.7242422057162,1.40694053828834,56.2711761736497,6.84952124548288,0.893424036281179,0.966893424036281,0.995661963254089,0.226757369614512,0,9.01943062266131,14.4623670905347,0,88.30851333,"Sarigan","Forereef_Deep",2011,3,4.45468656202254,0.515623187651393,2.47324025901984,2.07184366542296,0.58460612260464,0.502442421902825,0.300979111971644,0.225792396605297,0,3.81590612029194,1.93678520207767,0
"51","Tinian","Forereef_Deep",2011,7,16.7865386958958,2.92031035509237,73.3486994876724,4.49320598055637,1.46538744764651,0.742121477887336,0.907415363560787,0.352537758283943,0.0481000481000481,3.45103273769477,0.71997810605338,0.0983508489097758,557.103082,"Tinian","Forereef_Deep",2011,7,6.54329429635555,0.816855330595742,6.56014786824371,1.25987116359684,0.717784712772287,0.379962647888208,0.246128104814866,0.206382441599106,0.0480244415429592,1.01966112942492,0.317244342205236,0.0634608160672744
"52","Agrihan","Forereef_Mid",2011,4,19.3108521976146,3.54152253330589,68.0799744451932,4.79978252999091,1.0010920439182,0.763898145520628,2.87753179104947,3.65865026099925,0.0419463087248322,1.48843041919462,0,0,51.8014133,"Agrihan","Forereef_Mid",2011,4,6.85334013250868,2.27700632404897,4.36172595103159,1.02129299683732,0.486347628786583,0.251709377509693,1.78698853877742,2.59389615506765,0.0415394595486045,0.643333390016479,0,0
"53","Aguijan","Forereef_Mid",2011,4,15.9320671177589,3.17793445772453,74.7223867205238,6.69898646057414,1.75267705682782,0.904517454351317,1.01852303489989,0.355836513994911,0.0954198473282443,0.237062887760857,2.70809236318105,0.222323400627737,129.0007981,"Aguijan","Forereef_Mid",2011,4,5.80602305962076,1.39833864927653,4.60751750575984,2.39043856379717,1.09866320646285,0.394516789047791,0.816306563095096,0.244720187105647,0.0950492857115242,0.163141231330647,1.52514525736692,0.130398895935364
"54","Alamagan","Forereef_Mid",2011,2,17.0265375774883,0.510784518585591,78.2057532910775,1.53293399270971,1.02098860021824,0.511945392491468,1.19105662742913,0.681432982749414,0.170068027210884,0.340136054421769,0.853242320819113,0.170068027210884,162.4144779,"Alamagan","Forereef_Mid",2011,2,5.41408896936996,0.169226501718693,6.76674189749129,0.167487873276377,0.678644635317086,0.511156762040709,0.848450679849884,0.00115908562821026,0.169806044532798,0.339612089065596,0.851927936734515,0.169806044532798
"55","Asuncion","Forereef_Mid",2011,8,9.1599084105623,3.52111281904512,68.0666396124514,5.95022847541536,1.84261942029841,0.890449196355911,9.55061208180539,1.21173812060374,0.350945052161089,5.85699469841517,0.439429784657364,0.0857038446367665,130.7967187,"Asuncion","Forereef_Mid",2011,8,3.09597790386853,0.833229626049233,3.198855169887,1.01160349974658,0.400237151398341,0.175882670715351,2.27737317640879,0.833025106932066,0.240082471091706,2.47011644583055,0.174233053474662,0.0561507333738396
"56","Farallon de Pajaros","Forereef_Mid",2011,4,10.9032568503405,0.267043650364084,74.0223952608036,4.92371380761109,1.47465636642502,1.13277752802915,1.94246872400532,0,0.0874125874125874,11.1189430312371,0.183823529411765,0,68.68271,"Farallon de Pajaros","Forereef_Mid",2011,4,3.90657109112243,0.0884580696144275,6.58519034104049,1.24569258244597,0.26990393205896,0.315946740365422,0.457330475712836,0,0.0867739033802457,5.46819850127214,0.182480414461399,0
"57","Guam","Forereef_Mid",2011,41,12.0418742699527,10.8091988760213,62.5617272034024,1.56203156390795,4.87064590236523,0.352968155225881,2.70611430472549,0.198555836373415,0.220687297802224,3.04079850688087,3.55039780247631,0.0776652271173137,3393.41,"Guam","Forereef_Mid",2011,41,1.37687976745151,3.00382062142926,3.40430301573331,0.189128926970513,0.890484931782776,0.077748198516345,0.447891638501561,0.0759946735520215,0.077932192490434,0.735349141162603,0.488392391360706,0.0276747834128916
"58","Guguan","Forereef_Mid",2011,4,17.5421099962457,0.980900448746488,63.8360412974339,6.80789741873385,4.19563090091718,0.641548833785569,6.02075994370112,2.065930094909,0.359879867439934,1.7378400288941,3.26090742171261,0.18484856767986,73.0388079,"Guguan","Forereef_Mid",2011,4,2.38928296573116,0.541661911030123,4.00583542206989,1.26319003018574,1.88156582347807,0.31314571413469,3.42873674805172,1.22205695485617,0.206445562160911,0.533633008461414,1.68103250249233,0.105992524755605
"59","Maug","Forereef_Mid",2011,15,26.2688946741164,2.50691171935759,60.7578650071209,7.40432362747082,2.83296185523983,0.827313537976034,3.36052358919402,0.38039214600366,0.0643333710621884,3.45376197040012,0.374355667505224,0.0246913580246914,190.6950207,"Maug","Forereef_Mid",2011,15,3.84027269156846,0.566189129405809,4.40952460831244,0.761192982011353,0.379152869041729,0.117914978851773,0.611503895588562,0.180885443671162,0.0341514313606498,1.26341605100351,0.159386809156986,0.0244473759583986
