"","Mean.SEC_NAME","Mean.OBS_YEAR","Mean.N","Mean.CORAL","Mean.MA","Mean.TURF","Mean.UC","Mean.CCA","Mean.TW","Mean.EMA","Mean.SC","Mean.I","Mean.SED","Mean.HAL","Mean.MF","Mean.TOT_AREA_WT","PooledSE.SEC_NAME","PooledSE.OBS_YEAR","PooledSE.N","PooledSE.CORAL","PooledSE.MA","PooledSE.TURF","PooledSE.UC","PooledSE.CCA","PooledSE.TW","PooledSE.EMA","PooledSE.SC","PooledSE.I","PooledSE.SED","PooledSE.HAL","PooledSE.MF"
"31","TUT_SE_OPEN",2010,37,21.1244437240276,2.40255090410055,21.9709127488387,5.60850826250545,33.2879872868537,3.38011215675496,14.7173641803714,2.12540293644527,0.34039115246726,1.44530838526801,2.5856386816275,0.0401568285049151,1424.2,"TUT_SE_OPEN",2010,37,2.17504298960824,0.550364954280701,2.66528839947592,1.56459106987443,2.50111564932601,0.2647143490814,1.28085821159329,0.468780077454,0.103674175678537,0.571986539799522,0.76664457317257,0.0242692646474921
"32","TUT_SW_OPEN",2010,26,41.4757137091843,0.716542037257834,14.3762882980928,3.27272765369167,29.3715447185531,3.18181516759778,8.69281150773762,0.950838727142774,1.4073443402685,2.14245831090568,0.866458350857306,0,778.674969,"TUT_SW_OPEN",2010,26,2.47849499950289,0.253914780497167,1.47415050159859,0.504398520853458,1.61781814563554,0.289471723071232,1.05800033591025,0.299077732582343,0.448109323884377,0.77956927902712,0.410733428062542,0
"33","TUT_FA_FE",2010,2,27.8100453589999,1.6304347826087,14.9504923110964,5.07522956079212,43.0647748644762,6.52450492311096,10.1601393959509,0.36231884057971,1.27779621639562,0.36231884057971,0.381679389312977,0,275.417142,"TUT_FA_FE",2010,2,9.86214984238268,1.62895414180011,10.2310478541389,2.17470213672042,2.22305955399183,0.726742899564765,4.72106556618403,0.361989809288913,0.895303039767999,0.361989809288913,0.381332776197481,0
"34","Agrihan",2011,20,13.3447230265809,3.24934773830406,70.5121516940933,10.044562865157,2.71230738962535,0.565973546227401,5.56090577033328,1.42668871678076,0.246208718489643,2.91980400315792,0.0278629426347453,0.137438112898682,850.6272749,"Agrihan",2011,20,2.84222612610336,0.797609368238314,3.13797146711847,2.26362665700041,0.595234437154011,0.157655513842498,0.940538891989308,0.741431053411395,0.169160792727294,0.871244758551119,0.0277816359500584,0.0866897840795998
"35","Aguijan",2011,13,19.3834972984026,2.34612699253295,72.0634658756962,5.86647750561437,2.95301576556961,0.561855849457749,0.837462864582012,0.208257788711182,0.0643692527272636,0.169779568471605,1.9740245933066,0.0707114899797915,405.5903238,"Aguijan",2011,13,2.72220158492429,0.714119178259883,2.20399159961565,1.15899932681911,0.800737694615308,0.127491334992021,0.38591530141908,0.0940640033318874,0.0454306298696145,0.0865151808865768,0.519057292044868,0.0414742676536724
"36","Alamagan",2011,5,24.6892061177347,0.350710220720319,68.1623362757087,1.90218800126134,1.31353796663808,0.444412777355442,1.4130485557903,0.54769393677047,1.09681460464722,0.630464953551843,1.79618736843834,0.100344146776802,275.2677733,"Alamagan",2011,5,6.71762594833324,0.11129845287949,8.01566050245622,0.293116984238142,0.493480185796961,0.333300091364268,0.716037237120139,0.0852024349014261,0.998194549057786,0.315202307183238,0.527624384398987,0.100189570818381
"37","Asuncion",2011,20,12.0628492263558,5.46945189345041,61.2075841628047,6.52360122296657,3.2853604047014,0.686411369284647,7.62478377741939,0.96353937318237,1.4265450255277,7.51303826190255,0.446847874655761,0.0690329156862294,248.6053417,"Asuncion",2011,20,2.1557173927727,1.30000752314194,2.96779001154161,0.781802287748562,0.844524886532426,0.129655114235758,1.6174950616314,0.450050256227142,0.607787816984403,1.62353848865097,0.157826133316754,0.0343274620121794
"38","Farallon de Pajaros",2011,12,11.0257846985434,0.132466207789017,75.1710736671808,4.15647506829658,1.5767884160617,0.744512770195848,1.80020408462997,0.581399680893772,0.0993483802716613,9.34074306978341,0.272191794846228,0,138.460079,"Farallon de Pajaros",2011,12,2.35391953283986,0.0438793620974861,3.84158232015227,0.772469852756191,0.23643735801521,0.175481239892213,0.285464592415748,0.575454470665788,0.0514358975131942,3.05405890473666,0.163597250459225,0
"39","GUA_ACHANG",2011,5,15.3433108289398,22.9984444131989,43.4348542123731,2.74742533832825,9.65174851310507,0.89997344914615,1.12275093714016,0.31113525560754,0.163458739359034,5.0592388670252,1.91505823325114,0.204676244985482,618.61,"GUA_ACHANG",2011,5,2.08457701140376,13.6980012618305,15.1192328634758,0.602637812703397,3.843066172573,0.341031080870953,0.291426461252293,0.310726773480462,0.0966044191569912,2.84270801644306,0.856898024970921,0.14516251402609
"40","GUA_EAST_OPEN",2011,32,11.6223707781505,6.69504108978644,59.0373041621477,1.89518772239774,7.42878367469095,0.331888734337611,5.71908891555001,0.380093667993894,0.496350684685549,3.13239976237818,5.48856726461683,0.0151858672166841,2113.25,"GUA_EAST_OPEN",2011,32,1.23495852696303,1.4343093514852,2.67656503893889,0.351363545228184,1.33881997829303,0.0717223670590203,1.22576697207677,0.156078006823928,0.176105746240373,0.702667363173335,0.8284959249835,0.0151655269287869
"41","GUA_PATI_POINT",2011,20,17.1489211361943,5.2470910025902,58.3777244938256,1.65029467575483,6.41934115669122,0.187148648473162,2.93359397478712,1.27309637970347,0.122342148496066,1.7614659450343,6.71642376267776,0.0195923304601094,833.86,"GUA_PATI_POINT",2011,20,2.62526269588198,1.31276802034049,3.80656000121286,0.240388491849417,1.82764974968143,0.0704447777915267,0.707820593881237,0.914887200249071,0.053459260627815,0.707968662786351,1.23427659897001,0.0195407487241562
"42","GUA_PITI_BOMB",2011,9,9.3291780173483,3.64050335553888,63.8843231352522,1.41406428895501,5.38201198892912,0.168152086953272,3.02546787857945,2.06360092480984,0.655766703180797,5.80123804848853,6.2179099478729,0.0291680064978595,833.86,"GUA_PITI_BOMB",2011,9,1.01188154668261,0.72355564084111,3.53562989122698,0.408866172217778,0.960708939093145,0.0979244904572446,1.60050460315296,1.67461173449391,0.424866378099318,2.65482877642639,1.31195010707019,0.0291171468140095
"43","GUA_TUMON",2011,13,18.6273676662146,5.48765009312112,62.2259782578294,2.36779431642062,8.40211185772442,0.428704689644806,2.92127842265371,0.0547924702176241,0.195902046836206,0.735837752626558,1.34908143277639,0.100464466747371,833.86,"GUA_TUMON",2011,13,3.98732651395091,1.4749167791312,3.48807550110085,0.425438701541981,1.57446042290903,0.169486312920455,1.13543789696136,0.0402336452579854,0.137867034570342,0.320043887169878,0.4487242988792,0.036045797581936
"44","GUA_WEST_OPEN",2011,54,16.4795686333973,10.8700346742694,58.53647620135,1.78030086949365,5.87358934797909,0.307957759399538,2.74581547231832,0.16651216302566,0.29618125542054,2.99464020908642,2.03718204315324,0.0955249616475391,2230.25,"GUA_WEST_OPEN",2011,54,1.83315426405916,2.50187979478576,2.68140852785544,0.221580330426014,0.811398605279635,0.0485373041228505,0.468758609061535,0.0888700338886578,0.127021396632504,0.667143678206488,0.423687524879125,0.0310311715674385
"45","Guguan",2011,10,18.1979790226134,0.707813320873352,53.5356558265916,8.37263499997194,7.61726708380075,0.643597028943497,13.1751889035542,0.928128107785763,0.417426481894957,3.68058973648725,1.73995151639871,0.0675173248846425,199.96525408,"Guguan",2011,10,1.28416350730239,0.345079952365027,3.17877550932974,0.839760906833851,0.913912877831633,0.172420934587728,2.82654579740343,0.454680231448473,0.175835280771523,1.54044799430246,0.678286356746387,0.0387145641380452
"46","Maug",2011,30,30.4984860692783,2.34118034320367,56.4048615129365,8.91203781117575,2.96627222982655,0.920073564268574,3.11964634659553,0.430489134862093,0.0523638018704804,3.66938611445342,0.517314446973469,0.0150014608028945,313.87070176,"Maug",2011,30,3.23357690352034,0.382151671520677,3.27126380627715,0.554976193206061,0.392188333056652,0.0940801920578948,0.51071575617686,0.200569509324912,0.0223172912829212,0.9867201058541,0.20698046401456,0.0148532272630284
"47","Pagan",2011,28,12.5762338886679,3.73537293696265,71.5479528100153,12.241989572425,4.02889440877844,0.758386798780366,1.94289285624425,0.882334421410398,0.368077449667078,4.42789094916086,0.490350279093067,0.161675246312038,1512.9239538,"Pagan",2011,28,2.75467688210966,0.578261670618086,2.81359740604145,0.661302507579666,0.56909710784462,0.112050109539599,0.249136791012618,0.247215042880192,0.208919670746536,1.0950936289481,0.142896825741379,0.0551289560200369
"48","Rota",2011,24,14.853539220673,4.44997628771516,74.4253836747699,6.23212526134345,1.73185249531375,0.475081523765732,0.288453722333099,0.698007056139985,0.890639085042984,1.341923132749,1.32022532526308,0.14017573345356,1331.3721518,"Rota",2011,24,4.70083525068424,1.0822381472132,4.81590840945024,0.950486840543578,0.36376048738468,0.112496397839603,0.085806557395964,0.622047398259429,0.254508745139294,0.285657887986032,0.404656874047306,0.079123444767014
"49","Saipan",2011,29,10.4850648278156,1.95178893193923,79.7282472559945,5.55920497919254,1.52121997921606,0.706249589556887,1.05039574181983,0.109946321300361,0,3.81488794365162,1.33844899826279,0.0771068367012117,3539.0108798,"Saipan",2011,29,1.63175388117864,0.394545058149582,2.25126052168961,0.566807549538695,0.25857094750707,0.0975827138748961,0.283748285544663,0.0484099703483387,0,1.55109514613609,0.325890610137557,0.0367877099003178
"50","Sarigan",2011,9,10.4908524022776,1.14284520306796,69.1634869217761,6.27616307499261,1.71374227515893,0.735445410125402,3.57747508550802,0.171232395030502,0.18823497895104,5.82246956102538,7.72966117720451,0.017468121306652,197.55943189,"Sarigan",2011,9,2.02648460430178,0.261642902097342,2.36996009362022,1.11734359819578,0.589075717536848,0.237636177184778,1.35680445031872,0.122253570007161,0.139558704751848,2.019633403169,1.26411301518284,0.0172470273241938
"51","Tinian",2011,19,13.802553104488,3.00611579808043,75.705879630237,5.42881839530648,1.46294888429211,0.573470028180463,1.62138224632279,0.486660990278114,0.0919368205928027,2.37456202991399,1.44796049579473,0.0556628520387779,1414.2063031,"Tinian",2011,19,3.09091153844654,0.792622972025171,3.36380217777027,1.20743493369914,0.431504522685046,0.159275026051788,0.72926505250822,0.241510102065637,0.0368052951007246,0.647168571460597,0.29441193873233,0.0301687416543872
"52","LAN_NORTH",2012,2,59.2174041080763,21.2992956882377,14.2242754423421,4.22096247760681,3.84917421286412,0.873641070946526,0.523325725784682,0,0,0.886524822695036,0,0,291.3020737,"LAN_NORTH",2012,2,12.398239389428,8.83495621080912,3.14890515887924,1.45154903956123,0.30281470673279,0.16428004332872,0.168570939982829,0,0,0.885763666455226,0,0
"53","LAN_SOUTH",2012,26,18.9133082297675,1.411605721655,70.9304622821381,0.505580031136768,2.6238299469216,0.625935699206467,0.267858368283065,0,0,5.34358379838186,0.509351652852796,0.0771526845997441,1480.6639285,"LAN_SOUTH",2012,26,2.95142392454251,0.403104580392786,3.19843130785016,0.117219186476744,0.640652053177815,0.0876868788873008,0.0871444989913716,0,0,0.937255068058446,0.2097253882945,0.0345601527141696
"54","MAI_KIHEI",2012,18,37.1794965457429,0.668372683619727,47.3337526517872,0.876027681094392,5.99726725305117,0.579309534645762,0.0985349936637749,0,0.0136047551404087,8.6687481642133,0.0402229527814455,0.246581452404678,1870.5576913,"MAI_KIHEI",2012,18,5.25434033666425,0.231870649795503,4.38530426711185,0.351206887592001,2.00746195276546,0.128903433516889,0.0693973835572365,0,0.0135823121354574,2.91856306144401,0.0401765197370631,0.140331638435561
"55","MAI_LAHAINA",2012,13,8.18896823753903,4.13533489260935,64.7629997694343,0.183196052620671,0.73804238528793,0.387360498405512,0.0751280908245374,0,0.0777543060480627,20.299030289928,1.72274202832869,0.590835619725504,923.2765979,"MAI_LAHAINA",2012,13,1.99824467434533,2.89642367882038,3.45562219005464,0.0715299981842528,0.292429225455469,0.119671483330263,0.0749921276136614,0,0.0776214598357301,3.54948181015427,0.52122894455026,0.192531638162174
"56","MAI_NE",2012,11,3.68657229424701,2.47078649683684,81.2592036536106,2.29757756553908,5.27027931698314,0.521881753131078,5.1291549848762,0,0.13294510622875,1.94340647481498,0.107651672402451,0.070707370165986,2291.3105766,"MAI_NE",2012,11,0.941644404105113,0.863523578122019,1.94561957015229,1.38548355208672,1.00638323972419,0.100163529805663,1.17290709018615,0,0.110158312062705,0.308775993107754,0.0518861510101134,0.0706692102663974
"57","MAI_NW",2012,5,4.82516204508193,2.69236441664764,80.2208361336235,0.103882971062915,2.67632210594446,0.583609173999561,3.79435834050891,0,0.0519414855314576,5.10141786200845,0.637597610653675,0.177348190786854,603.4619728,"MAI_NW",2012,5,1.27231658954231,0.887365301528341,2.68037692393846,0.103747498313179,0.180128581753561,0.281587130714248,1.73531166608696,0,0.0518737491565897,1.59496267603363,0.371597868136061,0.177207702494351
"58","MOL_PALI",2012,15,3.5673658253259,1.31384704763049,80.2696065119369,1.35534120721922,5.57684546278084,1.1089911187997,2.14265577107165,0,0.457433325399847,6.63415669203682,0.0380893638175826,0.0163371879365433,1618.3052796,"MOL_PALI",2012,15,1.00918996038673,0.535685435868488,3.53863863807935,0.682755423746704,1.17541185474013,0.401902467492225,0.276342964667289,0,0.270910940665516,3.29625311670214,0.0272847991370554,0.0163109834300313
"59","MOL_SOUTH",2012,17,35.4027142591368,1.64100070519921,52.9800522663051,1.80677889371256,2.04037278564066,0.331076112628144,0.0720194359820573,0,0,7.65747744986849,0.206363097867682,0.137497289079826,6129.3253145,"MOL_SOUTH",2012,17,6.57677409244467,0.697612165237115,3.74589278054815,0.397700902550229,0.80668392654773,0.119546386759063,0.0401610382777502,0,0,4.15868755258814,0.0937123327641433,0.0877564012217752
"60","MOL_WEST",2012,18,1.99559138619983,4.7409826302392,86.4840479850147,0.36333262802589,1.41423752503078,0.834654141864638,0,0,0.00979302661645493,4.13801260668704,1.21733484021198,0,3147.2014287,"MOL_WEST",2012,18,0.569870026809731,0.895415362566495,1.29385773098733,0.145648218883621,0.527509130252898,0.144097039643216,0,0,0.00977867753858646,1.08880675695919,0.230638073532296,0
"61","OAH_KAENA",2012,5,24.0457029419083,2.64397083549245,68.6261741759158,0.404844997675888,0.744199990775333,1.43075983377577,0.135593220338983,0,0.134680134680135,2.88791974323427,0.781758957654723,0.0673400673400673,673.0399306,"OAH_KAENA",2012,5,6.04888727331968,1.53308813893683,3.46879627556599,0.0671519772200287,0.525907779724472,0.515864349620823,0.135467246910292,0,0.134555009557361,0.934906062148185,0.781032661339468,0.0672775047786803
"62","OAH_NORTH",2012,9,7.25405790847817,0.305354420432823,83.2485746136207,0.517477189408763,1.58443787853773,0.999837416193693,1.78923880854747,0,0,5.64155300465326,0.176783365729839,0,2003.5085485,"OAH_NORTH",2012,9,1.672891624879,0.121214634828471,3.18622758056435,0.370831490324297,0.708634677665669,0.180933513115985,1.55031639373869,0,0,1.0391661951055,0.098747418360002,0
