"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng"
10,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","POCS","0","0","0","0",3,"BR","TLS",5,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.196401248
11,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","PLOB","0","0","0","0",55,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.074389784
12,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","PLOB","0","0","0","0",10,"MD","TLS",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.374663075
13,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","PLOB","0","0","0","0",2,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.1286014
14,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","POCS","0","0","0","0",60,"BR","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.318173616
15,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","PLOB","0","0","0","0",45,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.406231878
16,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","PLOB","0","0","0","0",45,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.572264589
17,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","PMON","0","0","0","0",20,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.176872072
18,"MA",2019,"SE1902","HAW-4221","B","0",1,1,"0","MPAT","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.039998126
19,"MA",2019,"SE1902","HAW-4221","B","0",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.018677527
20,"MA",2019,"SE1902","HAW-4221","B","0",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.014741099
21,"MA",2019,"SE1902","HAW-4221","B","0",2.5,1,"0","PLOB","0","0","0","0",60,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053886176
22,"MA",2019,"SE1902","HAW-4221","B","0",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.017202907
23,"MA",2019,"SE1902","HAW-4221","B","0",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.02080625
24,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","PLOB","0","0","0","0",15,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.121273658
25,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","PMEA","0","0","0","0",0,"BR","NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.090802918
26,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","PMEA","0","0","0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.256507797
27,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","POSP","0","0","0","0",70,"KN","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.09293078
28,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","PMEA","0","0","0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.132274903
29,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","PLOB","0","0","0","0",5,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.058495811
30,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","PLOB","0","0","0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.146924334
31,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","PMEA","0","0","0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.167692487
32,"MA",2019,"SE1902","HAW-4231","B","0",2.5,1,"0","PLOB","0","0","0","0",85,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.34067229
33,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","PMEA","0","-1","0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.037566209
34,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","PMEA","0","-1","0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.02616639
35,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","PMEA","0","-1","0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.026867267
36,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","POSP","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01510033
37,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","PMEA","0","-1","0","0",0,"KN","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.020658412
38,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","MCAP","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.045304526
39,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.021542516
40,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","MCAP","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.015035957
41,"MA",2019,"SE1902","HAW-4231","B","0",1,1,"0","MCAP","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.038916578
42,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",70,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.218500572
43,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",60,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.142456239
44,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",65,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.094299204
45,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",15,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.083715291
46,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.049222963
47,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064510852
48,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054645403
49,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",30,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.120758644
50,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",70,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123146254
51,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.117461696
52,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065068042
53,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070818995
54,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123628031
55,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.087153256
56,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055167835
57,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",15,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.08863611
58,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061745446
59,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",3,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.056339773
60,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",35,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.249381414
61,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",75,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061303916
62,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",30,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071225347
63,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",55,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.17209172
64,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",25,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.200987885
65,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.183697169
66,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.058414381
67,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",30,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.407339231
68,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",15,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.069327123
69,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.196462567
70,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",20,"EM","NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.099236737
71,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07216204
72,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.024351591
73,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.013464769
74,"MA",2019,"SE1902","HAW-4240","B","5",2.5,1,"0","PLOB","0","0","0","0",55,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054540444
75,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.022144976
76,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.013366002
77,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.020778114
78,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.013508515
79,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.00852115
80,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.004308132
81,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.008628441
82,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.03887853
83,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.009433981
84,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.015990621
85,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.013563556
86,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.007494665
87,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.026518861
88,"MA",2019,"SE1902","HAW-4240","B","5",1,1,"0","PLOB","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.007244309
89,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",45,"MD","NA",0,"NA",0,"NA",0,"PTR",3,0,"NA",0,0,"NA",0,0,0.95481027
90,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",25,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.364248953
91,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",5,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.197355821
92,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.144391724
93,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",3,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.105512701
94,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",7,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.378686414
95,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",3,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.068282501
96,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,1.171796061
97,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053224056
98,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",7,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072685763
99,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",30,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.334140823
100,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",15,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.077530188
101,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",2,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.057032009
102,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",25,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.204208177
103,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.136460435
104,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",10,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.28177058
105,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.1480379
106,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","MPAT","0","0","0","0",7,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071879136
107,"MA",2019,"SE1902","HAW-4241","B","5",1,1,"0","PLOB","0","-1","0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.047666865
108,"MA",2019,"SE1902","HAW-4241","B","5",2.5,1,"0","PLOB","0","0","0","0",25,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.354971224
109,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",45,"MD","NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,1.248458385
110,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","MCAP","0","0","0","0",2,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.056642387
111,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",10,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.14069236
112,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",70,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.251681485
113,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","MCAP","0","0","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072630916
114,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.441242178
115,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",25,"MD","NA",0,"NA",0,"NA",0,"PRS",7,0,"SGA",2,0,"NA",0,0,0.244019426
116,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",40,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.525106997
117,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.187177054
118,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",45,"MD","NA",0,"NA",0,"NA",0,"PRS",5,0,"NA",0,0,"NA",0,0,0.895933619
119,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",15,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123534004
120,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",35,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.216925725
121,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",25,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.417995371
122,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",55,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.478374079
123,"MA",2019,"SE1902","HAW-4241","B","5",1,1,"0","MCAP","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.047793827
124,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","LPUR","0","0","0","0",92,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.229697583
125,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","MPAT","0","0","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062186815
126,"MA",2019,"SE1902","HAW-4241","B","10",2.5,1,"0","PLOB","0","0","0","0",30,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.256734454
127,"MA",2019,"SE1902","HAW-4241","B","10",1,1,"-1","NA","0","-1","0","0",0,"NA","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.005903389
128,"MA",2019,"SE1902","HAW-4241","B","5",1,1,"0","MOSP","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.02593569
129,"MA",2019,"SE1902","HAW-4241","B","5",1,1,"0","MPAT","0","-1","0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.04129891
130,"MA",2019,"SE1902","HAW-4259","B","5",2.5,1,"0","POSP","0","0","0","0",3,"KN","DZGN",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0786
131,"MA",2019,"SE1902","HAW-4259","B","5",2.5,1,"0","PCOM","0","0","0","0",55,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.290170226
132,"MA",2019,"SE1902","HAW-4259","B","5",2.5,1,"0","PCOM","0","0","0","0",10,"KN","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.153454684
133,"MA",2019,"SE1902","HAW-4259","B","5",2.5,1,"0","PCOM","0","0","0","0",40,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.26662708
