FRAGMENT_YN,NO_SURVEY,HABITAT_CODE,REEF_ZONE,DEPTH_BIN,MAX_DEPTH,MIN_DEPTH,MISSIONID,SITE,DATE_,TRANSECTNUM,SITEVISITID,SEGMENT,SEGMENTID,SEGLENGTH,SEGWIDTH,TRANSECTID,COLONYID,OLDDEAD,RECENTDEAD_1,DIVER,TAXONCODE,COLONYLENGTH,MORPH_CODE,RECENT_GENERAL_CAUSE_CODE_1,RECENT_GENERAL_CAUSE_CODE_2,RECENT_GENERAL_CAUSE_CODE_3,CONDITION_1,CONDITION_2,CONDITION_3,EXTENT_1,EXTENT_2,EXTENT_3,NOTES,REGION,ISLANDCODE,YEAR,GENUS,S_ORDER,ISLAND,LATITUDE,LONGITUDE,TRANSECT_RANGE_LENGTH,TRANSECT_RANGE_WIDTH,RECENTDEAD_2,GENCODE,TAXONNAME,RECENT_SPECIFIC_CAUSE_CODE_1,RECENT_SPECIFIC_CAUSE_CODE_2,RECENT_SPECIFIC_CAUSE_CODE_3,SEVERITY_1,SEVERITY_2,SEVERITY_3,REGION_NAME,NO_COLONY_OBSERVED
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,5,0,BH,PLOB,22,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,10,0,BH,MPAT,80,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,15,0,BH,MPAT,75,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,0,0,BH,PMEA,6,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,5,0,BH,PLOB,30,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,10,0,BH,MPAT,52,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,5,0,BH,MPAT,24,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,15,0,BH,MPAT,57,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,0,0,BH,MCAP,28,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,1,0,BH,MCAP,25,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,2,0,BH,MCAP,39,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,0,0,BH,PLOB,12,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,1,0,BH,PLOB,8,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,10,0,BH,PLOB,25,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,5,0,BH,PLOB,26,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,10,0,BH,PLOB,30,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,40,0,BH,MCAP,23,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,0,0,BH,MCAP,40,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,2,0,BH,MCAP,36,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,5,0,BH,MCAP,22,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,0,0,BH,PMEA,7,KN,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,2,0,BH,MCAP,33,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,5,0,BH,MPAT,6,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,5,0,BH,PLOB,37,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,0,1,BH,PMEA,13,BR,PRED,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POCS,Pocillopora meandrina,FISH,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,5,4496,2.5,1,1591,,0,0,BH,PMEA,18,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,15,0,BH,PMEA,15,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,10,0,BH,MPAT,46,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,5,0,BH,MPAT,27,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,5,0,BH,PLOB,16,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,0,0,BH,MPAT,8,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,0,0,BH,MCAP,15,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,0,0,BH,MCAP,7,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,0,0,BH,MCAP,8,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,5,0,BH,MCAP,39,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,10,5,BH,PMEA,26,BR,DAMG,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,POCS,Pocillopora meandrina,UNKN,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,5,0,BH,MCAP,26,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
-1,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,0,0,BH,MCAP,8,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
-1,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,0,0,BH,MCAP,5,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,1,0,BH,MCAP,18,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-825,22-FEB-19 12.00.00,1,12567,1,4486,2.5,1,1591,,2,0,BH,MCAP,17,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29553,157.92291,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,30,0,BH,PLOB,12,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,0,0,BH,MCAP,7,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,10,0,BH,MPAT,8,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,20,0,BH,PLOB,22,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,65,0,BH,PLOB,26,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,45,0,BH,PLOB,43,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,0,0,BH,PLOB,7,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,0,0,BH,PLOB,7,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,0,0,BH,PMEA,12,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,25,0,BH,MCAP,13,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,0,0,BH,PLOB,6,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,0,0,BH,PLOB,35,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,3,4482,2.5,1,1573,,0,0,BH,PMEA,5,BR,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,0,0,BH,PMEA,7,KN,,,,,,,,,,,MHI,OAH,2019,Pocillopora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POCS,Pocillopora meandrina,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,25,0,BH,MPAT,7,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,40,0,BH,MCAP,7,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,0,0,BH,PLOB,12,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,5,0,BH,MCAP,5,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora capitata,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,50,0,BH,MPAT,11,EM,,,,,,,,,,,MHI,OAH,2019,Montipora,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,MOSP,Montipora patula,,,,,,,Main Hawaiian Islands,0
0,0,,,,,,SB1901,OAH-816,12-FEB-19 12.00.00,1,12558,1,4478,2.5,1,1573,,40,0,BH,PLOB,9,MD,,,,,,,,,,,MHI,OAH,2019,Porites,Scleractinia,Oahu,21.29932,157.96809,17.5,1,0,POSP,Porites lobata,,,,,,,Main Hawaiian Islands,0
