FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,JUVENILE,FRAGMENT,REMNANT,OLDDEAD,MORPH_CODE,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Shape_Leng
31,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,30,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.241298156
32,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.082235272
33,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019912308
34,MA,2019,SE1902,HAW-4240,A,0,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02394264
35,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034691353
36,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012073938
37,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,2,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084375647
38,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.048787806
39,MA,2019,SE1902,HAW-4240,A,0,1,1,0,POSP,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016728719
40,MA,2019,SE1902,HAW-4240,A,0,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021158922
41,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,10,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.071162069
42,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.099498041
43,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.088722545
44,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,3,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.062639046
45,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,25,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.193871735
46,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,85,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.114832139
47,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,40,MD, ,0, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.123134601
48,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,35,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.154743173
49,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,55,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.234031901
50,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060701317
51,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,15,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.087354736
52,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,10,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.057902763
53,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058464434
54,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.05751252
55,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,-1,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.158646904
56,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,20,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061890953
57,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,10,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.048921672
58,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.074556959
59,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.057192482
60,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054406341
61,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.068069669
62,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051397472
63,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.057380222
64,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,25,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.122732963
65,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017109354
66,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008060397
67,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.025433246
68,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012816005
69,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061159463
70,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036388185
71,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013594484
72,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.047161106
73,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016618363
74,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017128337
75,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019642047
76,MA,2019,SE1902,HAW-4240,A,0,2.5,1,0,PLOB,0,0,0,0,15,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.096493005
77,MA,2019,SE1902,HAW-4240,A,0,1,1,0,POSP,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.03331201
78,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.048148625
79,MA,2019,SE1902,HAW-4240,A,0,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.043930057
80,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,10,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.176076034
81,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022896507
82,MA,2019,SE1902,HAW-4240,A,10,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014150972
83,MA,2019,SE1902,HAW-4240,A,10,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.010294174
84,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.067191444
85,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.042185542
86,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.032106853
87,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,35,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.15100788
88,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008504118
89,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.032039507
90,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.035359864
91,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.031749803
92,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.033595387
93,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020241048
94,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,75,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.113388537
95,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,15,MD, ,0, ,0, ,0,ALG,3,0, ,0,0, ,0,0,0.18769691
96,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,55,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.536511743
97,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011214723
98,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,60,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.214251931
99,MA,2019,SE1902,HAW-4240,A,10,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.049623079
100,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011799153
101,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021708293
102,MA,2019,SE1902,HAW-4240,A,10,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018804255
103,MA,2019,SE1902,HAW-4240,A,10,1,1,0,POSP,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022368058
104,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,3,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.05037033
105,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.06083831
106,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,10,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.100850781
107,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,50,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.154540901
108,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,55,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.074870823
109,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,60,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.097773258
110,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,35,MD, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.073401704
111,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,60,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.069208236
112,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,30,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.449399621
113,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.072810508
114,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,2,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054421779
115,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,30,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055720193
116,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,15,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.106733172
117,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,45,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.071879135
118,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,15,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050579936
119,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,3,MD, ,0, ,0, ,0,PRS,1,0, ,0,0, ,0,0,0.0697066
120,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,15,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.063530308
121,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,25,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058659783
122,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,POSP,0,0,0,0,15,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.092059655
123,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,POSP,0,0,0,0,2,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055011726
124,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,-1,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.125440225
125,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.048878728
126,MA,2019,SE1902,HAW-4240,A,10,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017434736
127,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013435028
128,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.047764108
129,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,-1,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.077009739
130,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022203603
131,MA,2019,SE1902,HAW-4240,A,10,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016344111
132,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,40,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.10194165
133,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051539598
134,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.033842281
135,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027644891
136,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036938463
137,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,60,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.266934749
138,MA,2019,SE1902,HAW-4240,A,10,2.5,1,0,PLOB,0,0,0,0,3,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.05747704
139,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.044131621
140,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019436307
141,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.041340053
142,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.046500001
143,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036194198
144,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028507017
145,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.037347154
146,MA,2019,SE1902,HAW-4240,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007379024
147,MA,2019,SE1902,HAW-4240,A,10,1,1,0,POSP,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036761937
148,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,55,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.33227448
149,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,2,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.067581432
150,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,10,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.098883214
151,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,10,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.199144294
152,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,20,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.1402102
153,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,50,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.304324992
154,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,80,MD,PRED,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.242790445
155,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,15,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055226172
156,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,2,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.057460683
157,MA,2019,SE1902,HAW-4240,A,15,2.5,1,0,PLOB,0,0,0,0,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050241019
