FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,JUVENILE,FRAGMENT,REMNANT,OLDDEAD,MORPH_CODE,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Shape_Leng
19,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MCAP, ,0, , ,5,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.413303049
20,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MCAP, ,0, , ,5,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.229590178
21,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MCAP, ,0, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086848028
22,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,PLOB, ,0, , ,90,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.128581219
23,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MCAP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020155644
24,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MPAT, ,0, , ,20,EF, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.296007652
25,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MPAT, ,0, , ,10,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.160822137
26,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021290374
27,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.042408136
28,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MPAT, ,0, , ,20,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.218259958
29,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MPAT, ,0, , ,10,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.119041379
30,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MPAT, ,0, , ,10,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.228531245
31,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MCAP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018738464
32,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MCAP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.035051534
33,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01165161
34,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012054046
35,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MCAP, ,0, , ,80,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.10416607
36,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MCAP, ,0, , ,20,EF, ,0, ,0, ,0,ALG,5,0, ,0,0, ,0,0,0.062647746
37,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MPAT, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013309394
38,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011243221
39,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014337712
40,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,PLOB, ,0, , ,70,MD, ,0, ,0, ,0,BLE,10,2, ,0,0, ,0,0,0.0503607
41,RS,2019,SE1902,HAW-3436,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01311259
42,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MPAT, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021700691
43,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012706298
44,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MPAT, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013318033
45,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MPAT, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007382411
46,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01042353
47,RS,2019,SE1902,HAW-3436,A,0,1,1, ,MCAP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019319679
48,RS,2019,SE1902,HAW-3436,A,0,2.5,1, ,MCAP, ,0, , ,70,EF, ,0, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.143294975
49,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,PLOB, ,0, , ,15,EF, ,0, ,0, ,0,BLE,40,2, ,0,0, ,0,0,0.11658855
50,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,MPAT, ,0, , ,85,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.426531417
51,RS,2019,SE1902,HAW-3436,A,5,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.033005606
52,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,PLOB, ,0, , ,0,MD, ,0, ,0, ,0,SGA,2,0, ,0,0, ,0,0,0.089663594
53,RS,2019,SE1902,HAW-3436,A,5,1,1, ,MPAT, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036421559
54,RS,2019,SE1902,HAW-3436,A,5,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018660118
55,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,MPAT, ,0, , ,20,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.065907284
56,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,PLOB, ,0, , ,10,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.065123421
57,RS,2019,SE1902,HAW-3436,A,5,1,1, ,PLOB, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.048144886
58,RS,2019,SE1902,HAW-3436,A,5,1,1, ,MCAP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.030180789
59,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,PLOB, ,0, , ,1,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.06249496
60,RS,2019,SE1902,HAW-3436,A,5,1,1, ,MCAP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.009588534
61,RS,2019,SE1902,HAW-3436,A,5,1,1, ,POSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014214429
62,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,PLOB, ,0, , ,60,MD, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.054458515
63,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,MCAP, ,0, , ,5,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.065576596
64,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,MCAP, ,0, , ,0,EF,PRED,3, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.075049449
65,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,MCAP, ,0, , ,45,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.114854734
66,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,MCAP, ,0, , ,0,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.091913275
67,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,MCAP, ,0, , ,5,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.058772868
68,RS,2019,SE1902,HAW-3436,A,5,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.140373681
69,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,10,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.20629079
70,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,30,EF, ,0, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.105315622
71,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,50,EF, ,0, ,0, ,0,BLE,50,2, ,0,0, ,0,0,0.269328238
72,RS,2019,SE1902,HAW-3436,A,10,1,1, ,POSP, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.039932568
73,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,10,EF, ,0, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.051470865
74,RS,2019,SE1902,HAW-3436,A,10,1,1, ,MPAT, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028612235
75,RS,2019,SE1902,HAW-3436,A,10,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014835431
76,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MPAT, ,0, , ,45,EF,UNKN,10, ,0, ,0, ,0,0, ,0,0, ,0,0,0.104805438
77,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLUT, ,0, , ,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.203159051
78,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,10,EF, ,0, ,0, ,0,BLE,100,1, ,0,0, ,0,0,0.090449821
79,RS,2019,SE1902,HAW-3436,A,10,1,1, ,MPAT, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.043961119
80,RS,2019,SE1902,HAW-3436,A,10,1,1, ,PLOB, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.049469284
81,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MPAT, ,0, , ,25,EF, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.058538535
82,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,20,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.075600264
83,RS,2019,SE1902,HAW-3436,A,10,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036180934
84,RS,2019,SE1902,HAW-3436,A,10,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028779333
85,RS,2019,SE1902,HAW-3436,A,10,1,1, ,MCAP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.043381102
86,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,45,MD, ,0, ,0, ,0,SGA,1,0, ,0,0, ,0,0,0.186549002
87,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,10,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.067596597
88,RS,2019,SE1902,HAW-3436,A,10,1,1, ,MCAP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036066189
89,RS,2019,SE1902,HAW-3436,A,10,1,1, ,MOSP, ,-1, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.023617366
90,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,0,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054659399
91,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,10,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.118013771
92,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.096126999
93,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,85,EM, ,0, ,0, ,0,BLE,75,2, ,0,0, ,0,0,0.191277729
94,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,45,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.081645882
95,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,20,EF, ,0, ,0, ,0,ALG,10,0,BLE,100,3, ,0,0,0.090175385
96,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,1,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.056087876
97,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056332051
98,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,90,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.083645203
99,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,POSP, ,0, , ,35,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050996568
100,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,25,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.082775963
101,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,30,EF, ,0, ,0, ,0,BLE,10,2, ,0,0, ,0,0,0.293195038
102,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,20,MD, ,0, ,0, ,0,SGA,10,0, ,0,0, ,0,0,0.195478516
103,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,0,EF, ,0, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.059012202
104,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,75,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.148423448
105,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,1,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.063540381
106,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MPAT, ,0, , ,5,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.106279819
107,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.125538281
108,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MPAT, ,0, , ,5,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.09662153
109,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,35,EF,PRED,7, ,0, ,0, ,0,0, ,0,0, ,0,0,0.370742297
110,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.092190726
111,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,5,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.106508216
112,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,5,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.106031174
113,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MOSP, ,0, , ,30,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.083091816
114,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MPAT, ,0, , ,25,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.085286459
115,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,10,EF, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.068098532
116,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,10,EF, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.06890029
117,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,PLOB, ,0, , ,30,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.105101142
118,RS,2019,SE1902,HAW-3436,A,10,2.5,1, ,MCAP, ,0, , ,0,EF, ,0, ,0, ,0,BLE,100,1, ,0,0, ,0,0,0.061596834
119, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,90,MD, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.256141992
120, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,85,EM, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.130381172
121, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,60,MD, ,0, ,0, ,0,SGA,5,0, ,0,0, ,0,0,0.185086845
122, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,75,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.227436849
123, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,15,MD, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.083290456
124, ,0, , , ,0,2.5,1, ,MPAT, ,0, , ,15,EM, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.084979173
125, ,0, , , ,0,2.5,1, ,MPAT, ,0, , ,95,EM, ,0, ,0, ,0,BLE,50,2, ,0,0, ,0,0,0.140978367
126, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,65,EM, ,0, ,0, ,0,BLE,5,2, ,0,0, ,0,0,0.170060607
127, ,0, , , ,0,1,1, ,MCAP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.041205461
128, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054577651
129, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.085921652
130, ,0, , , ,0,2.5,1, ,MPAT, ,0, , ,10,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.229703832
131, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.309417404
132, ,0, , , ,0,2.5,1, ,MPAT, ,0, , ,20,EM, ,0, ,0, ,0,ALG,10,0,BLE,100,2, ,0,0,0.168688975
133, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,10,MD, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.136887289
134, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.171867303
135, ,0, , , ,0,1,1, ,PMEA, ,-1, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.039284092
136, ,0, , , ,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024742675
137, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.081463734
138, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,50,MD,TLS,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.123153237
139, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,65,EM, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.131976513
140, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,70,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.126574089
141, ,0, , , ,0,1,1, ,PLOB, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01332704
142, ,0, , , ,0,1,1, ,PMEA, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0173954
143, ,0, , , ,0,2.5,1, ,PMEA, ,0, , ,0,BR, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.124449709
144, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,5,EM, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.150650921
145, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0,SGA,5,0,ALG,1,0, ,0,0,0.157147574
146, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,20,EM, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.214094302
147, ,0, , , ,0,2.5,1, ,MPAT, ,0, , ,15,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.133802877
148, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.069570108
149, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,25,EM, ,0, ,0, ,0,BLE,100,2,ALG,1,0, ,0,0,0.074888851
150, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.07319235
151, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.213081792
152, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,5,MD, ,0, ,0, ,0,SGA,1,0, ,0,0, ,0,0,0.171210076
153, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,1,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.29567171
154, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,1,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.264420215
155, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,1,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.189798973
156, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.19144516
157, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,75,MD, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.118006992
158, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.059199747
159, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051236023
160, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,60,MD, ,0, ,0, ,0,ALG,3,0, ,0,0, ,0,0,0.147503797
161, ,0, , , ,0,2.5,1, ,MPAT, ,0, , ,5,EM, ,0, ,0, ,0,ALG,5,0, ,0,0, ,0,0,0.08688901
162, ,0, , , ,0,2.5,1, ,PLOB, ,0, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.116455829
163, ,0, , , ,0,2.5,1, ,MCAP, ,0, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.062361045
