"","FID.x","ANALYST.x","OBS_YEAR.x","MISSION_ID.x","SITE","TRANSECT.x","SEGMENT","SEGLENGTH.x","SEGWIDTH.x","NO_COLONY.x","SPCODE.x","EX_BOUND.x","JUVENILE.x","FRAGMENT.x","REMNANT.x","OLDDEAD.x","MORPH_CODE.x","RDCAUSE1.x","RD_1.x","RDCAUSE2.x","RD_2.x","RDCAUSE3.x","RD_3.x","CON_1.x","EXTENT_1.x","SEV_1.x","CON_2.x","EXTENT_2.x","SEV_2.x","CON_3.x","EXTENT_3.x","SEV_3.x","Shape_Leng.x","FID.y","ANALYST.y","OBS_YEAR.y","MISSION_ID.y","TRANSECT.y","SEGLENGTH.y","SEGWIDTH.y","NO_COLONY.y","SPCODE.y","EX_BOUND.y","JUVENILE.y","FRAGMENT.y","REMNANT.y","OLDDEAD.y","MORPH_CODE.y","RDCAUSE1.y","RD_1.y","RDCAUSE2.y","RD_2.y","RDCAUSE3.y","RD_3.y","CON_1.y","EXTENT_1.y","SEV_1.y","CON_2.y","EXTENT_2.y","SEV_2.y","CON_3.y","EXTENT_3.y","SEV_3.y","Shape_Leng.y","SEGAREA","site_seg"
"11","16","MSL",2019,"SE1902","HAW-03451","A","10",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001700001,"14","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP",NA,"0","0","0","40","EM","NA",0,"NA",0,"NA",0,"BLE",20,2,"NA",0,0,"NA",0,0,0.540728998,2.5,"HAW-03451 10"
"12","16","MSL",2019,"SE1902","HAW-03451","A","10",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001700001,"15","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP",NA,"0","0","0","1","EF","NA",0,"NA",0,"NA",0,"BLE",99,3,"ALG",1,0,"NA",0,0,0.12807443,2.5,"HAW-03451 10"
"13","16","MSL",2019,"SE1902","HAW-03451","A","10",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001700001,"17","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP",NA,"0","0","0","1","EF","NA",0,"NA",0,"NA",0,"BLE",99,3,"NA",0,0,"NA",0,0,0.129862889,2.5,"HAW-03451 10"
"14","16","MSL",2019,"SE1902","HAW-03451","A","10",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001700001,"18","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP",NA,"0","0","0","0","EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.061356989,2.5,"HAW-03451 10"
"15","16","MSL",2019,"SE1902","HAW-03451","A","10",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001700001,"19","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP",NA,"0","0","0","55","EF","NA",0,"NA",0,"NA",0,"BLE",45,3,"NA",0,0,"NA",0,0,0.233767107,2.5,"HAW-03451 10"
"16","281","MSL",2019,"SE1902","LAN-01768","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001,"274","MSL",2019,"SE1902","A",2.5,1,NA,"PVAR",NA,"0","0","0","0","EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.063862744,2.5,"LAN-01768 5"
"17","281","MSL",2019,"SE1902","LAN-01768","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001,"275","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","50","EF","NA",0,"NA",0,"NA",0,"BLE",30,2,"NA",0,0,"NA",0,0,0.106312983,2.5,"LAN-01768 5"
"18","281","MSL",2019,"SE1902","LAN-01768","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001,"276","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","10","EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122588743,2.5,"LAN-01768 5"
"19","281","MSL",2019,"SE1902","LAN-01768","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001,"277","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","1","EF","NA",0,"NA",0,"NA",0,"BLE",99,3,"NA",0,0,"NA",0,0,0.085915366,2.5,"LAN-01768 5"
"20","281","MSL",2019,"SE1902","LAN-01768","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001,"278","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","60","EF","NA",0,"NA",0,"NA",0,"BLE",20,2,"NA",0,0,"NA",0,0,0.338632618,2.5,"LAN-01768 5"
"21","281","MSL",2019,"SE1902","LAN-01768","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.001,"279","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","1","EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.168640593,2.5,"LAN-01768 5"
"22","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"329","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP",NA,"0","0","0","3","BR","NA",0,"NA",0,"NA",0,"BLE",97,1,"NA",0,0,"NA",0,0,0.988003223,2.5,"LAN-01816 0"
"23","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"330","MSL",2019,"SE1902","A",2.5,1,NA,"PCOM",NA,"0","0","0","80","BR","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.565417456,2.5,"LAN-01816 0"
"24","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"331","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP",NA,"0","0","0","1","EC","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.936308801,2.5,"LAN-01816 0"
"25","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"332","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","20","EC","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.230469109,2.5,"LAN-01816 0"
"26","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"333","MSL",2019,"SE1902","A",2.5,1,NA,"PMEA",NA,"0","0","0","0","BR","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.160413871,2.5,"LAN-01816 0"
"27","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"334","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","1","EC","NA",0,"NA",0,"NA",0,"BLE",99,1,"NA",0,0,"NA",0,0,0.261660237,2.5,"LAN-01816 0"
"28","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"335","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","5","EC","NA",0,"NA",0,"NA",0,"BLE",95,2,"NA",0,0,"NA",0,0,0.226985859,2.5,"LAN-01816 0"
"29","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"336","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","10","EC","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.24131295,2.5,"LAN-01816 0"
"30","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"337","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP","-1","0","0","0","0","BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.00098995,2.5,"LAN-01816 0"
"31","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"338","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","25","EC","NA",0,"NA",0,"NA",0,"BLE",5,2,"NA",0,0,"NA",0,0,0.155383655,2.5,"LAN-01816 0"
"32","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"339","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","10","EC","NA",0,"NA",0,"NA",0,"BLE",90,1,"NA",0,0,"NA",0,0,0.330206677,2.5,"LAN-01816 0"
"33","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"340","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","5","PL","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.12236086,2.5,"LAN-01816 0"
"34","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"341","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","5","EC","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.178490476,2.5,"LAN-01816 0"
"35","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"342","MSL",2019,"SE1902","A",2.5,1,NA,"PMEA",NA,"0","0","0","0","BR","FISH",1,"NA",0,"NA",0,"BLE",99,2,"NA",0,0,"NA",0,0,0.20311967,2.5,"LAN-01816 0"
"36","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"343","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","0","EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081769065,2.5,"LAN-01816 0"
"37","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"344","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","1","EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.283442058,2.5,"LAN-01816 0"
"38","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"345","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","5","EM","NA",0,"NA",0,"NA",0,"BLE",95,2,"NA",0,0,"NA",0,0,0.18351703,2.5,"LAN-01816 0"
"39","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"346","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","5","EM","NA",0,"NA",0,"NA",0,"BLE",95,1,"NA",0,0,"NA",0,0,0.091574941,2.5,"LAN-01816 0"
"40","348","MSL",2019,"SE1902","LAN-01816","A","0",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"347","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","5","EM","NA",0,"NA",0,"NA",0,"BLE",95,2,"NA",0,0,"NA",0,0,0.108220192,2.5,"LAN-01816 0"
"41","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"349","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","0","EM","NA",0,"NA",0,"NA",0,"BLE",10,2,"NA",0,0,"NA",0,0,0.072831312,2.5,"LAN-01816 5"
"42","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"350","MSL",2019,"SE1902","A",2.5,1,NA,"PMEA",NA,"0","0","0","0","BR","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.206329105,2.5,"LAN-01816 5"
"43","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"351","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","5","EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.271671346,2.5,"LAN-01816 5"
"44","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"352","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","10","EM","NA",0,"NA",0,"NA",0,"BLE",90,1,"NA",0,0,"NA",0,0,0.359117822,2.5,"LAN-01816 5"
"45","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"353","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","35","EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072061988,2.5,"LAN-01816 5"
"46","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"354","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","50","EM","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.298266056,2.5,"LAN-01816 5"
"47","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"355","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","10","EM","NA",0,"NA",0,"NA",0,"BLE",90,2,"NA",0,0,"NA",0,0,0.124586075,2.5,"LAN-01816 5"
"48","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"356","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","50","EM","FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.476756122,2.5,"LAN-01816 5"
"49","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"357","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","0","EM","NA",0,"NA",0,"NA",0,"BLE",50,2,"NA",0,0,"NA",0,0,0.062678306,2.5,"LAN-01816 5"
"50","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"358","MSL",2019,"SE1902","A",2.5,1,NA,"PVAR",NA,"0","0","0","35","EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.179718808,2.5,"LAN-01816 5"
"51","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"359","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","0","EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.146319993,2.5,"LAN-01816 5"
"52","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"360","MSL",2019,"SE1902","A",2.5,1,NA,"PVAR",NA,"0","0","0","10","EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.15711413,2.5,"LAN-01816 5"
"53","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"361","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","10","EM","NA",0,"NA",0,"NA",0,"BLE",90,3,"NA",0,0,"NA",0,0,0.160352019,2.5,"LAN-01816 5"
"54","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"362","MSL",2019,"SE1902","A",2.5,1,NA,"PVAR",NA,"0","0","0","0","EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.193798271,2.5,"LAN-01816 5"
"55","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"363","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","40","EM","NA",0,"NA",0,"NA",0,"DIS",1,0,"NA",0,0,"NA",0,0,0.472350908,2.5,"LAN-01816 5"
"56","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"364","MSL",2019,"SE1902","A",2.5,1,NA,"PCOM",NA,"0","0","0","70","BR","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.681707048,2.5,"LAN-01816 5"
"57","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"365","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP",NA,"0","0","0","50","EM","NA",0,"NA",0,"NA",0,"BLE",50,2,"ALG",1,0,"NA",0,0,0.368706888,2.5,"LAN-01816 5"
"58","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"366","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","1","EM","NA",0,"NA",0,"NA",0,"BLE",99,1,"NA",0,0,"NA",0,0,0.167930046,2.5,"LAN-01816 5"
"59","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"367","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","5","EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.288139723,2.5,"LAN-01816 5"
"60","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"368","MSL",2019,"SE1902","A",2.5,1,NA,"MPAT",NA,"0","0","0","1","EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.309563967,2.5,"LAN-01816 5"
"61","370","MSL",2019,"SE1902","LAN-01816","A","5",1,1,NA," ",NA,"0","0","0","0"," ","NA",0,"NA",0,NA,0,"NA",0,0,"NA",0,0,"NA",0,0,0.0011,"369","MSL",2019,"SE1902","A",2.5,1,NA,"MCAP","-1","0","0","0","0","BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.002370654,2.5,"LAN-01816 5"
