FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY_,SPCODE,FRAGMENT_Y,MORPH_CODE,EX_BOUND,OLDDEAD,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,SHAPE_Leng
28,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.074389784
29,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,MD,0,10,TLS,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.374663075
30,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,2, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.1286014
31,MA,2019,SE1902,HAW-4221,0,2.5,1,0,POCS,0,BR,0,60,FISH,1, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.318173616
32,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,45, ,0, ,0, ,0,PTR,3,0,ALG,2,0, ,0,0,0.406231878
33,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,MD,0,45, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.572264589
34,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PMON,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.176872072
35,MA,2019,SE1902,HAW-4221,1,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.039998126
36,MA,2019,SE1902,HAW-4221,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018677527
37,MA,2019,SE1902,HAW-4221,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014741099
38,MA,2019,SE1902,HAW-4221,1,2.5,1,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.053886176
39,MA,2019,SE1902,HAW-4221,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017202907
40,MA,2019,SE1902,HAW-4221,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02080625
41,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.106554447
42,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.076472871
43,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.337549479
44,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.088798479
45,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.21801211
46,RS,2019,SE1902,HAW_4221,1,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02818599
47,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.194430271
48,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.07198347
49,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.196369168
50,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.140836537
51,RS,2019,SE1902,HAW_4221,1,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016493939
52,RS,2019,SE1902,HAW_4221,1,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014464094
53,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,10,PRED,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.192660244
54,RS,2019,SE1902,HAW_4221,1,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024539967
55,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056533265
56,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.462584316
57,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,25,UNKN,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.097494872
58,RS,2019,SE1902,HAW_4221,1,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022692069
59,RS,2019,SE1902,HAW_4221,1,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015720368
60,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.205522212
61,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.201795465
62,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,MD,0,10,PRED,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.211602859
63,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,10,UNKN,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.239817451
64,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079303088
65,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,50,UNKN,5, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.286425209
66,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.243201727
67,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,10, ,0, ,0, ,0,BLE,5,2, ,0,0, ,0,0,0.199192094
68,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.10742295
69,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLUT,0,MD,0,90, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.183849096
70,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050068153
71,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.121273658
72,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.090802918
73,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.256507797
74,MA,2019,SE1902,HAW-4231,0,2.5,1,0,POSP,0,KN,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.09293078
75,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.132274903
76,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058495811
77,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.146924334
78,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.167692487
79,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PLOB,0,EM,0,85, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.34067229
80,MA,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.037566209
81,MA,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02616639
82,MA,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026867267
83,MA,2019,SE1902,HAW-4231,1,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01510033
84,MA,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020658412
85,MA,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045304526
86,MA,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021542516
87,MA,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015035957
88,MA,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.038916578
89,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.117209427
90,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.034464621
91,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.006063827
92,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.005614267
93,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.00444072
94,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.004876474
95,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01100727
96,RS,2019,SE1902,HAW-4231,1,1,1,0,POSP,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007256031
97,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007473285
98,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045970533
99,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013582342
100,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018527008
101,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022022943
102,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054386029
103,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.042502705
104,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0299955
105,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.044642582
106,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019087692
107,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.279465669
108,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027306594
109,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02656558
110,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018029421
111,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014681961
112,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017790166
113,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015575622
114,RS,2019,SE1902,HAW-4231,1,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013435029
115,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027306594
116,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PMEA,0,BR,0,0,FISH,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.12281714
117,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084356504
118,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.182192892
119,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.197396379
120,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.218500572
121,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.142456239
122,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.094299204
123,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.083715291
124,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.049222963
125,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064510852
126,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054645403
127,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.120758644
128,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.123146254
129,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.117461696
130,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.065068042
131,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.070818995
132,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.123628031
133,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.087153256
134,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055167835
135,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.08863611
136,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061745446
137,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056339773
138,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.249381414
139,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,75, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061303916
140,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,45, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.071225347
141,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.17209172
142,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.200987885
143,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.183697169
144,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058414381
145,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.407339231
146,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.069327123
147,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.196462567
148,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,20, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.099236737
149,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.07216204
150,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024351591
151,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013464769
152,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054540444
153,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022144976
154,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013366002
155,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020778114
156,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013508515
157,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.00852115
158,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.004308132
159,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008628441
160,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.03887853
161,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.009433981
162,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015990621
163,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013563556
164,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007494665
165,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026518861
166,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007244309
167,RS,2019,SE1902,HAW_4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055814425
168,RS,2019,SE1902,HAW_4240,3,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054504679
169,RS,2019,SE1902,HAW_4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.030796266
