"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","SEGAREA","site_seg","REVIEW_ANALYST","Lump_Split_Error","SPCODE_CORRECT","MORPH_CORRECT","RDCAUSE_CORRECT","CONDITION_CORRECT","SEVERITY_CORRECT","SIZE_CORRECT","DELETE_COLONY"
905,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"MCAP",0,0,0,0,70,"EM",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.113003229,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
906,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,60,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.218096883,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
907,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,30,"EM",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.063709968,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
908,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.083050648,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
909,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,65,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.140593741,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
910,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"MCAP",0,0,0,0,55,"EM",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.052496191,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
911,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053818678,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
912,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"MCAP",0,0,0,0,70,"EM",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.091633237,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
913,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,65,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.12628935,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
914,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"MCAP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,"BLE",100,3,NA,0,0,NA,0,0,0.078829944,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
915,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PCOM",0,0,0,0,70,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.116260139,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
916,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.076197178,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
917,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,7,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07800641,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
919,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,55,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.114929413,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
920,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLUT",0,0,0,0,35,"MD",NA,0,NA,0,NA,0,"BLE",30,2,"ALG",2,0,NA,0,0,0.175396835,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
924,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,55,"EM",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.137728174,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
926,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056574288,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
932,"MA",2019,"SE1902","OAH-03235","B",0,2.5,1,0,"MCAP",0,0,0,0,80,"EM",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.055917796,2.5,"OAH-03235_0","CA",NA,NA,NA,NA,NA,NA,NA,NA
580,"RS",2019,"SE1902","HAW-04208","A",5,2.5,1,-1," ",0,0,0,0,0," ",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056914849,2.5,"HAW-04208_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
681,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.514527299,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
686,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,55,"MD","TLS",2,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.282840255,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
690,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,"DIS",10,0,NA,0,0,NA,0,0,0.143544418,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
691,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.068394152,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
692,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,0,NA,0,NA,0,"BLE",10,2,NA,0,0,NA,0,0,0.313944358,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
693,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PMEA",0,0,0,0,35,"BR",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.102644288,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
694,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,30,"EM","COTS",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.151866553,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
695,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,70,"MD",NA,0,NA,0,NA,0,"SGA",2,0,NA,0,0,NA,0,0,0.519811783,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
696,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLUT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.240490333,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
697,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"POSP",0,0,0,0,50,"EM",NA,0,NA,0,NA,0,"PRS",5,0,"ALG",35,0,NA,0,0,0.153444615,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
698,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.233013326,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
700,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.082462354,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
705,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.128210958,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
709,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"MCAP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.060094759,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
737,"MA",2019,"SE1902","HAW-04221","A",10,2.5,1,0,"PLOB",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.147293585,2.5,"HAW-04221_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2297,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLOB",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.10150197,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2300,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.142853106,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2301,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.073921918,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2302,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,55,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05464522,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2304,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,"BLE",100,1,"ALG",1,0,NA,0,0,0.042778733,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2307,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.062171538,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2308,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,-1,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.021070596,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2310,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.022116283,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2311,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,-1,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.032318725,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2312,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0164,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2313,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,70,"MD",NA,0,NA,0,NA,0,"ALG",10,0,NA,0,0,NA,0,0,0.143333179,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2314,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.090800717,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2315,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,"ALG",5,0,NA,0,0,NA,0,0,0.056485484,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2318,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.172126582,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2319,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056803168,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2320,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.051792277,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2321,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.10051771,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2322,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.297106058,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2323,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,15,"MD","FISH",3,NA,0,NA,0,"DIS",10,0,NA,0,0,NA,0,0,0.128200038,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2324,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,65,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.162047709,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2325,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.092020107,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2326,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"POSP",0,0,0,0,90,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.222599034,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2327,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050224497,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2328,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,90,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.18179648,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2329,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.088628556,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2330,"AH",2019,"SE1902","HAW-04277","A",5,2.5,1,0,"PLUT",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.185315542,2.5,"HAW-04277_5","CA",NA,NA,NA,NA,NA,NA,NA,NA
2331,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.086311355,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2333,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,"BLE",15,1,NA,0,0,NA,0,0,0.174862717,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2334,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.244721883,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2335,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.112071093,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2336,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.181408931,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2337,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.218137227,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2338,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,70,"MD","PRED",12,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.238680143,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2339,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.106832205,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2340,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,65,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.197402051,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2341,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,"BLP",5,2,"ALG",2,0,NA,0,0,0.260297848,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2342,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,35,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.199792818,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2343,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.184805006,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2344,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"PLUT",0,0,0,0,65,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.384219338,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2348,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.178066168,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2349,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"MCAP",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.074667597,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2350,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.090227823,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2351,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.093265321,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
2352,"AH",2019,"SE1902","HAW-04277","A",10,2.5,1,0,"POSP",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.058207388,2.5,"HAW-04277_10","CA",NA,NA,NA,NA,NA,NA,NA,NA
