"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","REVIEW_ANALYST"
720,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MCAP",0,0,0,0,70,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.337292944,"KAU-2160 5",2.5,"RS"
721,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PLOB",0,0,0,0,85,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.317724928,"KAU-2160 5",2.5,"RS"
722,"CA",2019,"SE1902","KAU-02160","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.022105429,"KAU-2160 5",1,"RS"
723,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MCAP",0,0,0,0,35,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.322790163,"KAU-2160 5",2.5,"RS"
724,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"POSP",0,0,0,0,70,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094100212,"KAU-2160 5",2.5,"RS"
725,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MCAP",0,0,0,0,15,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.121622367,"KAU-2160 5",2.5,"RS"
726,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MPAT",0,0,0,0,92,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.25082179,"KAU-2160 5",2.5,"RS"
727,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MCAP",0,0,0,0,60,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.281287396,"KAU-2160 5",2.5,"RS"
728,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PMEA",0,0,0,0,80,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.299626703,"KAU-2160 5",2.5,"RS"
729,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MPAT",0,0,0,0,35,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.191937413,"KAU-2160 5",2.5,"RS"
730,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"GPLA",0,0,0,0,35,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.085865594,"KAU-2160 5",2.5,"RS"
731,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MPAT",0,0,0,0,40,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.15848549,"KAU-2160 5",2.5,"RS"
732,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MPAT",0,0,0,0,60,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.198239957,"KAU-2160 5",2.5,"RS"
733,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MCAP",0,0,0,0,15,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.075688903,"KAU-2160 5",2.5,"RS"
734,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PLOB",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.254023168,"KAU-2160 5",2.5,"RS"
735,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PLOB",0,0,0,0,35,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.152795616,"KAU-2160 5",2.5,"RS"
736,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"POSP",0,0,0,0,93,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.236487336,"KAU-2160 5",2.5,"RS"
737,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PLOB",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06810323,"KAU-2160 5",2.5,"RS"
738,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PVAR",0,0,0,0,60,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.106603658,"KAU-2160 5",2.5,"RS"
739,"CA",2019,"SE1902","KAU-02160","B",5,1,1,0,"PVAR",0,-1,0,0,20,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04937388,"KAU-2160 5",1,"RS"
740,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PLOB",0,0,0,0,35,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.077964222,"KAU-2160 5",2.5,"RS"
741,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PLOB",0,0,0,0,55,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.083862983,"KAU-2160 5",2.5,"RS"
742,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MCAP",0,0,0,0,97,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.160329442,"KAU-2160 5",2.5,"RS"
743,"CA",2019,"SE1902","KAU-02160","B",5,1,1,0,"MCAP",0,-1,0,0,65,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.035904876,"KAU-2160 5",1,"RS"
744,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PLOB",0,0,0,0,15,"ML",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069797492,"KAU-2160 5",2.5,"RS"
745,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PDUE",0,0,0,0,90,"ML",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.220843837,"KAU-2160 5",2.5,"RS"
746,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MCAP",0,0,0,0,70,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.136299706,"KAU-2160 5",2.5,"RS"
747,"CA",2019,"SE1902","KAU-02160","B",5,1,1,0,"MPAT",0,-1,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.030290924,"KAU-2160 5",1,"RS"
748,"CA",2019,"SE1902","KAU-02160","B",5,1,1,0,"MPAT",0,-1,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.024820355,"KAU-2160 5",1,"RS"
749,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"MCAP",0,0,0,0,25,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.264233382,"KAU-2160 5",2.5,"RS"
750,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"POSP",0,0,0,0,65,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.083897377,"KAU-2160 5",2.5,"RS"
751,"CA",2019,"SE1902","KAU-02160","B",5,2.5,1,0,"PVAR",0,0,0,0,80,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.115539128,"KAU-2160 5",2.5,"RS"
1061,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,55,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.33227448,"HAW-4240 15",2.5,"RS"
1062,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.067581432,"HAW-4240 15",2.5,"RS"
1063,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.098883214,"HAW-4240 15",2.5,"RS"
1064,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.199144294,"HAW-4240 15",2.5,"RS"
1065,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1402102,"HAW-4240 15",2.5,"RS"
1066,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,50,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.304324992,"HAW-4240 15",2.5,"RS"
1067,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,80,"MD","PRED",5,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.242790445,"HAW-4240 15",2.5,"RS"
1068,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.055226172,"HAW-4240 15",2.5,"RS"
1069,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.057460683,"HAW-4240 15",2.5,"RS"
1070,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050241019,"HAW-4240 15",2.5,"RS"
1071,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05438428,"HAW-4240 15",2.5,"RS"
1072,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056433501,"HAW-4240 15",2.5,"RS"
1073,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,3,"MD",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.0571239,"HAW-4240 15",2.5,"RS"
1074,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.174792677,"HAW-4240 15",2.5,"RS"
1075,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.083013553,"HAW-4240 15",2.5,"RS"
1076,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.085290679,"HAW-4240 15",2.5,"RS"
1077,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,3,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.087627621,"HAW-4240 15",2.5,"RS"
1078,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.202649378,"HAW-4240 15",2.5,"RS"
1079,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053994166,"HAW-4240 15",2.5,"RS"
1080,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094673596,"HAW-4240 15",2.5,"RS"
1081,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.104535736,"HAW-4240 15",2.5,"RS"
1082,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.169213032,"HAW-4240 15",2.5,"RS"
1083,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.087358627,"HAW-4240 15",2.5,"RS"
1084,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.121897415,"HAW-4240 15",2.5,"RS"
1085,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.087008276,"HAW-4240 15",2.5,"RS"
1086,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.123067624,"HAW-4240 15",2.5,"RS"
1087,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.077352311,"HAW-4240 15",2.5,"RS"
1088,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.260896627,"HAW-4240 15",2.5,"RS"
1089,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,35,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.117991864,"HAW-4240 15",2.5,"RS"
1090,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,1,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.071831609,"HAW-4240 15",2.5,"RS"
1091,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.13691019,"HAW-4240 15",2.5,"RS"
1092,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.080914893,"HAW-4240 15",2.5,"RS"
1093,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.079748103,"HAW-4240 15",2.5,"RS"
1094,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.11125291,"HAW-4240 15",2.5,"RS"
1095,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.128197113,"HAW-4240 15",2.5,"RS"
1096,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.084616074,"HAW-4240 15",2.5,"RS"
1097,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,75,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.096466627,"HAW-4240 15",2.5,"RS"
1098,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.172821672,"HAW-4240 15",2.5,"RS"
1099,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,45,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.321720454,"HAW-4240 15",2.5,"RS"
1104,"MA",2019,"SE1902","HAW-04240","A",15,2.5,1,0,"PLOB",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07297294,"HAW-4240 15",2.5,"RS"
2548,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"PLOB",0,0,0,0,45,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.423213764,"HAW-4287 0",2.5,"RS"
2549,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"PLOB",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074183894,"HAW-4287 0",2.5,"RS"
2550,"MA",2019,"SE1902","HAW-04287","A",0,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.020020241,"HAW-4287 0",1,"RS"
2551,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"POSP",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074202425,"HAW-4287 0",2.5,"RS"
2552,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"POSP",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.198178102,"HAW-4287 0",2.5,"RS"
2553,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"POSP",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.098876185,"HAW-4287 0",2.5,"RS"
2554,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"POSP",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.085022645,"HAW-4287 0",2.5,"RS"
2555,"MA",2019,"SE1902","HAW-04287","A",0,1,1,0,"POSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.046484083,"HAW-4287 0",1,"RS"
2556,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"POSP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053180543,"HAW-4287 0",2.5,"RS"
2557,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"POSP",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053547176,"HAW-4287 0",2.5,"RS"
2558,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"PLOB",0,0,0,0,65,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.25844715,"HAW-4287 0",2.5,"RS"
2559,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094559452,"HAW-4287 0",2.5,"RS"
2560,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"POSP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.051819784,"HAW-4287 0",2.5,"RS"
2561,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,"PRS",2,0,NA,0,0,NA,0,0,0.436539162,"HAW-4287 0",2.5,"RS"
2562,"MA",2019,"SE1902","HAW-04287","A",0,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.098624186,"HAW-4287 0",2.5,"RS"
4302,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MCAP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,"BLE",50,1,NA,0,0,NA,0,0,0.184757246,"LAN-1788 0",2.5,"RS"
4303,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"POSP",0,0,0,0,40,"BR",NA,0,NA,0,NA,0,"BLE",5,1,"ALG",2,0,NA,0,0,0.247198322,"LAN-1788 0",2.5,"RS"
4304,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"POSP",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,"ALG",2,0,NA,0,0,0.130900916,"LAN-1788 0",2.5,"RS"
4305,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"PLOB",0,0,0,0,1,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.087152739,"LAN-1788 0",2.5,"RS"
4306,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"PLOB",0,0,0,0,35,"MD","TLS",5,NA,0,NA,0,"BLE",5,1,"ALG",4,0,NA,0,0,0.14173962,"LAN-1788 0",2.5,"RS"
4307,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MCAP",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,"ALG",2,0,"BLE",25,1,NA,0,0,0.576184042,"LAN-1788 0",2.5,"RS"
4308,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MCAP",0,0,0,0,30,"KN",NA,0,NA,0,NA,0,"ALG",5,0,NA,0,0,NA,0,0,0.234880841,"LAN-1788 0",2.5,"RS"
4309,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MPAT",0,0,0,0,35,"EM","PRED",2,NA,0,NA,0,"BLE",5,1,NA,0,0,NA,0,0,0.605376874,"LAN-1788 0",2.5,"RS"
4310,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MPAT",0,0,0,0,20,"EM","TLS",10,NA,0,NA,0,"ALG",5,0,NA,0,0,NA,0,0,0.103801975,"LAN-1788 0",2.5,"RS"
4311,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MPAT",0,0,0,0,10,"EF",NA,0,NA,0,NA,0,"ALG",5,0,NA,0,0,NA,0,0,0.062751096,"LAN-1788 0",2.5,"RS"
4312,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MCAP",0,0,0,0,15,"KN",NA,0,NA,0,NA,0,"BLE",30,2,NA,0,0,NA,0,0,0.219501458,"LAN-1788 0",2.5,"RS"
4313,"AH",2019,"SE1902","LAN-01788","A",0,1,1,0,"POSP",0,0,0,-1,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.019001052,"LAN-1788 0",1,"RS"
4314,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"PVAR",0,0,0,0,30,"EM",NA,0,NA,0,NA,0,"BLE",10,1,"ALG",5,0,NA,0,0,0.138843113,"LAN-1788 0",2.5,"RS"
4315,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MCAP",0,0,0,0,20,"KN",NA,0,NA,0,NA,0,"ALG",3,0,"BLE",5,1,NA,0,0,0.180956182,"LAN-1788 0",2.5,"RS"
4316,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MFLA",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,"SGA",2,0,"ALG",5,0,NA,0,0,0.354504077,"LAN-1788 0",2.5,"RS"
4317,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"MCAP",0,0,0,0,25,"KN",NA,0,NA,0,NA,0,"ALG",5,0,"BLE",30,1,NA,0,0,0.555907916,"LAN-1788 0",2.5,"RS"
4318,"AH",2019,"SE1902","LAN-01788","A",0,2.5,1,0,"POSP",0,0,0,0,50,"MD",NA,0,NA,0,NA,0,"BLE",50,1,NA,0,0,NA,0,0,0.060597359,"LAN-1788 0",2.5,"RS"
