"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","SEGAREA","site_seg","REVIEW_ANALYST","Lump_Split_Error","SPCODE_CORRECT","MORPH_CORRECT","RDCAUSE_CORRECT","CONDITION_CORRECT","SEVERITY_CORRECT","SIZE_CORRECT","DELETE_COLONY"
4067,"MA",2019,"SE1902","KAU-02115","A",0,2.5,1,0,"MPAT",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.055624546,2.5,"KAU-02115_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4070,"MA",2019,"SE1902","KAU-02115","A",0,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.057508955,2.5,"KAU-02115_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4071,"MA",2019,"SE1902","KAU-02115","A",0,2.5,1,0,"PLOB",0,0,0,0,85,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.121394069,2.5,"KAU-02115_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4469,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,"BLE",80,2,"ALG",5,0,NA,0,0,0.06628137,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4475,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"POSP",0,0,0,-1,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.021070596,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4476,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MPAT",0,0,0,0,25,"EF",NA,0,NA,0,NA,0,"BLE",15,1,NA,0,0,NA,0,0,0.325179857,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4477,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MPAT",0,0,0,0,2,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1157,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4478,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"PMEA",0,0,0,0,3,"BR","UNKN",2,NA,0,NA,0,"DIS",5,0,NA,0,0,NA,0,0,0.218819561,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4479,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MPAT",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,"BLE",20,1,NA,0,0,NA,0,0,0.268001865,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4480,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,45,"MD","TLS",3,NA,0,NA,0,"BLE",35,1,"ALG",3,0,NA,0,0,0.833050473,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4481,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"LBEW",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.118125442,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4482,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,2,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.260750475,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4483,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"POSP",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.720192787,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4485,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MFLA",0,0,0,0,5,"EF",NA,0,NA,0,NA,0,"BLE",95,1,NA,0,0,NA,0,0,0.080616934,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4486,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"POSP",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.183240281,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4489,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"PDUE",0,0,0,0,65,"ML",NA,0,NA,0,NA,0,"BLE",30,2,NA,0,0,NA,0,0,0.497991214,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4490,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"PMEA",0,0,0,0,2,"BR",NA,0,NA,0,NA,0,"BLE",90,1,NA,0,0,NA,0,0,0.160880858,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4491,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"PMEA",0,0,0,0,35,"BR","DAMG",3,NA,0,NA,0,"DIS",2,0,"ALG",3,0,NA,0,0,0.241486935,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4492,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,65,"KN",NA,0,NA,0,NA,0,"BLE",35,3,NA,0,0,NA,0,0,0.186451737,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4493,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"PDUE",0,0,0,0,70,"ML",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.22909904,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4494,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,"BLE",15,1,NA,0,0,NA,0,0,0.180382538,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4495,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.404549194,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4496,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"PMEA",0,0,0,0,3,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.161859353,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4497,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,65,"KN",NA,0,NA,0,NA,0,"BLE",15,1,"ALG",10,0,NA,0,0,0.239520459,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4498,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"COCE",0,0,0,0,85,"MD",NA,0,NA,0,NA,0,"BLE",15,2,NA,0,0,NA,0,0,0.457587347,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4499,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MPAT",0,0,0,0,40,"EM",NA,0,NA,0,NA,0,"BLE",5,1,NA,0,0,NA,0,0,0.163279423,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4500,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,15,"KN",NA,0,NA,0,NA,0,"ALG",5,0,"BLE",60,2,NA,0,0,0.44652991,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4501,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MPAT",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.197402051,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4502,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"COCE",0,0,0,0,50,"MD",NA,0,NA,0,NA,0,"BLE",20,1,NA,0,0,NA,0,0,0.101600001,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4503,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,45,"EM","TLS",5,NA,0,NA,0,"BLE",15,1,NA,0,0,NA,0,0,0.228363855,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4504,"AH",2019,"SE1902","LAN-01788","A",10,2.5,1,0,"MCAP",0,0,0,0,40,"KN","TLS",1,NA,0,NA,0,"ALG",5,0,"BLE",45,2,NA,0,0,1.039752673,2.5,"LAN-01788_10","RS",NA,NA,NA,NA,NA,NA,NA,NA
4911,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.126084456,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4912,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,"PTR",1,0,NA,0,0,NA,0,0,0.128397273,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4916,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,10,"EF",NA,0,NA,0,NA,0,"PTR",1,0,NA,0,0,NA,0,0,0.064251771,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4917,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,50,"EF",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.18740024,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4922,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,10,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0595,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4924,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,10,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05313991,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4926,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.226615203,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4927,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,15,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05085204,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4932,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.050248184,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4935,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,-1,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.009871676,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4937,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,-1,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.007940403,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4938,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.143490278,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4939,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.175020942,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4940,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.111666153,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4942,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,-1,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.042692036,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4944,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,30,"EF",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.077180437,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4947,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,50,"EM",NA,0,NA,0,NA,0,"ALG",20,0,NA,0,0,NA,0,0,0.144462105,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4951,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050460777,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4952,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.130025882,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4955,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.105503033,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4956,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,30,"EM",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.157832632,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4957,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLUT",0,0,0,0,60,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.122059043,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4958,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.073493196,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4959,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,50,"MD",NA,0,NA,0,NA,0,"SGA",5,0,NA,0,0,NA,0,0,0.16673467,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4960,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,65,"MD",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.098365289,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4961,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.058440825,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4962,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.080976541,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4963,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,20,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.144137192,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4964,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,35,"EF",NA,0,NA,0,NA,0,"ALG",2,0,"PRS",5,0,NA,0,0,0.115296661,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4965,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,40,"EM",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.153847099,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4966,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.070946811,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4967,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,55,"MD","FISH",3,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.058885991,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4968,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053994907,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4969,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLUT",0,0,0,0,65,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.191555241,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4970,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,30,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.08590809,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4971,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,45,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.110666029,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4972,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,70,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.137716302,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4973,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLUT",0,0,0,0,45,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.201787636,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4974,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLUT",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059202111,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4975,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.188799073,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4976,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"POSP",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.085432546,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4977,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.071871274,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4978,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.060690114,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4979,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.324797983,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4980,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLUT",0,0,0,0,35,"MD","TLS",1,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.434081156,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4981,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLUT",0,0,0,0,30,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.107584385,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4982,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLUT",0,0,0,0,3,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.081526744,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
4983,"FL",2019,"SE1902","LAN-01819","A",0,2.5,1,0,"PLOB",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.304103617,2.5,"LAN-01819_0","RS",NA,NA,NA,NA,NA,NA,NA,NA
