"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","REVIEW_ANALYST"
2013,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,25,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.139972034,"HAW-4267 15",2.5,"MA"
2014,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.275019163,"HAW-4267 15",2.5,"MA"
2015,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,65,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.690785618,"HAW-4267 15",2.5,"MA"
2016,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.091787799,"HAW-4267 15",2.5,"MA"
2017,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,50,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.296852724,"HAW-4267 15",2.5,"MA"
2018,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.130117525,"HAW-4267 15",2.5,"MA"
2019,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,30,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.216400208,"HAW-4267 15",2.5,"MA"
2020,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,40,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.257396289,"HAW-4267 15",2.5,"MA"
2021,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PLOB",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074,"HAW-4267 15",2.5,"MA"
2022,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,70,"BR",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.225817138,"HAW-4267 15",2.5,"MA"
2023,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.109868876,"HAW-4267 15",2.5,"MA"
2024,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.077618619,"HAW-4267 15",2.5,"MA"
2025,"RS",2019,"SE1902","HAW-04267","A",15,2.5,1,0,"PCOM",0,0,0,0,45,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.09110483,"HAW-4267 15",2.5,"MA"
5102,"MSL",2019,"SE1902","LAN-01829","A",0,1,1,0,"POSP",0,-1,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.018344753,"LAN-1829 0",1,"MA"
5103,"MSL",2019,"SE1902","LAN-01829","A",0,2.5,1,0,"MPAT",0,0,0,0,20,"EF","GAST",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.942946457,"LAN-1829 0",2.5,"MA"
5104,"MSL",2019,"SE1902","LAN-01829","A",0,1,1,0,"POSP",0,-1,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.012523977,"LAN-1829 0",1,"MA"
5105,"MSL",2019,"SE1902","LAN-01829","A",0,2.5,1,0,"MPAT",0,0,0,0,5,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.204529435,"LAN-1829 0",2.5,"MA"
5496,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.433702951,"MAI-2483 10",2.5,"MA"
5497,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.018927494,"MAI-2483 10",1,"MA"
5498,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,"DIS",2,0,NA,0,0,NA,0,0,0.171168339,"MAI-2483 10",2.5,"MA"
5499,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,60,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.054696343,"MAI-2483 10",2.5,"MA"
5500,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059970076,"MAI-2483 10",2.5,"MA"
5501,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MOSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.030223335,"MAI-2483 10",1,"MA"
5502,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MOSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.046123855,"MAI-2483 10",1,"MA"
5503,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.030855145,"MAI-2483 10",1,"MA"
5504,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.041793899,"MAI-2483 10",1,"MA"
5505,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056706438,"MAI-2483 10",2.5,"MA"
5506,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.157092488,"MAI-2483 10",2.5,"MA"
5507,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"UNKN",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050078338,"MAI-2483 10",2.5,"MA"
5508,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MOSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.033421551,"MAI-2483 10",1,"MA"
5509,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.028022312,"MAI-2483 10",1,"MA"
5510,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.045014775,"MAI-2483 10",1,"MA"
5511,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.034474628,"MAI-2483 10",1,"MA"
5512,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.011370136,"MAI-2483 10",1,"MA"
5513,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.032289316,"MAI-2483 10",1,"MA"
5514,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.025817243,"MAI-2483 10",1,"MA"
5515,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"POSP",0,0,0,0,3,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.107205411,"MAI-2483 10",2.5,"MA"
5516,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"POSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.026976472,"MAI-2483 10",1,"MA"
5517,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.032672466,"MAI-2483 10",1,"MA"
5518,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.041117514,"MAI-2483 10",1,"MA"
5519,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.024862018,"MAI-2483 10",1,"MA"
5520,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.010031949,"MAI-2483 10",1,"MA"
5521,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,65,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.055501441,"MAI-2483 10",2.5,"MA"
5522,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,30,"MD","MACA",4,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.110882009,"MAI-2483 10",2.5,"MA"
5523,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,30,"MD","PRED",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.227961487,"MAI-2483 10",2.5,"MA"
5524,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.00700928,"MAI-2483 10",1,"MA"
5525,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,"ALG",10,0,NA,0,0,NA,0,0,0.058551943,"MAI-2483 10",2.5,"MA"
5526,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.014176742,"MAI-2483 10",1,"MA"
5527,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,1,"MD",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.12984949,"MAI-2483 10",2.5,"MA"
5528,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.016322989,"MAI-2483 10",1,"MA"
5529,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.014705441,"MAI-2483 10",1,"MA"
5530,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.339356641,"MAI-2483 10",2.5,"MA"
5531,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.017729072,"MAI-2483 10",1,"MA"
5532,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053314632,"MAI-2483 10",2.5,"MA"
5533,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,-1,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.28296157,"MAI-2483 10",2.5,"MA"
5534,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.013209845,"MAI-2483 10",1,"MA"
5535,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,4,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05677332,"MAI-2483 10",2.5,"MA"
5536,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.009827004,"MAI-2483 10",1,"MA"
5537,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.066507294,"MAI-2483 10",2.5,"MA"
5538,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.235909303,"MAI-2483 10",2.5,"MA"
5539,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.014664925,"MAI-2483 10",1,"MA"
5540,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04984175,"MAI-2483 10",1,"MA"
5541,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MCAP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.023753105,"MAI-2483 10",1,"MA"
5542,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.023189006,"MAI-2483 10",1,"MA"
5543,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.037344878,"MAI-2483 10",1,"MA"
5544,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.112386165,"MAI-2483 10",2.5,"MA"
5545,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,35,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.330619858,"MAI-2483 10",2.5,"MA"
5546,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,1,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.058879623,"MAI-2483 10",2.5,"MA"
5547,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,"PRS",1,0,"DIS",1,0,NA,0,0,0.224969086,"MAI-2483 10",2.5,"MA"
5548,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PCOM",0,0,0,0,75,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.086500462,"MAI-2483 10",2.5,"MA"
5549,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,1,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056129314,"MAI-2483 10",2.5,"MA"
5550,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.156802615,"MAI-2483 10",2.5,"MA"
5551,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.290704403,"MAI-2483 10",2.5,"MA"
5552,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.071192275,"MAI-2483 10",2.5,"MA"
5553,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,35,"EM","MACA",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1.58198656,"MAI-2483 10",2.5,"MA"
5554,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,4,"EM",NA,0,NA,0,NA,0,"BLE",10,1,NA,0,0,NA,0,0,0.104425907,"MAI-2483 10",2.5,"MA"
5555,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.105192633,"MAI-2483 10",2.5,"MA"
5556,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.022020445,"MAI-2483 10",1,"MA"
5557,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059396971,"MAI-2483 10",2.5,"MA"
5558,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.033997941,"MAI-2483 10",1,"MA"
5559,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.139039599,"MAI-2483 10",2.5,"MA"
5560,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.033966601,"MAI-2483 10",1,"MA"
5561,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059286845,"MAI-2483 10",2.5,"MA"
5562,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.075580486,"MAI-2483 10",2.5,"MA"
5563,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.036535052,"MAI-2483 10",1,"MA"
5564,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.095475076,"MAI-2483 10",2.5,"MA"
5565,"CA",2019,"SE1902","MAI-02483","A",10,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.025941666,"MAI-2483 10",1,"MA"
5566,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,3,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.154677115,"MAI-2483 10",2.5,"MA"
5567,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.156458845,"MAI-2483 10",2.5,"MA"
5568,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074096491,"MAI-2483 10",2.5,"MA"
5569,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.090902365,"MAI-2483 10",2.5,"MA"
5570,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.063181009,"MAI-2483 10",2.5,"MA"
5571,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074604289,"MAI-2483 10",2.5,"MA"
5572,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,"ALG",20,0,NA,0,0,NA,0,0,0.093611805,"MAI-2483 10",2.5,"MA"
5573,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,5,"PL",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.09656842,"MAI-2483 10",2.5,"MA"
5574,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,5,"PL",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.061133624,"MAI-2483 10",2.5,"MA"
5575,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"POSP",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.25102934,"MAI-2483 10",2.5,"MA"
5576,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PLOB",0,0,0,0,40,"MD","MACA",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.168385331,"MAI-2483 10",2.5,"MA"
5577,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"PCOM",0,0,0,0,10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056201157,"MAI-2483 10",2.5,"MA"
5578,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.099604919,"MAI-2483 10",2.5,"MA"
5579,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,2,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.08099611,"MAI-2483 10",2.5,"MA"
5580,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,80,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.102596393,"MAI-2483 10",2.5,"MA"
5581,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,70,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.071333723,"MAI-2483 10",2.5,"MA"
5582,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MCAP",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.079676973,"MAI-2483 10",2.5,"MA"
5583,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.062098711,"MAI-2483 10",2.5,"MA"
5584,"CA",2019,"SE1902","MAI-02483","A",10,2.5,1,0,"MPAT",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.054615841,"MAI-2483 10",2.5,"MA"
