"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","REVIEW_ANALYST"
342,"MA",2019,"SE1902","HAW-04278","B",5,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.10800463,"HAW-4278 5",2.5,"CA"
343,"MA",2019,"SE1902","HAW-04278","B",5,2.5,1,0,"PLOB",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.105254454,"HAW-4278 5",2.5,"CA"
357,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.016124516,"HAW-4278 5",1,"CA"
358,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.010824509,"HAW-4278 5",1,"CA"
359,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.03649685,"HAW-4278 5",1,"CA"
360,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.032099999,"HAW-4278 5",1,"CA"
361,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.043164801,"HAW-4278 5",1,"CA"
362,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.018216475,"HAW-4278 5",1,"CA"
363,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.037417242,"HAW-4278 5",1,"CA"
364,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.020729206,"HAW-4278 5",1,"CA"
365,"MA",2019,"SE1902","HAW-04278","B",5,2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059791805,"HAW-4278 5",2.5,"CA"
366,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.035634956,"HAW-4278 5",1,"CA"
367,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.035100998,"HAW-4278 5",1,"CA"
368,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"MOSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.049274132,"HAW-4278 5",1,"CA"
369,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.038301175,"HAW-4278 5",1,"CA"
370,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.03375574,"HAW-4278 5",1,"CA"
371,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.042214334,"HAW-4278 5",1,"CA"
372,"MA",2019,"SE1902","HAW-04278","B",5,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.018740865,"HAW-4278 5",1,"CA"
373,"MA",2019,"SE1902","HAW-04278","B",5,2.5,1,0,"PLOB",0,0,0,0,70,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074653868,"HAW-4278 5",2.5,"CA"
623,"MA",2019,"SE1902","HAW-04299","B",10,2.5,1,0,"PLOB",0,0,0,0,3,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07958574,"HAW-4299 10",2.5,"CA"
624,"MA",2019,"SE1902","HAW-04299","B",10,2.5,1,0,"PLOB",0,0,0,0,60,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069409653,"HAW-4299 10",2.5,"CA"
625,"MA",2019,"SE1902","HAW-04299","B",10,2.5,1,0,"PLOB",0,0,0,0,20,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.071239385,"HAW-4299 10",2.5,"CA"
626,"MA",2019,"SE1902","HAW-04299","B",10,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.084132098,"HAW-4299 10",2.5,"CA"
627,"MA",2019,"SE1902","HAW-04299","B",10,2.5,1,0,"PLOB",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.064757548,"HAW-4299 10",2.5,"CA"
628,"MA",2019,"SE1902","HAW-04299","B",10,2.5,1,0,"PLOB",0,0,0,0,7,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.077473157,"HAW-4299 10",2.5,"CA"
637,"MA",2019,"SE1902","HAW-04299","B",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.028014462,"HAW-4299 10",1,"CA"
638,"MA",2019,"SE1902","HAW-04299","B",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.009974467,"HAW-4299 10",1,"CA"
639,"MA",2019,"SE1902","HAW-04299","B",10,1,1,0,"PMEA",0,-1,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.008319255,"HAW-4299 10",1,"CA"
640,"MA",2019,"SE1902","HAW-04299","B",10,1,1,0,"PMEA",0,-1,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.022992389,"HAW-4299 10",1,"CA"
641,"MA",2019,"SE1902","HAW-04299","B",10,1,1,0,"PMEA",0,-1,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.01765701,"HAW-4299 10",1,"CA"
642,"MA",2019,"SE1902","HAW-04299","B",10,1,1,0,"PLOB",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.015641611,"HAW-4299 10",1,"CA"
643,"MA",2019,"SE1902","HAW-04299","B",10,1,1,0,"PMEA",0,-1,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.031891064,"HAW-4299 10",1,"CA"
703,"RS",2019,"SE1902","KAU-02133","B",15,2.5,1,0,"PMEA",0,0,0,0,0,"BR","PRED",10,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.12552199,"KAU_2133 15",2.5,"CA"
704,"RS",2019,"SE1902","KAU-02133","B",15,2.5,1,0,"PSTE",0,0,0,0,50,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.061718798,"KAU_2133 15",2.5,"CA"
705,"RS",2019,"SE1902","KAU-02133","B",15,2.5,1,0,"PLUT",0,0,0,0,1,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.087358628,"KAU_2133 15",2.5,"CA"
706,"RS",2019,"SE1902","KAU-02133","B",15,2.5,1,0,"PLUT",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0508,"KAU_2133 15",2.5,"CA"
707,"RS",2019,"SE1902","KAU-02133","B",15,1,1,-1,NA,0,-1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0032,"KAU_2133 15",1,"CA"
24,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"PLOB",0,0,0,0,60,"EM",NA,0,NA,0,NA,0,"PRS",1,0,NA,0,0,NA,0,0,0.175632145,"HAW-3433 5",2.5,"CA"
25,"MSL",2019,"SE1902","HAW-03433","A",5,1,1,0,"POCS",0,-1,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.029398129,"HAW-3433 5",1,"CA"
26,"MSL",2019,"SE1902","HAW-03433","A",5,1,1,0,"POCS",0,-1,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.034961121,"HAW-3433 5",1,"CA"
27,"MSL",2019,"SE1902","HAW-03433","A",5,1,1,0,"PMEA",0,-1,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.032546582,"HAW-3433 5",1,"CA"
28,"MSL",2019,"SE1902","HAW-03433","A",5,1,1,0,"POSP",0,-1,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.035420333,"HAW-3433 5",1,"CA"
29,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"MPAT",0,0,0,0,20,"EF",NA,0,NA,0,NA,0,"DIS",10,0,NA,0,0,NA,0,0,0.288698406,"HAW-3433 5",2.5,"CA"
30,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"PLOB",0,0,0,0,10,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.206883566,"HAW-3433 5",2.5,"CA"
31,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"MPAT",0,0,0,0,3,"EF",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.125006,"HAW-3433 5",2.5,"CA"
32,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"PLOB",0,0,0,0,1,"EM",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.252387005,"HAW-3433 5",2.5,"CA"
33,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.257710788,"HAW-3433 5",2.5,"CA"
34,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"PLOB",0,0,0,0,10,"EF",NA,0,NA,0,NA,0,"PRS",1,0,NA,0,0,NA,0,0,0.192170055,"HAW-3433 5",2.5,"CA"
35,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"MPAT",0,0,0,0,90,"EF",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.216223264,"HAW-3433 5",2.5,"CA"
36,"MSL",2019,"SE1902","HAW-03433","A",5,2.5,1,0,"PLOB",0,0,0,0,80,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.196952914,"HAW-3433 5",2.5,"CA"
1381,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,65,"MD",NA,0,NA,0,NA,0,"ALG",5,0,NA,0,0,NA,0,0,0.084141309,"HAW-4257 5",2.5,"CA"
1382,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.014682303,"HAW-4257 5",1,"CA"
1383,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,70,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.118183331,"HAW-4257 5",2.5,"CA"
1384,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.32911191,"HAW-4257 5",2.5,"CA"
1385,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.043026736,"HAW-4257 5",1,"CA"
1386,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04048827,"HAW-4257 5",1,"CA"
1387,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,75,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.252036704,"HAW-4257 5",2.5,"CA"
1388,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.01906725,"HAW-4257 5",1,"CA"
1389,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.025188291,"HAW-4257 5",1,"CA"
1390,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,40,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.22741805,"HAW-4257 5",2.5,"CA"
1391,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.057512781,"HAW-4257 5",2.5,"CA"
1392,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.094142711,"HAW-4257 5",2.5,"CA"
1393,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.034109383,"HAW-4257 5",1,"CA"
1394,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PCOM",0,-1,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.039924929,"HAW-4257 5",1,"CA"
1395,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MCAP",0,0,0,0,35,"EM",NA,0,NA,0,NA,0,"BLE",10,2,NA,0,0,NA,0,0,0.297608148,"HAW-4257 5",2.5,"CA"
1396,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PCOM",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.072847375,"HAW-4257 5",2.5,"CA"
1397,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PCOM",0,-1,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.035468296,"HAW-4257 5",1,"CA"
1398,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,45,"MD","TLS",5,NA,0,NA,0,"SGA",5,0,NA,0,0,NA,0,0,0.319328327,"HAW-4257 5",2.5,"CA"
1399,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.046613519,"HAW-4257 5",1,"CA"
1400,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PCOM",0,0,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.055560866,"HAW-4257 5",2.5,"CA"
1401,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PCOM",0,-1,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.037535317,"HAW-4257 5",1,"CA"
1402,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PCOM",0,0,0,0,5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056041591,"HAW-4257 5",2.5,"CA"
1403,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PCOM",0,-1,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.039486707,"HAW-4257 5",1,"CA"
1404,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.033520143,"HAW-4257 5",1,"CA"
1405,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,40,"MD","UNKN",2,NA,0,NA,0,"SGA",3,0,NA,0,0,NA,0,0,0.647023724,"HAW-4257 5",2.5,"CA"
1406,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,25,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.105068074,"HAW-4257 5",2.5,"CA"
1407,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MCAP",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,"BLE",60,2,NA,0,0,NA,0,0,0.275712913,"HAW-4257 5",2.5,"CA"
1408,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04395566,"HAW-4257 5",1,"CA"
1409,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"POSP",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.013,"HAW-4257 5",1,"CA"
1410,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"POSP",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.022588714,"HAW-4257 5",1,"CA"
1411,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"POCS",0,-1,0,0,0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.029477111,"HAW-4257 5",1,"CA"
1412,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.041830372,"HAW-4257 5",1,"CA"
1413,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PCOM",0,0,0,0,5,"BR",NA,0,NA,0,NA,0,"ALG",5,0,NA,0,0,NA,0,0,0.0668,"HAW-4257 5",2.5,"CA"
1414,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0516,"HAW-4257 5",2.5,"CA"
1415,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.012757743,"HAW-4257 5",1,"CA"
1416,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.022624101,"HAW-4257 5",1,"CA"
1417,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PCOM",0,-1,0,0,0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.035155227,"HAW-4257 5",1,"CA"
1418,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"PLOB",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.012788276,"HAW-4257 5",1,"CA"
1419,"RS",2019,"SE1902","HAW-04257","A",5,1,1,0,"MPAT",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.014682301,"HAW-4257 5",1,"CA"
1420,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,75,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.117805008,"HAW-4257 5",2.5,"CA"
1421,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MCAP",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.113918742,"HAW-4257 5",2.5,"CA"
1422,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.137215232,"HAW-4257 5",2.5,"CA"
1423,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MCAP",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,"BLE",100,3,NA,0,0,NA,0,0,0.057071359,"HAW-4257 5",2.5,"CA"
1424,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,30,"MD",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.712365033,"HAW-4257 5",2.5,"CA"
1425,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MCAP",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,"DIS",20,0,NA,0,0,NA,0,0,0.213669512,"HAW-4257 5",2.5,"CA"
1426,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MCAP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.065437757,"HAW-4257 5",2.5,"CA"
1427,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MCAP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.071331971,"HAW-4257 5",2.5,"CA"
1428,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,60,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.139208369,"HAW-4257 5",2.5,"CA"
1429,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.083678014,"HAW-4257 5",2.5,"CA"
1430,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,80,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.208421209,"HAW-4257 5",2.5,"CA"
1431,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0524,"HAW-4257 5",2.5,"CA"
1432,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MCAP",0,0,0,0,40,"EM",NA,0,NA,0,NA,0,"BLE",50,2,NA,0,0,NA,0,0,0.163313962,"HAW-4257 5",2.5,"CA"
1433,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06997321,"HAW-4257 5",2.5,"CA"
1434,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PCOM",0,0,0,0,10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.178575614,"HAW-4257 5",2.5,"CA"
1435,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,90,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.156270183,"HAW-4257 5",2.5,"CA"
1436,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.223949324,"HAW-4257 5",2.5,"CA"
1437,"RS",2019,"SE1902","HAW-04257","A",5,2.5,1,0,"MPAT",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.096564693,"HAW-4257 5",2.5,"CA"
