Source.Name,FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,JUVENILE,FRAGMENT,REMNANT,OLDDEAD,MORPH_CODE,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Shape_Leng,SEGAREA,site_seg,REVIEW_ANALYST,Lump_Split_Error,SPCODE_CORRECT,MORPH_CORRECT,RDCAUSE_CORRECT,CONDITION_CORRECT,SEVERITY_CORRECT,SIZE_CORRECT,DELETE_COLONY,OLD_DEAD_CORRECT
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6403,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046874513,1,MAI-02530_10,CSC,Lump with 6358,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6421,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026215454,1,MAI-02530_10,CSC,Lump with 6358,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6422,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018919037,1,MAI-02530_10,CSC,Lump with 6358,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6423,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038491167,1,MAI-02530_10,CSC,Lump with 6358,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6404,FL,2019,SE1902,MAI-02530,A,10,2.5,1,0,PLUT,0,0,0,0,5,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06662507,2.5,MAI-02530_10,CSC,Lump with 6359,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6377,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015047924,1,MAI-02530_10,CSC,lump with 6376,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6378,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046760025,1,MAI-02530_10,CSC,lump with 6376,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6392,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016636406,1,MAI-02530_10,CSC,lump with 6376,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6393,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013761541,1,MAI-02530_10,CSC,lump with 6376,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6394,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040898533,1,MAI-02530_10,CSC,lump with 6376,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6405,FL,2019,SE1902,MAI-02530,A,10,2.5,1,0,PLUT,0,0,0,0,10,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.052554353,2.5,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6408,FL,2019,SE1902,MAI-02530,A,10,2.5,1,0,PLUT,0,0,0,0,15,EM,TLS,3,NA,0,NA,0,PRS,1,0,NA,0,0,NA,0,0,0.105072356,2.5,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,ALG,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6409,FL,2019,SE1902,MAI-02530,A,10,2.5,1,0,PLUT,0,0,0,0,25,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.097785276,2.5,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6406,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037200672,1,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6407,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014280408,1,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6410,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011107204,1,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6424,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004022437,1,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6425,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016148375,1,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6426,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLUT,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008839118,1,MAI-02530_10,CSC,Lump with 6405,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6412,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008832326,1,MAI-02530_10,CSC,Lump with 6412,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6413,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005721887,1,MAI-02530_10,CSC,Lump with 6412,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6414,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLOB,0,-1,0,0,NA,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021115398,1,MAI-02530_10,CSC,Lump with 6412,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6415,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002420744,1,MAI-02530_10,CSC,Lump with 6412,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6416,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLOB,0,-1,0,0,NA,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013261222,1,MAI-02530_10,CSC,Lump with 6412,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6417,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018809572,1,MAI-02530_10,CSC,Lump with 6412,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CSCAdultAndJuveniles.csv,6420,FL,2019,SE1902,MAI-02530,A,10,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048746897,1,MAI-02530_10,CSC,Lump with 6412,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2336,AH,2019,SE1902,HAW-04277,A,10,2.5,1,0,POSP,0,0,0,0,80,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.181408931,2.5,HAW-04277_10,CA,Lump with FID #2336,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2337,AH,2019,SE1902,HAW-04277,A,10,2.5,1,0,POSP,0,0,0,0,25,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.218137227,2.5,HAW-04277_10,CA,Lump with FID #2336,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2343,AH,2019,SE1902,HAW-04277,A,10,2.5,1,0,PLUT,0,0,0,0,20,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.184805006,2.5,HAW-04277_10,CA,Lump with FID #2344,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2342,AH,2019,SE1902,HAW-04277,A,10,2.5,1,0,PLUT,0,0,0,0,35,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.199792818,2.5,HAW-04277_10,CA,Lump with FID #2344,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2344,AH,2019,SE1902,HAW-04277,A,10,2.5,1,0,PLUT,0,0,0,0,65,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.384219338,2.5,HAW-04277_10,CA,Lump with FID #2344,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2346,AH,2019,SE1902,HAW-04277,A,10,1,1,0,POSP,0,-1,0,0,NA,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023231228,1,HAW-04277_10,CA,Lump with FID #2346,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2345,AH,2019,SE1902,HAW-04277,A,10,1,1,0,POSP,0,-1,0,0,NA,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027674175,1,HAW-04277_10,CA,Lump with FID #2346,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2360,AH,2019,SE1902,HAW-04277,A,10,1,1,0,POSP,0,-1,0,0,NA,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013124404,1,HAW-04277_10,CA,Lump with FID #2357,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2358,AH,2019,SE1902,HAW-04277,A,10,1,1,0,POSP,0,-1,0,0,NA,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028393837,1,HAW-04277_10,CA,Lump with FID #2357,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2359,AH,2019,SE1902,HAW-04277,A,10,1,1,0,POSP,0,-1,0,0,NA,MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031308146,1,HAW-04277_10,CA,Lump with FID #2357,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2354,AH,2019,SE1902,HAW-04277,A,10,1,1,0,POSP,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046640111,1,HAW-04277_10,CA,Lump with FID #2357,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,2357,AH,2019,SE1902,HAW-04277,A,10,2.5,1,0,POSP,0,0,0,0,35,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.130222272,2.5,HAW-04277_10,CA,Lump with FID #2357,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,5420,FL,2019,SE1902,MAI-02466,A,10,2.5,1,0,PCOM,0,0,0,0,10,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.067412305,2.5,MAI-02466_10,CA,Lump with FID #5420,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,5442,FL,2019,SE1902,MAI-02466,A,10,2.5,1,0,MCAP,0,0,0,0,0,EC,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1.073731014,2.5,MAI-02466_10,CA,Lump with FID #5433,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,5433,FL,2019,SE1902,MAI-02466,A,10,2.5,1,0,MCAP,0,0,0,0,20,LC,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,1.995475085,2.5,MAI-02466_10,CA,Lump with FID #5433,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,5436,FL,2019,SE1902,MAI-02466,A,10,2.5,1,0,PCOM,0,0,0,0,30,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.8136927,2.5,MAI-02466_10,CA,Lump with FID #5441,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,5441,FL,2019,SE1902,MAI-02466,A,10,2.5,1,0,PCOM,0,0,0,0,25,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.145460166,2.5,MAI-02466_10,CA,Lump with FID #5441,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,737,MA,2019,SE1902,HAW-04221,A,10,2.5,1,0,PLOB,0,0,0,0,40,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.147293585,2.5,HAW-04221_10,CA,Lump with FID #686,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,685,MA,2019,SE1902,HAW-04221,A,10,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045223224,1,HAW-04221_10,CA,Lump with FID #686,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,686,MA,2019,SE1902,HAW-04221,A,10,2.5,1,0,PLOB,0,0,0,0,55,MD,TLS,2,NA,0,NA,0,ALG,1,0,NA,0,0,NA,0,0,0.282840255,2.5,HAW-04221_10,CA,Lump with FID #686,NA,NA,PRED,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,903,MA,2019,SE1902,OAH-03235,B,0,2.5,1,0,PLOB,0,0,0,0,15,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.362631066,2.5,OAH-03235_0,CA,Lump with FID #901,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,901,MA,2019,SE1902,OAH-03235,B,0,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017200291,1,OAH-03235_0,CA,Lump with FID #901,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,902,MA,2019,SE1902,OAH-03235,B,0,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025800194,1,OAH-03235_0,CA,Lump with FID #901,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,919,MA,2019,SE1902,OAH-03235,B,0,2.5,1,0,PLOB,0,0,0,0,55,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.114929413,2.5,OAH-03235_0,CA,Lump with FID #919,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,924,MA,2019,SE1902,OAH-03235,B,0,2.5,1,0,PLOB,0,0,0,0,55,EM,NA,0,NA,0,NA,0,ALG,1,0,NA,0,0,NA,0,0,0.137728174,2.5,OAH-03235_0,CA,Lump with FID #919,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,918,MA,2019,SE1902,OAH-03235,B,0,1,1,0,PLOB,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024361445,1,OAH-03235_0,CA,Lump with FID #919,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,896,MA,2019,SE1902,OAH-03235,B,0,2.5,1,0,PLOB,0,0,0,0,25,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.158369252,2.5,OAH-03235_0,CA,Lump with FID #931,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_CAAdultAndJuveniles_FINAL.csv,931,MA,2019,SE1902,OAH-03235,B,0,1,1,0,MCAP,0,-1,0,0,NA,EM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012201639,1,OAH-03235_0,CA,Lump with FID #931,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_MAAdultAndJuveniles_Complete.csv,2189,RS,2019,SE1902,HAW-04272,A,15,2.5,1,0,PLOB,0,0,0,0,35,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.294661976,2.5,HAW-04272_15,MA,Lump with FID 2190,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_RSAdultAndJuveniles.csv,4924,FL,2019,SE1902,LAN-01819,A,0,2.5,1,0,POSP,0,0,0,0,10,EF,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05313991,2.5,LAN-01819_0,RS,LUMP WITH JUV NEXT TO IT,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_MSLAdultAndJuveniles.csv,2829,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,20,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.104480667,2.5,HAW-04294_15,MSL,Lump_With_2829,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_MSLAdultAndJuveniles.csv,2830,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,3,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.090864734,2.5,HAW-04294_15,MSL,Lump_With_2829,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_MSLAdultAndJuveniles.csv,2834,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,POSP,0,0,0,0,20,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.090603532,2.5,HAW-04294_15,MSL,Lump_With_2835,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_MSLAdultAndJuveniles.csv,2835,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,50,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.143606823,2.5,HAW-04294_15,MSL,Lump_With_2835,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_MSLAdultAndJuveniles.csv,2847,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,25,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.162508583,2.5,HAW-04294_15,MSL,Lump_With_2848,NA,NA,NA,NA,NA,NA,NA,NA
Benthic_SfM_ReviewAssignments_MSLAdultAndJuveniles.csv,2848,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,10,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.170266644,2.5,HAW-04294_15,MSL,Lump_With_2848,NA,NA,NA,NA,NA,NA,NA,NA
