FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,JUVENILE,FRAGMENT,REMNANT,OLDDEAD,MORPH_CODE,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Shape_Leng
21,RS,2019,SE1902,HAW-4220,A,0,1,1, ,POSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.009391485
22,RS,2019,SE1902,HAW-4220,A,0,1,1, ,POSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013792752
23,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,MPAT, ,0, , ,5,EM, ,0, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.060537014
24,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MCAP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018681007
25,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MCAP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016635504
26,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013301504
27,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,PLOB, ,0, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.052349595
28,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.033517906
29,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008570881
30,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MOSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011652038
31,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MOSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007900001
32,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MCAP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.010444616
33,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MOSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0112272
34,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034482024
35,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PMEA, ,-1, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007930952
36,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.041773796
37,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.006815423
38,RS,2019,SE1902,HAW-4220,A,0,1,1, ,POSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.005830951
39,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MOSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011951986
40,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008472307
41,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,MPAT, ,0, , ,10,EM, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.054976359
42,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020152667
43,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,MCAP, ,0, , ,10,EM, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.050527714
44,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01814635
45,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008309632
46,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012050312
47,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,PMEA, ,0, , ,0,BR, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.276881059
48,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.048016038
49,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PMEA, ,-1, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011618089
50,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PMEA, ,-1, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0129
51,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,PLOB, ,0, , ,30,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.087750783
52,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PMEA, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01366931
53,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MOSP, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012870508
54,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016678429
55,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019840362
56,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013043006
57,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013618003
58,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.006606815
59,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,PLOB, ,0, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050884674
60,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011214723
61,RS,2019,SE1902,HAW-4220,A,0,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017960513
62,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MCAP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.023098268
63,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,PLOB, ,0, , ,60,MD, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.0942
64,RS,2019,SE1902,HAW-4220,A,0,1,1, ,MCAP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.029086938
65,RS,2019,SE1902,HAW-4220,A,0,2.5,1, ,PLUT, ,0, , ,10,MD, ,0, ,0, ,0,BLE,3,100, ,0,0, ,0,0,0.124163963
66,RS,2019,SE1902,HAW-4220,A,5,2.5,1, ,PMEA, ,0, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.052280971
67,RS,2019,SE1902,HAW-4220,A,5,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.037223916
68,RS,2019,SE1902,HAW-4220,A,5,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007375636
69,RS,2019,SE1902,HAW-4220,A,5,1,1, ,MPAT, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007409453
70,RS,2019,SE1902,HAW-4220,A,5,1,1, ,MOSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026593232
71,RS,2019,SE1902,HAW-4220,A,5,1,1, ,MOSP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027877052
72,RS,2019,SE1902,HAW-4220,A,5,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026430475
73,RS,2019,SE1902,HAW-4220,A,5,1,1, ,PMEA, ,-1, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011131936
74,RS,2019,SE1902,HAW-4220,A,5,2.5,1, ,PMEA, ,0, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.057238536
75,RS,2019,SE1902,HAW-4220,A,5,1,1, ,MCAP, ,-1, , ,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017424408
76,RS,2019,SE1902,HAW-4220,A,5,1,1, ,PLOB, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008736132
77,RS,2019,SE1902,HAW-4220,A,5,2.5,1, ,PMEA, ,0, , ,90,BR, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061773944
78,RS,2019,SE1902,HAW-4220,A,5,2.5,1, ,PMEA, ,0, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054253664
79,RS,2019,SE1902,HAW-4220,A,5,2.5,1, ,PLUT, ,0, , ,15,MD, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.064797068
80,RS,2019,SE1902,HAW-4220,A,5,2.5,1, ,PLOB, ,0, , ,50,MD, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.112083183
81,RS,2019,SE1902,HAW-4220,A,10,1,1, ,PMEA, ,-1, , ,0,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022327114
82,RS,2019,SE1902,HAW-4220,A,10,1,1, ,POSP, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.004428317
83,RS,2019,SE1902,HAW-4220,A,10,1,1, ,POSP, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.004965883
84,RS,2019,SE1902,HAW-4220,A,10,1,1, ,PMEA, ,-1, , ,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011950731
85,RS,2019,SE1902,HAW-4220,A,10,2.5,1,-1, , ,0, , ,0, , ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028983616
86,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,2,EM, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.102957903
87,MA,2019,SE1902,HAW-4221,A,5,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.011950732
88,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,30,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.357193785
89,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,40,EM, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.414131018
90,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,30,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.304839712
91,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,25,EM, ,0, ,0, ,0,SGA,5,0, ,0,0, ,0,0,0.591626006
92,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PRUS,0,0,0,0,15,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.17045894
93,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,15,EM, ,0, ,0, ,0,SGA,5,0, ,0,0, ,0,0,0.16308504
94,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PRUS,0,0,0,0,10,EC, ,0, ,0, ,0,ALG,3,0, ,0,0, ,0,0,0.215042043
95,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLUT,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.125091687
96,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLUT,0,0,0,0,10,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.255047781
97,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,MCAP,0,0,0,0,0,EM, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.083144513
98,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PMEA,0,0,0,0,0,BR,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.323702857
99,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,5,EM, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.199128702
100,MA,2019,SE1902,HAW-4221,A,5,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.005940538
101,MA,2019,SE1902,HAW-4221,A,5,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.005630276
102,MA,2019,SE1902,HAW-4221,A,5,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008149235
103,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,55,MD, ,0, ,0, ,0,SGA,3,0, ,0,0, ,0,0,0.200904205
104,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,0,3,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084261557
105,MA,2019,SE1902,HAW-4221,A,5,2.5,1,0,PLOB,0,0,0,-1,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.044900446
106,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,10,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.514527299
107,MA,2019,SE1902,HAW-4221,A,10,1,1,0,POSP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.033759294
108,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.037903299
109,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.04070823
110,MA,2019,SE1902,HAW-4221,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045223224
111,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,55,MD, ,0, ,0, ,0,ALG,4,0, ,0,0, ,0,0,0.282840255
112,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.03515736
113,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017489712
114,MA,2019,SE1902,HAW-4221,A,10,1,1,0,PLOB,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.029104295
115,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,30,MD, ,0, ,0, ,0,DIS,10,0, ,0,0, ,0,0,0.143544418
116,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,2,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.068394152
117,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PMEA,0,0,0,0,5,BR, ,0, ,0, ,0,BLE,10,2, ,0,0, ,0,0,0.313944358
118,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PMEA,0,0,0,0,35,BR, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.102644288
119,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,30,EM,COTS,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.151866553
120,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,70,MD, ,0, ,0, ,0,SGA,2,0, ,0,0, ,0,0,0.519811783
121,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLUT,0,0,0,0,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.240490333
122,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,POSP,0,0,0,0,50,EM, ,0, ,0, ,0,PRS,5,0,ALG,60,0, ,0,0,0.153444615
123,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,10,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.233013326
124,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MPAT,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012209013
125,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,5,EM, ,0, ,0, ,0,ALG,3,0, ,0,0, ,0,0,0.082462354
126,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0142088
127,MA,2019,SE1902,HAW-4221,A,10,1,1,0,POSP,0,-1,0,0,0,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0106
128,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02223803
129,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017315888
130,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.128210958
131,MA,2019,SE1902,HAW-4221,A,10,1,1,0,PMEA,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020883725
132,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02413048
133,MA,2019,SE1902,HAW-4221,A,10,1,1,0,MCAP,0,-1,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022495556
134,MA,2019,SE1902,HAW-4221,A,10,2.5,1,0,MCAP,0,0,0,0,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060094759
135,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,-1,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.491067093
136,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,50,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.127104721
137,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,MCAP,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.065132865
138,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,MCAP,0,0,0,0,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.148696268
139,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,-1,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.249307541
140,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,-1,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024318717
141,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,-1,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.172647443
142,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,85,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.245815805
143,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,70,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.155185115
144,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,10,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.129521928
145,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,POCS,0,0,0,0,3,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.059604111
146,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,MCAP,0,0,0,0,15,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050471378
147,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,40,MD, ,0, ,0, ,0,ALG,3,0, ,0,0, ,0,0,0.712788159
148,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PMEA,0,0,0,0,0,BR, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.095505078
149,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,0,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064212304
150,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PMEA,0,0,0,0,0,BR, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.226612201
151,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,5,EM, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.098320141
152,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PMEA,0,0,0,0,0,BR, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.074882841
153,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PCOM,0,0,0,0,15,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.192890902
154,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PCOM,0,0,0,0,20,KN, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.134413577
155,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,10,MD, ,0, ,0, ,0,SGA,3,0, ,0,0, ,0,0,0.151105792
156,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,POSP,0,0,0,0,3,EM, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.079859877
157,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,30,MD, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.200882178
158,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,20,EM, ,0, ,0, ,0,ALG,1,0, ,0,0, ,0,0,0.193650923
159,MA,2019,SE1902,HAW-4221,A,15,2.5,1,0,PLOB,0,0,0,0,2,MD, ,0, ,0, ,0,DIS,4,0, ,0,0, ,0,0,0.069358921
