"","X.1","X","SITEVISITID","REGION","ISLAND","SITE","OLD_SITE","OCC_SITEID","REEF_ZONE","DEPTH_BIN","ROUNDID","MISSIONID","OBS_YEAR","DATE_","HABITAT_CODE","LATITUDE_SV","LONGITUDE_SV","LATITUDE_LOV","LONGITUDE_LOV","EXCLUDE_FLAG","CLIMATE_STATION_YN","PERM_SITE","TRANSECT_PHOTOS","PHOTOMOSAIC_YN","new_MIN_DEPTH_M","new_MAX_DEPTH_M","benth","fish","arms_d","arms_r","cau_d","cau_r","microb","ARMS","Benthic","CAU","Fish","Oceanography","HUMANS20","HUMANS200","TYPE","ANALYSIS_SCHEME","bANALYSIS_SCHEME","ANALYSIS_YEAR","TUT2012","OTHER_AREA_GROUPING","SPECIAL_PROJ_YN","SPECIAL_PROJ_DESCRIPTION","depth_bin","SEC_NAME"
"16",12483,NA,51426,"SAMOA","Tutuila","TUT-05738","TUT-5738",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/17/2023 14.49.33","AGR",-14.277459,-170.60733,-14.277459,-170.60733,0,0,0,-1,0,2.133495885,3.352636391,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_SE_OPEN"
"17",12484,NA,51484,"SAMOA","Tutuila","TUT-05913","TUT-5913",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/20/2023 10.19.30","PAV",-14.294678,-170.565554,-14.294678,-170.565554,0,0,0,-1,-1,19.20146297,20.11581835,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_AUNUU_A"
"18",12485,NA,51485,"SAMOA","Tutuila","TUT-05804","TUT-5804",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/20/2023 11.33.12","RRB",-14.30062,-170.573322,-14.30062,-170.573322,0,0,0,-1,-1,17.06796708,17.67753734,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_AUNUU_A"
"19",12486,NA,51486,"SAMOA","Tutuila","TUT-05713","TUT-5713",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/20/2023 13.07.19","AGR",-14.290293,-170.550115,-14.290293,-170.550115,0,0,0,-1,0,12.19140506,13.71533069,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_AUNUU_A"
"20",12487,NA,51487,"SAMOA","Tutuila","TUT-05909","TUT-5909",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/20/2023 13.59.30","PAV",-14.280773,-170.545029,-14.280773,-170.545029,0,0,0,-1,0,12.49619019,14.02011582,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_FAGATELE"
"21",12488,NA,51488,"SAMOA","Tutuila","TUT-05807","TUT-5807",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/20/2023 15.09.33","AGR",-14.293184,-170.555268,-14.293184,-170.555268,0,0,0,-1,0,10.3626943,10.97226455,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_AUNUU_A"
"22",12489,NA,51404,"SAMOA","Tutuila","TUT-05893","TUT-5893",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/16/2023 09.34.51","AGR",-14.284088,-170.736017,-14.284088,-170.736017,0,0,0,-1,0,22.24931423,22.85888449,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_NW_OPEN"
"23",12490,NA,51405,"SAMOA","Tutuila","TUT-05816","TUT-5816",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/16/2023 11.04.44","ROB",-14.236681,-170.672114,-14.236681,-170.672114,0,0,0,-1,0,17.37275221,18.28710759,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
"24",12491,NA,51406,"SAMOA","Tutuila","TUT-05831","TUT-5831",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/16/2023 12.43.01","AGR",-14.243888,-170.681417,-14.243888,-170.681417,0,0,0,-1,0,13.41054557,13.71533069,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
"25",12492,NA,51407,"SAMOA","Tutuila","TUT-05727","TUT-5727",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/16/2023 14.07.36","SAG",-14.252155,-170.688808,-14.252155,-170.688808,0,0,0,-1,0,4.876562024,5.486132277,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_NE_OPEN"
"26",12493,NA,51480,"SAMOA","Tutuila","TUT-05917","TUT-5917",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/20/2023 10.10.57","PAV",-14.281004,-170.541732,-14.281004,-170.541732,0,0,0,-1,-1,21.33495885,21.94452911,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_AUNUU_B"
"27",12494,NA,51481,"SAMOA","Tutuila","TUT-05810","TUT-5810",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/20/2023 12.02.01","PAV",-14.27945,-170.5477,-14.27945,-170.5477,0,0,0,-1,-1,10.3626943,11.58183481,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_AUNUU_B"
"28",12495,NA,51482,"SAMOA","Tutuila","TUT-05811","TUT-5811",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/20/2023 13.42.01","PAV",-14.277155,-170.54864,-14.277155,-170.54864,0,0,0,-1,-1,10.05790917,10.3626943,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_AUNUU_B"
"29",12496,NA,51483,"SAMOA","Tutuila","TUT-05968","TUT-5968",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/20/2023 14.49.15","PAV",-14.282696,-170.545021,-14.282696,-170.545021,0,0,0,-1,-1,12.19140506,13.10576044,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_AUNUU_B"
"30",12497,NA,51302,"SAMOA","Tutuila","TUT-05771","TUT-5771",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/10/2023 12.41.07","AGR",-14.287967,-170.752932,-14.287967,-170.752932,0,0,0,-1,0,13.10576044,14.32490094,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
"31",12498,NA,51303,"SAMOA","Tutuila","TUT-05687","TUT-5687",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/10/2023 14.03.10","SAG",-14.289917,-170.741763,-14.289917,-170.741763,0,0,0,-1,0,3.047851265,3.962206644,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_NW_OPEN"
"32",12499,NA,51304,"SAMOA","Tutuila","TUT-05997","TUT-5997",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/10/2023 09.46.06","AGR",-14.300914,-170.823822,-14.300914,-170.823822,0,0,0,-1,-1,18.28710759,20.11581835,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_NW_OPEN"
"33",12500,NA,51305,"SAMOA","Tutuila","TUT-05767","TUT-5767",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/10/2023 11.27.12","AGR",-14.299424,-170.81431,-14.299424,-170.81431,0,0,0,-1,-1,7.619628162,8.838768668,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
"34",12501,NA,51306,"SAMOA","Tutuila","TUT-05770","TUT-5770",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/10/2023 12.41.21","AGR",-14.29198,-170.802564,-14.29198,-170.802564,0,0,0,-1,0,9.448338921,10.66747943,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
"35",12502,NA,51307,"SAMOA","Tutuila","TUT-05690","TUT-5690",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/10/2023 14.35.40","AGR",-14.291769,-170.780676,-14.291769,-170.780676,0,0,0,-1,-1,3.962206644,5.790917403,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_NW_OPEN"
"36",12503,NA,51324,"SAMOA","Tutuila","TUT-05926","TUT-5926",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/11/2023 09.52.12","AGR",-14.255223,-170.605367,-14.255223,-170.605367,0,0,0,-1,-1,21.03017373,21.94452911,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_NE_OPEN"
"37",12504,NA,51325,"SAMOA","Tutuila","TUT-05820","TUT-5820",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/11/2023 11.08.36","AGR",-14.25195,-170.614679,-14.25195,-170.614679,0,0,0,-1,0,11.27704968,12.80097531,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
"38",12505,NA,51326,"SAMOA","Tutuila","TUT-05822","TUT-5822",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/11/2023 13.22.28","ROB",-14.25291,-170.645889,-14.25291,-170.645889,0,0,0,-1,-1,10.05790917,10.3626943,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
"39",12506,NA,51327,"SAMOA","Tutuila","TUT-05719","TUT-5719",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/11/2023 14.09.24","AGR",-14.246694,-170.668482,-14.246694,-170.668482,0,0,0,-1,-1,5.18134715,5.790917403,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_NE_OPEN"
"40",12507,NA,51340,"SAMOA","Tutuila","TUT-05984","TUT-5984",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/12/2023 09.48.39","AGR",-14.34741,-170.720946,-14.34741,-170.720946,0,0,0,-1,0,23.46845474,24.07802499,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_SE_OPEN"
"41",12508,NA,51341,"SAMOA","Tutuila","TUT-05839","TUT-5839",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/12/2023 11.15.02","PAV",-14.337132,-170.706878,-14.337132,-170.706878,0,0,0,-1,0,13.71533069,14.02011582,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"42",12509,NA,51342,"SAMOA","Tutuila","TUT-05861","TUT-5861",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/12/2023 12.38.39","AGR",-14.308106,-170.691336,-14.308106,-170.691336,0,0,0,-1,0,10.3626943,12.19140506,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"43",12510,NA,51343,"SAMOA","Tutuila","TUT-05865","TUT-5865",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/12/2023 14.15.22","AGR",-14.300534,-170.674962,-14.300534,-170.674962,0,0,0,-1,0,9.448338921,10.3626943,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"44",12511,NA,51344,"SAMOA","Tutuila","TUT-05937","TUT-5937",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/12/2023 09.47.15","AGR",-14.360202,-170.7354,-14.360202,-170.7354,0,0,0,-1,0,19.5062481,20.7253886,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_SE_OPEN"
"45",12512,NA,51345,"SAMOA","Tutuila","TUT-05862","TUT-5862",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/12/2023 11.14.16","AGR",-14.342123,-170.719567,-14.342123,-170.719567,0,0,0,-1,0,12.19140506,12.80097531,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"46",12513,NA,51346,"SAMOA","Tutuila","TUT-05864","TUT-5864",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/12/2023 13.03.58","AGR",-14.337464,-170.712544,-14.337464,-170.712544,0,0,0,-1,0,9.143553795,9.448338921,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"47",12514,NA,51347,"SAMOA","Tutuila","TUT-05860","TUT-5860",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/12/2023 14.03.10","AGR",-14.32705,-170.694368,-14.32705,-170.694368,0,0,0,-1,0,9.143553795,10.3626943,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"48",12515,NA,51400,"SAMOA","Tutuila","TUT-05888","TUT-5888",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/16/2023 09.22.04","AGR",-14.264252,-170.714077,-14.264252,-170.714077,0,0,0,-1,0,20.11581835,20.7253886,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_NW_OPEN"
"49",12516,NA,51401,"SAMOA","Tutuila","TUT-05825","TUT-5825",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/16/2023 10.39.49","AGR",-14.249282,-170.690557,-14.249282,-170.690557,0,0,0,-1,0,13.71533069,14.32490094,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_NE_OPEN"
"50",12517,NA,51402,"SAMOA","Tutuila","TUT-05922","TUT-5922",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/16/2023 12.25.05","PAV",-14.24664,-170.687113,-14.24664,-170.687113,0,0,0,-1,0,10.05790917,11.27704968,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_NE_OPEN"
"51",12518,NA,51403,"SAMOA","Tutuila","TUT-05728","TUT-5728",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/16/2023 13.41.42","PAV",-14.240018,-170.675025,-14.240018,-170.675025,0,0,0,-1,0,5.18134715,5.790917403,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_NE_OPEN"
"52",12519,NA,51420,"SAMOA","Tutuila","TUT-05938","TUT-5938",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/17/2023 09.31.40","AGR",-14.295733,-170.651475,-14.295733,-170.651475,0,0,0,-1,0,20.42060347,21.63974398,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_SE_OPEN"
"53",12520,NA,51421,"SAMOA","Tutuila","TUT-05863","TUT-5863",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/17/2023 12.07.33","AGR",-14.283092,-170.606971,-14.283092,-170.606971,0,0,0,-1,0,11.88661993,12.80097531,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"54",12521,NA,51422,"SAMOA","Tutuila","TUT-05853","TUT-5853",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/17/2023 13.48.23","AGR",-14.28321,-170.62463,-14.28321,-170.62463,0,0,0,-1,0,11.27704968,12.19140506,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_SE_OPEN"
"55",12522,NA,51440,"SAMOA","Tutuila","TUT-05906","TUT-5906",NA,"Forereef","Deep",188,"RA2301_LEG3",2023,"04/18/2023 10.09.50","AGR",-14.366136,-170.764082,-14.366136,-170.764082,0,0,0,-1,-1,23.77323987,24.38281012,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"DEEP","TUT_FAGATELE"
"56",12523,NA,51441,"SAMOA","Tutuila","TUT-05797","TUT-5797",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/18/2023 11.22.17","AGR",-14.365622,-170.762868,-14.365622,-170.762868,0,0,0,-1,-1,10.97226455,11.88661993,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_FAGATELE"
"57",12524,NA,51442,"SAMOA","Tutuila","TUT-05795","TUT-5795",NA,"Forereef","Mid",188,"RA2301_LEG3",2023,"04/18/2023 12.44.32","AGR",-14.364058,-170.761836,-14.364058,-170.761836,0,0,0,-1,-1,6.400487656,7.924413289,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"MID","TUT_FAGATELE"
"58",12525,NA,51443,"SAMOA","Tutuila","TUT-05709","TUT-5709",NA,"Forereef","Shallow",188,"RA2301_LEG3",2023,"04/18/2023 14.07.07","AGR",-14.365412,-170.761482,-14.365412,-170.761482,0,0,0,-1,-1,3.962206644,4.876562024,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,"RANDOM","RAMP_BASIC","RAMP_BASIC","2023",NA,NA,NA,NA,"SHAL","TUT_FAGATELE"
