"ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","FRAGMENT","JUVENILE","REMNANT","OLD_DEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Length","site_seg","COLONYID"
"NBO",2022,"RA2201","GUA-2730","A","15",2.5,1,0,"AMYR",0,0,0,0,80,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114678208,"GUA-2730 15",98
"NBO",2022,"RA2201","GUA-2730","A","15",2.5,1,0,"UNKN",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054797656,"GUA-2730 15",99
"NBO",2022,"RA2201","GUA-2730","A","15",2.5,1,0,"TURS",0,0,0,0,45,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10195897,"GUA-2730 15",100
"NBO",2022,"RA2201","GUA-2730","A","15",2.5,1,0,"AMYR",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060719864,"GUA-2730 15",101
"NBO",2022,"RA2201","GUA-2730","A","15",2.5,1,0,"AMYR",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100747996,"GUA-2730 15",102
"NBO",2022,"RA2201","GUA-2730","A","15",2.5,1,0,"AMYR",0,0,0,0,85,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086626171,"GUA-2730 15",103
"NBO",2022,"RA2201","GUA-2730","A","15",2.5,1,0,"UNKN",0,0,0,0,60,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081230519,"GUA-2730 15",104
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189263199,"MAU-1222 5",105
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052708841,"MAU-1222 5",106
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060605275,"MAU-1222 5",107
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064253716,"MAU-1222 5",108
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"ACUR",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109667781,"MAU-1222 5",109
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,55,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193941224,"MAU-1222 5",111
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FASP",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073910719,"MAU-1222 5",112
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101137682,"MAU-1222 5",113
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0499771,"MAU-1222 5",114
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098316996,"MAU-1222 5",115
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,10,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065293016,"MAU-1222 5",116
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FASP",0,0,0,0,7,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052166142,"MAU-1222 5",117
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,1,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078729846,"MAU-1222 5",118
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045569068,"MAU-1222 5",119
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,30,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178965127,"MAU-1222 5",120
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,7,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06759857,"MAU-1222 5",121
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067094717,"MAU-1222 5",122
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047275353,"MAU-1222 5",123
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180434639,"MAU-1222 5",124
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FSTE",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077347879,"MAU-1222 5",125
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,1,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084271303,"MAU-1222 5",126
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079710464,"MAU-1222 5",127
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,60,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221097715,"MAU-1222 5",128
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,65,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068412694,"MAU-1222 5",129
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,40,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164320464,"MAU-1222 5",130
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062631626,"MAU-1222 5",131
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,-1,0,0,55,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065926293,"MAU-1222 5",132
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,"ALG",5,NA,NA,NA,NA,NA,NA,NA,0.064424465,"MAU-1222 5",133
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PVAR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066110516,"MAU-1222 5",134
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,"BLE",75,2,NA,NA,NA,NA,NA,NA,0.128717155,"MAU-1222 5",135
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085211517,"MAU-1222 5",136
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,85,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25968354,"MAU-1222 5",137
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064123106,"MAU-1222 5",138
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,15,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266751894,"MAU-1222 5",139
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1614665,"MAU-1222 5",140
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086905886,"MAU-1222 5",141
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086717366,"MAU-1222 5",142
"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"ACSP",0,0,0,0,65,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364786438,"MAU-1222 5",143
