Name,Row,Column,Label,Annotator
BAK-765_2018_A_02_Dummy9.JPG,96,2503,*FASP,ed0ard0sena
BAK-765_2018_A_02_Dummy9.JPG,1668,3525,*PESP,ed0ard0sena
BAK-765_2018_A_02_Dummy9.JPG,1555,4691,*PESP,ed0ard0sena
BAK-765_2018_A_02_Dummy9.JPG,2475,226,*UNK,ed0ard0sena
BAK-765_2018_A_02_Dummy9.JPG,1983,1557,*CCAH,ed0ard0sena
BAK-765_2018_A_02_Dummy9.JPG,2267,3102,*LOBO,ed0ard0sena
BAK-765_2018_A_02_Dummy9.JPG,2877,4163,*FAVS,ed0ard0sena
BAK-765_2018_A_02_Dummy9.JPG,3006,4863,*CCAH,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,960,199,*TURFH,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,382,1620,*TURFH,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,423,2471,*HALI,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,983,3824,*TURFH,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,1325,4776,*SHAD,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,2694,151,*PHSP,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,2137,1849,*PESP,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,3292,2259,*WAND,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,2644,3291,*LOBO,ed0ard0sena
HOW-855_2018_A_03_Dummy9.JPG,3546,4461,*TURFR,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,1346,614,*LOBO,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,1601,1587,*PACS,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,1800,2664,*PACS,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,1358,3943,*POMA,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,1371,4941,*POMA,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,2249,874,*PACS,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,2412,2109,*MASS,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,3228,2829,*PACS,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,2863,3948,*CCAH,ed0ard0sena
HOW-855_2018_A_08_Dummy9.JPG,3154,4745,*POMA,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,691,1033,*PESP,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,1341,2046,*CCAH,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,1667,3252,*CCAH,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,434,3537,*TURFH,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,451,5118,*POCS,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,1961,1089,*LOBO,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,2688,1820,*LEPT,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,3115,2956,*CCAH,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,2569,3334,*POCS,ed0ard0sena
HOW-869_2018_A_27_Dummy9.JPG,2080,5168,*TURFH,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,337,920,*CCAH,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,1109,1822,*CCAH,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,378,2701,*UI,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,759,4288,*TURFH,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,259,4686,*CCAH,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,2741,391,*FASP,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,2625,1676,*MOEN,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,2552,2882,*MOEN,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,3030,3705,*CCAH,ed0ard0sena
HOW-891_2018_A_06_Dummy9.JPG,3075,4801,*TURFH,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,1269,997,*ACBR,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,1662,1983,*ACBR,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,1154,3216,*POMA,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,1460,3489,*ACBR,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,1007,5256,*EMA,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,2727,920,*POEN,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,2523,1922,*ACBR,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,3161,2690,*POEN,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,2034,3686,*POMA,ed0ard0sena
HOW-904_2018_A_14_Dummy9.JPG,2005,4522,*ACBR,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,442,371,*PESP,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,527,1809,*TURFR,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,885,2741,*CCAR,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,1253,3784,*HALI,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,577,4650,*PESP,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,2502,363,*PESP,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,2063,2043,*TURFR,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,3237,2245,*TURFH,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,3051,3843,*SAND,ed0ard0sena
JAR-1916_2018_A_11_Dummy9.JPG,2337,4675,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,947,223,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,808,1893,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,1285,3023,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,174,3969,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,698,4947,*PESP,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,2727,415,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,2147,1714,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,3004,2934,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,2250,3333,*TURFH,ed0ard0sena
JAR-1945_2018_A_13_Dummy9.JPG,2061,5066,*TURFH,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,685,1074,*SHAD,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,1751,2043,*TURFH,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,199,2882,*TURFR,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,578,3685,*TURFH,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,439,5298,*PESP,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,2316,725,*TURFR,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,1916,1656,*TURFR,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,2193,3077,*TURFR,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,2269,4203,*HALI,ed0ard0sena
JAR-1948_2018_A_09_Dummy9.JPG,2350,4432,*TURFH,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,1584,800,*CCAR,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,1285,1326,*PESP,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,1722,2621,*CCAR,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,312,4210,*PESP,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,1666,4799,*CCAR,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,2195,860,*TURFR,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,3516,2091,*TURFH,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,2035,3076,*TURFR,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,2491,4064,*TURFR,ed0ard0sena
JAR-1965_2018_A_08_Dummy9.JPG,2966,4685,*TURFH,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,96,958,*TURFH,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,1157,1450,*TURFR,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,1467,2808,*TURFH,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,1408,3544,*TURFH,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,1518,4306,*LOBO,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,2198,1108,*TURFH,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,2331,1534,*TURFR,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,2680,2671,*LOBO,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,2803,3428,*CCAH,ed0ard0sena
JAR-1977_2018_B_14_Dummy9.JPG,3117,4519,*TURFH,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,338,909,*TURFH,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,1136,1479,*TURFH,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,235,2309,*SAND,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,946,3746,*TURFH,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,1037,4980,*SAND,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,3190,326,*TURFH,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,1959,1626,*TURFH,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,3433,2890,*TURFH,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,1999,3902,*TURFH,ed0ard0sena
JAR-1995_2018_A_07_Dummy9.JPG,2525,4606,*TURFH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,1530,385,*TURFH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,1658,1567,*CCAH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,1757,2831,*TURFH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,1724,4066,*CCAH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,1052,4350,*TURFH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,2421,829,*CCAH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,2452,1955,*TURFH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,2081,2717,*TURFH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,2403,4000,*TURFH,ed0ard0sena
JAR-2019_2018_B_08_Dummy9.JPG,2796,4546,*TURFH,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,327,727,*CCAH,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,396,1541,*CCAH,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,806,2779,*SHAD,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,698,3966,*HALI,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,411,4469,*CCAH,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,3121,144,*SHAD,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,3224,1250,*CCAH,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,2401,2438,*HALI,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,1864,3769,*CCAH,ed0ard0sena
JAR-2040_2018_A_11_Dummy9.JPG,3423,5161,*CCAH,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,409,520,*SHAD,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,386,1262,*POMA,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,354,3100,*POMA,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,129,4090,*POMA,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,1380,4523,*POMA,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,2469,822,*HALI,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,2547,2173,*FUSP,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,2445,2786,*POMA,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,2355,3676,*COTS_Pred,ed0ard0sena
KIN-829_2018_A_02_Dummy9.JPG,2051,4804,*POMA,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,955,784,*OCTO,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,939,1769,*OCTO,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,758,2852,*OCTO,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,112,4160,*OCTO,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,1162,5226,*CCAH,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,2224,577,*SHAD,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,2599,1494,*OCTO,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,1961,2311,*OCTO,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,3287,4172,*TURFH,ed0ard0sena
KIN-838_2018_A_14_Dummy9.JPG,2208,4883,*TURFH,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,705,246,*CCAH,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,1441,1853,*TURFH,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,1401,3229,*POEN,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,100,3759,*TURFH,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,972,4986,*HALI,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,3086,997,*CCAH,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,2167,1656,*SHAD,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,2238,2805,*TURFH,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,3082,3367,*CCAH,ed0ard0sena
KIN-855_2018_A_10_Dummy9.JPG,2486,5257,*FASP,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,1543,396,*CCAH,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,530,1482,*CCAH,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,1584,2946,*CCAH,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,255,3435,*TURFH,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,600,5090,*TURFH,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,3355,877,*HARD,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,2961,2006,*HARD,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,3141,3223,*HARD,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,3038,3697,*CCAH,ed0ard0sena
KIN-886_2018_A_05_Dummy9.JPG,2608,4853,*TURFR,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,833,596,*FASP,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,504,1577,*MOEN,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,1456,2394,*TURFH,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,961,3366,*TURFH,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,577,4555,*POMA,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,2457,759,*FASP,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,2620,1401,*TURFH,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,3248,2274,*TURFH,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,2542,3506,*TURFH,ed0ard0sena
KIN-905_2018_B_11_Dummy9.JPG,3205,4595,*FASP,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,425,410,*POMA,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,1368,2150,*TURFH,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,521,2815,*TURFH,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,505,3395,*TURFH,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,654,5300,*POMA,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,1885,227,*CCAH,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,2300,1475,*TURS,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,3377,2467,*TURFH,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,2413,3653,*MOEN,ed0ard0sena
KIN-908_2018_A_11_Dummy9.JPG,2805,4599,*TURFH,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,860,1002,*FASP,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,831,2142,*ACBR,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,656,3161,*ACBR,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,1648,4002,*OCTO,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,531,4633,*TURFH,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,2547,359,*OCTO,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,2995,1927,*TURFH,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,2760,2538,*TURFH,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,2539,4247,*TURFH,ed0ard0sena
KIN-918_2018_A_10_Dummy9.JPG,2622,5200,*TURFH,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,950,1006,*CCAH,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,755,1315,*CCAH,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,1819,3174,*PESP,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,1756,4077,*TURFH,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,257,4406,*CCAH,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,3413,466,*CCAH,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,2835,2070,*PHSP,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,2532,2591,*TURFH,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,2802,3906,*CCAH,ed0ard0sena
OFU-1004_2018_A_12_Dummy9.JPG,3405,4935,*PESP,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,1324,1175,*TURFH,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,613,1182,*TURFH,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,514,2825,*PESP,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,432,3279,*TURFH,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,324,4621,*TURFH,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,3438,1098,*ENC,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,3522,1185,*PESP,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,3109,3193,*ACBR,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,1910,3259,*CCAH,ed0ard0sena
OFU-1010_2018_A_06_Dummy9.JPG,2950,4785,*PESP,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,1211,434,*ASSP,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,1471,1334,*ASSP,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,743,2424,*MOEN,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,380,3972,*TURFH,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,1482,4770,*TURFH,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,2601,200,*ASSP,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,2207,1508,*ASSP,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,2395,3048,*CCAH,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,3172,4016,*TURFH,ed0ard0sena
OFU-1010_2018_A_10_Dummy9.JPG,3479,5243,*CCAH,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,421,616,*CCAH,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,1815,1406,*PHSP,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,1272,3135,*TURFH,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,1072,3949,*TURFH,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,1172,5277,*CCAH,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,3145,148,*LPHY,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,2412,1542,*PHSP,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,3108,3224,*CCAH,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,2962,4233,*TURFH,ed0ard0sena
OFU-1010_2018_B_14_Dummy9.JPG,3276,5022,*FASP,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,776,871,*MISP,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,1113,1213,*MISP,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,844,2725,*MISP,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,785,3594,*TURFH,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,1599,5010,*MISP,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,2826,1025,*POFO,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,3178,1302,*TURFH,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,2190,2913,*TURFH,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,1997,3822,*TURFH,ed0ard0sena
OFU-1012_2018_A_08_Dummy9.JPG,2769,5060,*MISP,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,1091,1067,*TURFH,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,1083,1603,*GASP,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,666,2783,*SHAD,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,867,3631,*TURFH,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,939,5200,*PESP,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,3019,244,*TURFH,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,2313,1693,*CCAH,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,1890,3054,*FAVS,ed0ard0sena
OFU-1012_2018_B_03_Dummy9.JPG,3295,3505,*TURFH,ed0ard0sena
