FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY_,SPCODE,FRAGMENT_Y,MORPH_CODE,EX_BOUND,OLDDEAD,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,SHAPE_Leng
28,MA,2019,SE1902,HAW-4221,0,2.5,1,0,POCS,0,BR,0,3,TLS,5,FISH,2, ,0, ,0,0, ,0,0, ,0,0,0.196401248
29,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.074389784
30,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,MD,0,10,TLS,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.374663075
31,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,2, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.1286014
32,MA,2019,SE1902,HAW-4221,0,2.5,1,0,POCS,0,BR,0,60,FISH,1, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.318173616
33,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,45, ,0, ,0, ,0,PTR,3,0,ALG,2,0, ,0,0,0.406231878
34,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PLOB,0,MD,0,45, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.572264589
35,MA,2019,SE1902,HAW-4221,0,2.5,1,0,PMON,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.176872072
36,MA,2019,SE1902,HAW-4221,1,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.039998126
37,MA,2019,SE1902,HAW-4221,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018677527
38,MA,2019,SE1902,HAW-4221,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014741099
39,MA,2019,SE1902,HAW-4221,1,2.5,1,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.053886176
40,MA,2019,SE1902,HAW-4221,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017202907
41,MA,2019,SE1902,HAW-4221,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02080625
42,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.081046776
43,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.103344183
44,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,POSP,0,EM,0,35, ,0, ,0, ,0,BIN,3,1, ,0,0, ,0,0,0.363713418
45,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.09183518
46,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,MPAT,0,EF,0,0,PRED,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.041072861
47,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PMON,0,EM,0,60, ,0, ,0, ,0,TIN,0,0, ,0,0, ,0,0,0.646515832
48,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLOB,0,MD,0,40, ,0, ,0, ,0,BIN,0,0, ,0,0, ,0,0,0.255554399
49,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,15, ,0, ,0, ,0,BIN,5,1,DIS,0,0, ,0,0,0.191312545
50,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058721886
51,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLUT,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.201693556
52,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,3, ,0, ,0, ,0,BIN,1,1, ,0,0, ,0,0,0.112022674
53,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PMEA,0,BR,0,30,TLS,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.200008449
54,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLOB,0,MD,0,30, ,0, ,0, ,0,BIN,1,1, ,0,0, ,0,0,0.209758266
55,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLOB,0,EF,0,45, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.122612601
56,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLUT,0,MD,0,20, ,0, ,0, ,0,BIN,3,1, ,0,0, ,0,0,0.373525153
57,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PMEA,0,BR,0,60,UNKN,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.326297349
58,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLOB,0,EM,0,20, ,0, ,0, ,0,BLE,5,1,BIN,0,0, ,0,0,0.434142212
59,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLUT,0,MD,0,10, ,0, ,0, ,0, ,0,0,BIN,1,1, ,0,0,0.202677378
60,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLUT,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.190139556
61,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,POSP,0,EM,0,45, ,0, ,0, ,0,BLE,0,0, ,0,0, ,0,0,0.194294853
62,AH,2019,SE1902_MHI_LEG2,HAW-4221,0,2.5,1,0,PLIC,0,EM,0,18, ,0, ,0, ,0,TIN,1,1, ,0,0, ,0,0,0.116948621
63,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.106554447
64,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.076472871
65,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.337549479
66,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.088798479
67,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.21801211
68,RS,2019,SE1902,HAW_4221,1,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02818599
69,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.194430271
70,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.07198347
71,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.196369168
72,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.140836537
73,RS,2019,SE1902,HAW_4221,1,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016493939
74,RS,2019,SE1902,HAW_4221,1,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014464094
75,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,10,PRED,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.192660244
76,RS,2019,SE1902,HAW_4221,1,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024539967
77,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056533265
78,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.462584316
79,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,25,UNKN,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.097494872
80,RS,2019,SE1902,HAW_4221,1,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022692069
81,RS,2019,SE1902,HAW_4221,1,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015720368
82,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.205522212
83,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.201795465
84,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,MD,0,10,PRED,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.211602859
85,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,10,UNKN,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.239817451
86,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079303088
87,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,50,UNKN,5, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.286425209
88,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLOB,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.243201727
89,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,10, ,0, ,0, ,0,BLE,5,2, ,0,0, ,0,0,0.199192094
90,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PRUS,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.10742295
91,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PLUT,0,MD,0,90, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.183849096
92,RS,2019,SE1902,HAW_4221,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050068153
93,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.121273658
94,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.090802918
95,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.256507797
96,MA,2019,SE1902,HAW-4231,0,2.5,1,0,POSP,0,KN,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.09293078
97,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.132274903
98,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058495811
99,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.146924334
100,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.167692487
101,MA,2019,SE1902,HAW-4231,0,2.5,1,0,PLOB,0,EM,0,85, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.34067229
102,MA,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.037566209
103,MA,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02616639
104,MA,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026867267
105,MA,2019,SE1902,HAW-4231,1,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01510033
106,MA,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020658412
107,MA,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045304526
108,MA,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021542516
109,MA,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015035957
110,MA,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.038916578
111,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.117209427
112,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.034464621
113,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.006063827
114,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.005614267
115,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.00444072
116,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.004876474
117,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01100727
118,RS,2019,SE1902,HAW-4231,1,1,1,0,POSP,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007256031
119,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007473285
120,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045970533
121,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013582342
122,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018527008
123,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022022943
124,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054386029
125,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.042502705
126,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.0299955
127,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.044642582
128,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019087692
129,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.279465669
130,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027306594
131,RS,2019,SE1902,HAW-4231,1,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02656558
132,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018029421
133,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014681961
134,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017790166
135,RS,2019,SE1902,HAW-4231,1,1,1,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015575622
136,RS,2019,SE1902,HAW-4231,1,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013435029
137,RS,2019,SE1902,HAW-4231,1,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027306594
138,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PMEA,0,BR,0,0,FISH,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.12281714
139,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084356504
140,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.182192892
141,RS,2019,SE1902,HAW-4231,1,2.5,1,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.197396379
142,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.218500572
143,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.142456239
144,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.094299204
145,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.083715291
146,MA,2019,SE1902,HAW-4240,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.049222963
147,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064510852
148,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054645403
149,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.120758644
150,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.123146254
151,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.117461696
152,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.065068042
153,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.070818995
154,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.123628031
155,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.087153256
156,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055167835
157,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.08863611
158,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061745446
159,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056339773
160,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.249381414
161,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,EM,0,75, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061303916
162,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,45, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.071225347
163,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.17209172
164,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.200987885
165,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.183697169
166,MA,2019,SE1902,HAW-4240,3,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058414381
