"SITE","SITEVISITID","GENUS_CODE","TRANSECTAREA_ad","TRANSECTAREA_j","AdColCount","AdColDen","Ave.od","Ave.rd","Ave.size","JuvColDen","BLE","AcuteDZ","ChronicDZ","BLE_prev","AcuteDZ_prev","ChronicDZ_prev","Adpres.abs","Juvpres.abs","MISSIONID","DATE_","ANALYSIS_YEAR","OBS_YEAR","REGION","REGION_NAME","ISLAND","ISLANDCODE","SEC_NAME","REEF_ZONE","DEPTH_BIN","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","HABITAT_CODE","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION_DS","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES","METHOD","DB_RZ","STRATANAME","ANALYSIS_SCHEMA","DOMAIN_SCHEMA"
"HAW-03433",12870,"SSSS",10,3,55,5.5,29.5818181818182,0.0909090909090909,22.0545454545455,4.33333333333333,0,0.1,0.3,0,1.81818181818182,5.45454545454545,1,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Mid",20.08813,-155.4294,8.838768668,10.66748,"ROB",2334.19033,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",9337,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Mid_Forereef","HAW_HAMAKUA_Mid_Forereef","HAW_HAMAKUA_Mid_Forereef","HAW_HAMAKUA"
"HAW-03433",12870,"CYSP",NA,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Mid",20.08813,-155.4294,8.838768668,10.66748,"ROB",2334.19033,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",9337,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Mid_Forereef","HAW_HAMAKUA_Mid_Forereef","HAW_HAMAKUA_Mid_Forereef","HAW_HAMAKUA"
"HAW-03433",12870,"UNKN",NA,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Mid",20.08813,-155.4294,8.838768668,10.66748,"ROB",2334.19033,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",9337,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Mid_Forereef","HAW_HAMAKUA_Mid_Forereef","HAW_HAMAKUA_Mid_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"BASP",5,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"CYPS",5,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"FUSP",5,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"LEPT",5,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"LESP",5,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"MOSP",5,2,25,5,11,0,11.88,6,0,0,0,0,0,0,1,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"PAVS",5,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"POCS",5,2,2,0.4,5,0,18,0.5,0,0,0,0,0,0,1,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"POSP",5,2,39,7.8,19.6410256410256,0,17.3076923076923,3.5,0,0,0.6,0,0,7.69230769230769,1,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"PSSP",5,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"SSSS",5,2,66,13.2,15.9242424242424,0,15.2727272727273,10,0,0,0.6,0,0,4.54545454545455,1,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"CYSP",NA,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03434",12868,"UNKN",NA,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.069,-155.3915,20.7253886,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"BASP",7.5,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"CYPS",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"FUSP",7.5,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"LEPT",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"LESP",7.5,3,0,0,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,0,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"MOSP",7.5,3,59,7.86666666666667,32.2033898305085,0.966101694915254,18.4576271186441,2.33333333333333,0.8,0,0,10.1694915254237,0,0,1,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"PAVS",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"POCS",7.5,3,0,0,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,0,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"POSP",7.5,3,31,4.13333333333333,25.1612903225806,0,13.8064516129032,3.66666666666667,0,0,0.266666666666667,0,0,6.45161290322581,1,1,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
"HAW-03436",12877,"PSSP",7.5,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,"SE1902_MHI_LEG1",2019-05-04,2019,2019,"MHI","Main Hawaiian Islands","Hawaii","HAW","HAW_HAMAKUA","Forereef","Deep",20.03042,-155.3081,21.33495885,21.94453,"ROB",1479.311358,"Hawaii","HAW_HAMAKUA","HAW_HAMAKUA","NOT","NOT","NOT","NOT","HAW_CM","HAW_HA","CM","OPEN",5917,"HAW_CMHA_CM_OPEN","NOT","HAW_HAMAKUA","Not much hard/soft information","Diver","Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA_Deep_Forereef","HAW_HAMAKUA"
