"REGION","Sector","ANALYSIS_YEAR","Stratum","REEF_ZONE","DB_RZ","GENUS_CODE","n","Ntot","AdColDen","SE_AdColDen","JuvColDen","SE_JuvColDen","Ave.od","SE_Ave.od","Ave.rd","SE_Ave.rd","Ave.size","SE_Ave.size","BLE","SE_BLE","AcuteDZ_Prev","SE_AcuteDZ_Prev","ChronicDZ_Prev","SE_ChronicDZ_Prev","METHOD"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Deep_Forereef","Forereef","Deep_Forereef","PSSP",2,5917,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Deep_Forereef","Forereef","Deep_Forereef","SSSS",2,5917,12.6,0.599898588691915,8.5,1.49974647172979,22.8510101010101,6.92559692248284,0.316666666666667,0.316613144031844,16.0641414141414,0.791280377508611,3.17460317460317,3.17406660683553,0,0,3.43915343915344,1.32252775284814,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Deep_Forereef","Forereef","Deep_Forereef","UNKN",2,5917,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","BASP",2,9337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","CYPS",2,9337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","CYSP",2,9337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","FUSP",2,9337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","LEPT",2,9337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","LESP",2,9337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","MOSP",2,9337,2.5,0.699925025437583,0.666666666666667,0.333297631160754,18.5729166666667,9.75937126242582,0,0,18.7048611111111,6.01671661251652,4,3.99957157392905,0,0,0,0,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","PAVS",2,9337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","POCS",2,9337,0.4,0.399957157392905,1.33333333333333,1.33319052464301,7.875,NA,0,NA,16.25,NA,0,NA,0,NA,0,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","POSP",2,9337,1.9,0.899903604134035,0.833333333333333,0.499946446741131,28.4285714285714,7.42777578015394,0.0892857142857143,0.0892761512037733,17.1035714285714,5.00303551345946,0,0,2.63157894736842,2.63129708811121,7.89473684210526,2.63129708811121,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","PSSP",2,9337,0.05,0.0499946446741131,0,0,50,NA,0,NA,19,NA,0,NA,0,NA,200,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","SSSS",2,9337,4.85,0.64993038076347,2.83333333333333,1.49983934022339,20.6480519480519,8.93280936917464,0.0454545454545455,0.0454496769764664,17.3010822510822,4.75295407657228,2.06185567010309,2.06163483192219,1.03092783505155,1.03081741596109,4.12371134020619,2.06163483192219,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Mid_Forereef","Forereef","Mid_Forereef","UNKN",2,9337,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","BASP",2,4469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","CYPS",2,4469,0.5,0.299932863376132,1,0.999776211253772,9.33333333333333,0.666517474169181,0,0,6.75,1.24972026406721,13.3333333333333,13.3303494833836,0,0,0,0,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","CYSP",2,4469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","FUSP",2,4469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","LEPT",2,4469,0.0666666666666667,0.0666517474169181,0,0,30,NA,0,NA,57,NA,0,NA,0,NA,0,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","LESP",2,4469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","MOSP",2,4469,0.0666666666666667,0.0666517474169181,0,0,10,NA,0,NA,21,NA,0,NA,0,NA,0,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","PAVS",2,4469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","POCS",2,4469,0.933333333333333,0.533213979335345,3.25,2.24949647532099,8.11363636363636,0.613499038723905,0.909090909090909,0.908887464776156,9.51136363636364,1.7609694630038,28.5714285714286,28.5650346072506,0,0,0,0,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","POSP",2,4469,0.25,0.249944052813443,1.75,1.7496083696941,0,NA,0,NA,1.6,NA,0,NA,0,NA,0,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","PSSP",2,4469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","SSSS",2,4469,1.81666666666667,0.71650628473187,6,0.499888105626886,7.22009569377991,2.67404259373616,0.526315789473684,0.526198005923038,8.85167464114832,4.30525641209758,18.348623853211,18.3445176376839,0,0,0,0,"Diver"
"MHI","HAW_HAMAKUA",2019,"HAW_HAMAKUA_Shallow_Forereef","Forereef","Shallow_Forereef","UNKN",2,4469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","BASP",7,6188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","CYPS",7,6188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","CYSP",7,6188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","FUSP",7,6188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","LEPT",7,6188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","LESP",7,6188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","MOSP",7,6188,0.491228070175439,0.271707823401992,0.59047619047619,0.369955291497843,8.09090909090909,2.47016364882488,0,0,7.10681818181818,0.717654310646759,42,7.95506411577973,0,0,0,0,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","PAVS",7,6188,0.228571428571429,0.228442109506723,0.114285714285714,0.114221054753361,31.25,NA,0,NA,9.91666666666667,NA,0,NA,0,NA,0,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","POCS",7,6188,0,0,1.02857142857143,0.263667713165721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","POSP",7,6188,7.86551378446115,2.24241951486639,7.18095238095238,2.3532070767867,31.9891644056289,4.69083904353183,1.13527863256033,0.795888239549632,19.9076824373537,2.3217020714597,0.290599488901776,0.29043507616505,2.51597978549169,0.911724021325005,4.21369258907575,2.80962475376219,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","PSSP",7,6188,0.019047619047619,0.0190368424588935,0,0,60,NA,0,NA,8,NA,0,NA,0,NA,0,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","SSSS",7,6188,8.60436090225564,2.43229871717812,8.91428571428571,2.41811615058208,30.9036063822023,4.57437383653822,1.104108448629,0.80036687380233,19.1502291658114,2.33655193513116,1.6358202694909,0.784715939369775,2.29993533616456,0.833435270651682,3.85186738670721,2.56836533019977,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Deep_Forereef","Forereef","Deep_Forereef","UNKN",7,6188,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","BASP",14,9451,0.0142857142857143,0.0096980407573467,0,0,40,9.44211063000888,0,0,13,0,0,0,0,0,0,0,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","CYPS",14,9451,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","CYSP",12,9451,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","FUSP",14,9451,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","LEPT",14,9451,0.00714285714285714,0.00713756473673225,0.0357142857142857,0.0356878236836613,98,NA,0,NA,23,NA,0,NA,0,NA,0,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","LESP",14,9451,0,0,0.0238095238095238,0.0237918824557742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","MOSP",14,9451,0.930952380952381,0.32569220120326,1.79761904761905,0.40501336077499,5.7468253968254,1.66783393187973,0.734126984126984,0.553974801322165,9.23472222222222,0.756479562439121,55.4987212276215,17.8872249761424,0,0,0.895140664961637,0.828125176312098,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","PAVS",14,9451,0.528571428571429,0.337880816307176,0.333333333333333,0.220834102592891,14.1964285714286,3.47416477859415,0,0,14.365376984127,3.47044282784056,0,0,0,0,0,0,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","POCS",14,9451,0.0738095238095238,0.0268607653894328,0.833333333333333,0.336726750523504,19.6111111111111,10.3501178831728,4.86111111111111,2.96727635946377,11.8611111111111,2.68017254273367,22.5806451612903,14.7715493410362,0,0,0,0,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","POSP",14,9451,7.30238095238095,1.0721630107157,6.09523809523809,1.58840543894763,32.0997007155788,3.41445272475658,0.738350882373516,0.25474059858142,22.2996873222077,1.80117078181108,0.6521030322791,0.350442332219279,2.86925334202804,1.22973953371974,2.08672970329312,0.548767142442482,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","PSSP",14,9451,0.0238095238095238,0.0127953170585301,0.0833333333333333,0.0453584322962013,14,3.85164050815337,0,0,12.6666666666667,2.30253310087245,0,0,0,0,0,0,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","SSSS",14,9451,8.88095238095238,1.37014932087957,9.20238095238095,1.95473880384208,28.2461957986431,2.85446713038191,0.848755486229228,0.271813421515095,21.3110638237611,1.77570356712774,5.60321715817694,2.0317487008953,2.35924932975871,1.01115580426768,1.79624664879357,0.434584392395375,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Mid_Forereef","Forereef","Mid_Forereef","UNKN",12,9451,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","BASP",15,7271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","CYPS",15,7271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","CYSP",13,7271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","FUSP",15,7271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","LEPT",15,7271,0,0,0.0333333333333333,0.0332989324159847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","LESP",15,7271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","MOSP",15,7271,0.333333333333333,0.122326510048305,0.266666666666667,0.206038645893669,14.7916666666667,4.72731363118593,0.0462962962962963,0.0358239474148875,10.7361111111111,1.03703366920955,44.4444444444444,15.4819147898307,0,0,0,0,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","PAVS",15,7271,0.348888888888889,0.105943679926877,0.177777777777778,0.137359097262446,29.6756628787879,4.86436248627317,0,0,13.5064393939394,1.52750287727043,25.0796178343949,10.7770094514865,0,0,3.5828025477707,2.61380872333875,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","POCS",15,7271,0.102222222222222,0.0601374229922146,0.9,0.360329589549886,3.35,1.72814722329417,0,0,6.9,0.681123944505361,24.4565217391304,12.6162597417647,0,0,0,0,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","POSP",15,7271,4.64444444444444,1.05157297829689,2.2,0.94494233683103,37.6312469298984,5.1603299104909,0.337392618356183,0.14193387245994,25.8917703104459,4.18406783196179,0.717703349282297,0.58120110789018,3.1578947368421,1.46733575626849,2.29665071770335,1.23231797943058,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","PSSP",15,7271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","SSSS",15,7271,5.42888888888889,1.10051582271424,3.57777777777778,1.18432289007519,34.6707984175051,4.92950434147273,0.269874426050329,0.106355255568716,22.6331391691979,3.50906677088059,3.23372902169464,1.12537934367807,2.70159639787147,1.25531384797427,2.08759721653704,1.16193050663187,"Diver"
"MHI","HAW_KONA",2019,"HAW_KONA_Shallow_Forereef","Forereef","Shallow_Forereef","UNKN",13,7271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","BASP",2,5787,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","CYPS",2,5787,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","CYSP",2,5787,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","FUSP",2,5787,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","LEPT",2,5787,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","LESP",2,5787,0,0,0.166666666666667,0.166637863993564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","MOSP",2,5787,0.45,0.249956795990345,6.16666666666667,2.83284368789058,11.2142857142857,11.2123477058526,0,0,7.92857142857143,0.0714162274258131,77.7777777777778,33.3275727987127,0,0,0,0,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","PAVS",2,5787,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","POCS",2,5787,0.5,0.299948155188414,4.33333333333333,1.33310291194851,27.3125,19.184184092259,0.25,0.249956795990345,14.375,4.1242871338407,30,29.9948155188414,0,0,0,0,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","POSP",2,5787,1.35,0.349939514386483,5.66666666666667,1.66637863993564,18.1029411764706,13.3947435968944,1.14705882352941,0.852793774555296,9.54705882352941,0.746929719782914,3.7037037037037,3.70306364430141,7.40740740740741,0,3.7037037037037,3.70306364430141,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","PSSP",2,5787,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","SSSS",2,5787,2.3,0.399930873584553,16.3333333333333,0.333275727987128,17.5536062378168,12.1811304088862,0.645224171539961,0.459959484239544,9.79239766081871,0.318658371496464,23.9130434782609,2.17353735643778,4.34782608695652,0,2.17391304347826,2.17353735643779,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Deep_Forereef","Forereef","Deep_Forereef","UNKN",2,5787,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","BASP",4,6416,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","CYPS",4,6416,0,0,0.333333333333333,0.235628775667184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","CYSP",4,6416,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","FUSP",4,6416,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","LEPT",4,6416,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","LESP",4,6416,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","MOSP",4,6416,1.025,0.39225291501147,8.41666666666667,2.62517317245356,31.693567251462,8.93399395632934,0,0,10.2760233918129,1.66574577371444,26.0162601626016,11.2618589092942,0,0,0,0,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","PAVS",4,6416,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","POCS",4,6416,1.825,0.476602521638928,1.83333333333333,0.79905605504732,9.23413978494624,2.5244936023114,2.6744623655914,1.14188740885506,15.8056451612903,0.238491312187984,17.8082191780822,9.84344096062418,10.958904109589,10.9554874597446,0,0,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","POSP",4,6416,3.575,0.772605520505696,2.5,0.518026170148135,27.9808333333333,1.39554337613778,2.295,2.07388730820261,19.48,4.79463509845622,0.699300699300699,0.699082678812376,8.39160839160839,5.35456565806309,5.59440559440559,3.22892458238504,"Diver"
"MHI","HAW_PUNA",2019,"HAW_PUNA_Mid_Forereef","Forereef","Mid_Forereef","PSSP",4,6416,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diver"
